scenario      Ne            t             Na          µmic_1        pmic_1       snimic_1      NAL_1_1       HET_1_1       VAR_1_1       MGW_1_1    
  1            2461          7488         10426    6.965e-004    2.757e-001    5.653e-006     10.625000      0.750125      7.539109      0.876289
  1            3330          9882          7624    7.456e-004    2.845e-001    6.892e-006      8.250000      0.756272      7.252266      0.936170
  1            1521         14796         14724    8.894e-004    1.002e-001    7.260e-006      7.000000      0.677487      1.683339      1.120000
  1            2413          7624         11182    8.803e-004    1.617e-001    5.390e-007      8.125000      0.671870     12.971718      0.802469
  1            2891         11220         10782    5.375e-004    2.476e-001    9.460e-008      8.875000      0.737816      4.747815      1.036496
  1            1900          6750         11857    4.206e-004    1.020e-001    6.577e-006      6.375000      0.697334      3.507354      1.000000
  1            2960         13748          6534    6.819e-004    2.399e-001    9.276e-007      8.250000      0.651724      4.136514      1.031250
  1            1734         15219         14641    9.420e-004    2.287e-001    3.443e-007     10.125000      0.720692      7.507846      0.843750
  1            4049          9406          8612    3.549e-004    2.566e-001    2.548e-006     11.375000      0.814343      8.749660      0.784483
  1            5035         11486          7042    7.937e-004    2.524e-001    7.379e-008     13.625000      0.833925     57.881142      0.736486
  1            2788         17385          8840    3.652e-004    2.288e-001    8.406e-007     10.125000      0.755453      7.568566      0.794118
  1            3962          6451          4642    1.232e-004    1.175e-001    3.755e-008      4.375000      0.521430      0.915415      0.958904
  1            4595         13320          8659    8.191e-004    2.249e-001    4.317e-008     11.375000      0.778466     21.517422      0.748971
  1            3198         10332          7104    2.014e-004    2.079e-001    9.899e-006      5.500000      0.523785      1.015639      1.073171
  1              65          6594          1781    3.425e-004    2.163e-001    1.790e-006      1.375000      0.159258      0.144555      0.916667
  1            4292          5926          7571    6.617e-004    1.850e-001    1.184e-008     11.125000      0.808999      7.911984      1.005650
  1            4785          8753         16831    8.595e-004    1.774e-001    3.600e-008      8.500000      0.672661     27.918201      0.697436
  1            3612         15543         15973    4.995e-004    2.894e-001    8.537e-007      9.125000      0.729129      4.775777      1.000000
  1            4750         10264          1373    8.364e-004    2.793e-001    1.213e-008     12.875000      0.812198     12.803714      0.980952
  1            1405         13425         12336    5.304e-004    2.043e-001    1.694e-007      6.625000      0.587325      3.452745      0.898305
  1            3695          7306         10151    1.172e-004    1.916e-001    4.646e-008      6.000000      0.553601      1.939877      0.941176
  1            1729         16503          2910    3.762e-004    1.266e-001    7.631e-007      4.625000      0.498362      3.620380      0.770833
  1            4276         11922          9552    4.506e-004    2.770e-001    2.184e-007      9.750000      0.799956     12.553946      0.821053
  1            2693          5530         12531    1.877e-004    2.765e-001    1.768e-006      6.750000      0.491260      8.197916      0.830769
  1            2393          4429         10684    5.206e-004    2.050e-001    2.090e-008      5.750000      0.567564      2.289129      0.910891
  1            1793          6377          7552    8.495e-004    1.081e-001    9.646e-008      7.500000      0.749685      9.392689      0.659341
  1            3675           627         16375    4.937e-004    2.328e-001    2.562e-008     11.875000      0.849529     12.229589      0.931373
  1            2809         10692         21763    4.703e-004    1.645e-001    6.325e-008      8.750000      0.694558      4.901348      0.853659
  1            3209         14891         24721    4.190e-004    1.630e-001    2.246e-008      6.875000      0.685596      3.505592      0.982143
  1            1884          7639          9052    9.828e-004    1.361e-001    4.649e-008      8.750000      0.732119      4.613145      1.000000
  1            2516          6306         10144    7.936e-004    1.556e-001    7.651e-008      7.375000      0.746547      5.762084      0.802721
