3755	10005	15005	0.00055	0.2	5.005e-006	3670.5	3592.6	3461.1	10591	10579	10578	9809.6	9222.9	9062.4	0.00051625	0.00050643	0.00036746	0.18917	0.18569	0.1302	5.355e-006	3.2185e-006	2.9e-008	9.125	0.66299	8.4203	1.0815	
3755	10005	15005	0.00055	0.2	5.005e-006	3577.5	3516.7	3374.9	9568	9458.6	9050.4	10455	10237	8841.1	0.00061175	0.00060361	0.00051106	0.23459	0.24359	0.26831	1.241e-006	2.616e-007	1.272e-008	10	0.69859	12.7	0.82051	
3755	10005	15005	0.00055	0.2	5.005e-006	3788.6	3735.2	3780	9206.9	9107.1	9229.9	11224	10927	9663.1	0.0006777	0.00069038	0.00077802	0.22443	0.23204	0.26724	1.393e-006	2.9607e-007	1.458e-008	10.875	0.74486	21.381	0.8169	
3755	10005	15005	0.00055	0.2	5.005e-006	3480.8	3399.9	3188	10420	10487	11378	8492.1	7781.2	5431.8	0.0005402	0.00052389	0.00045207	0.16078	0.14958	0.10945	2.0818e-006	8.1961e-007	1.4382e-008	7.625	0.73554	3.288	1.0609	
3755	10005	15005	0.00055	0.2	5.005e-006	3803.4	3737.7	3489.7	10380	10406	10066	8458.2	7730.6	6366.3	0.0006036	0.00059907	0.00050098	0.1692	0.1601	0.11541	3.079e-006	1.8356e-006	1.4211e-008	8.875	0.7588	4.5301	1.1008	
3755	10005	15005	0.00055	0.2	5.005e-006	4261	4218.1	4219.9	9990.5	9977.9	10420	9415.3	9035.7	6987.5	0.00076448	0.0007892	0.00094095	0.21055	0.21374	0.22572	1.4382e-006	3.3936e-007	1.4153e-008	11.875	0.79658	11.312	0.95	
3755	10005	15005	0.00055	0.2	5.005e-006	3340.5	3287.9	3413.3	9366.8	9282.5	9515.8	10738	10500	10280	0.00051185	0.00048718	0.0004512	0.19739	0.1993	0.20876	1.1638e-006	2.4573e-007	1.3491e-008	8	0.69747	8.9722	0.84768	
3755	10005	15005	0.00055	0.2	5.005e-006	3679.9	3624.3	3665.2	9943.9	9878.6	10186	9665.2	9293.3	9620.3	0.00060029	0.0005995	0.0005433	0.19094	0.19091	0.20682	2.2899e-006	6.4143e-007	2.0134e-008	9.375	0.71685	11.921	0.95541	
3755	10005	15005	0.00055	0.2	5.005e-006	3803.6	3730.7	3672.6	10517	10574	10792	8103.3	7607.3	4996.7	0.00066161	0.00066552	0.00070878	0.21262	0.21375	0.24364	1.4279e-006	3.1331e-007	1.6048e-008	9.625	0.72927	4.3665	0.94478	
3755	10005	15005	0.00055	0.2	5.005e-006	3722.8	3660.3	3463.7	9575.7	9483	9481.4	10474	10177	9313.8	0.00067026	0.00067729	0.0007195	0.24054	0.24913	0.27755	1.3975e-006	2.9478e-007	1.6671e-008	11	0.72247	15.423	0.81861	
