scenario      Ne              t             Na           µmic_1        pmic_1        snimic_1    
   1           2611           4028            551       9.640e-4       2.711e-1       8.837e-6
   1           2739           8816          12550       9.379e-4       1.721e-1       5.106e-8
   1           2747           6671           4441       8.551e-4       2.853e-1       1.837e-7
   1           4873           9703           2656       8.717e-4       3.000e-1       6.875e-6
   1           3991           5782          11617       9.255e-4       2.723e-1       4.748e-6
   1           3899          12246           5629       3.573e-4       2.974e-1       4.910e-7
   1           2620          15032           5642       8.673e-4       2.949e-1       1.680e-6
   1           2959           6351           4012       6.410e-4       2.885e-1       9.665e-6
   1           3844           6328          11628       9.867e-4       2.604e-1       6.639e-8
   1           3072          16734           6081       7.060e-4       2.922e-1       1.148e-8
   1           2203          10901           5585       7.543e-4       2.667e-1       4.436e-8
   1           3023           7328           3213       4.923e-4       2.906e-1       1.356e-8
   1           3630          11679          10150       9.282e-4       2.524e-1       1.366e-8
   1           3181          15872           2034       5.118e-4       3.000e-1       1.309e-8
   1           4479          11911           7052       9.270e-4       2.508e-1       2.889e-7
   1           2244           9446           1502       6.811e-4       2.263e-1       1.291e-8
   1           3770          10546           7796       8.569e-4       2.915e-1       1.959e-6
   1           3656          12568          13744       6.394e-4       2.614e-1       3.338e-8
   1           4537          11975           4711       5.504e-4       3.000e-1       7.951e-6
   1           3886          13220          11371       4.692e-4       2.951e-1       1.250e-8
   1           3824          11019           2820       5.326e-4       2.942e-1       2.265e-7
   1           4732          10644           5977       6.396e-4       1.923e-1       2.337e-8
   1           4788           3406           4947       4.430e-4       2.825e-1       2.831e-6
   1           4736           4025            947       9.684e-4       2.843e-1       9.741e-6
   1           3143           7118           1889       5.113e-4       3.000e-1       6.710e-6
   1           4671           5412           3078       4.711e-4       2.530e-1       1.190e-6
   1           4360           9444           4913       7.407e-4       2.811e-1       2.429e-8
   1           4922          10166           2304       3.897e-4       3.000e-1       8.596e-6
   1           6823          11129          12665       2.253e-4       3.000e-1       1.141e-6
   1           3700           8946           7946       9.310e-4       3.000e-1       8.372e-8
   1           4854           6532           4322       2.988e-4       2.597e-1       6.477e-6
   1           3676          15388           8049       5.991e-4       2.982e-1       4.153e-6
   1           3446           7744            216       7.791e-4       2.833e-1       1.348e-6
   1           4078          11497          17497       8.035e-4       2.888e-1       4.519e-6
   1           3775          10997           6717       4.469e-4       2.844e-1       7.475e-7
   1           2687           9716           7966       8.655e-4       2.970e-1       2.848e-7
   1           2700          16223           5184       1.000e-3       2.096e-1       1.571e-7
   1           4702           9741           2486       5.162e-4       3.000e-1       6.737e-6
   1           3976          12888          11957       5.955e-4       2.947e-1       3.648e-7
   1           2892          12314           8638       6.181e-4       3.000e-1       3.495e-7
   1           4486          10381           5755       5.013e-4       2.287e-1       6.260e-8
   1           5187           9633           2575       5.715e-4       2.976e-1       3.993e-7
   1           4002           9646           2133       6.350e-4       2.970e-1       2.711e-8
   1           3569           6010           5451       6.552e-4       2.525e-1       3.382e-6
   1           3945           8651           6676       7.891e-4       2.438e-1       8.853e-7
   1           2314           5385           2147       9.819e-4       2.929e-1       1.872e-6
   1           4214           8986          10146       4.904e-4       2.909e-1       2.496e-6
   1           2981           8901            416       7.853e-4       2.734e-1       8.180e-6
   1           2461           8745           5488       6.729e-4       2.694e-1       3.728e-6
   1           5716           5883           4203       9.424e-4       2.474e-1       9.319e-8
   1           4173           7591            121       3.857e-4       2.976e-1       1.522e-6
   1           2989          13042           1031       5.740e-4       3.000e-1       1.887e-8
   1           2276          13736          16007       8.839e-4       3.000e-1       1.253e-7
   1           2233          12253           2588       9.471e-4       3.000e-1       8.998e-6
   1           5184          14736          14035       4.105e-4       2.978e-1       7.629e-7
   1           3279          10822           5673       5.064e-4       2.888e-1       7.987e-7
   1           3478          13242           5682       5.403e-4       1.929e-1       4.363e-7
   1           2531           6305          10417       5.947e-4       2.933e-1       1.082e-6
   1           4683          11977           7596       7.554e-4       2.843e-1       2.818e-8
   1           4283          12720           5026       9.675e-4       3.000e-1       2.341e-7
   1           4159          12465          10668       6.706e-4       2.303e-1       1.019e-6
   1           4049           8723          12073       7.670e-4       2.013e-1       8.781e-8
   1           3939           8536          13882       9.090e-4       2.584e-1       7.322e-8
   1           3395          13508           8562       5.911e-4       2.775e-1       1.837e-6
   1           4735           7950           5181       6.924e-4       2.937e-1       1.887e-7
   1           4256           5704           4109       6.284e-4       2.798e-1       2.163e-6
   1           5527           9489           1121       3.956e-4       2.853e-1       5.486e-6
   1           4727           8187           9265       9.682e-4       2.645e-1       2.021e-8
   1           4726           6110           9535       4.748e-4       2.716e-1       3.563e-7
   1           4786          13129          17821       5.670e-4       3.000e-1       1.201e-8
   1           2300           9558           4667       9.975e-4       2.874e-1       7.086e-6
   1           2435          13923           6975       8.662e-4       3.000e-1       5.220e-7
   1           4958          11150           6050       6.531e-4       2.953e-1       3.280e-7
   1           6547          16516           6487       2.499e-4       2.971e-1       1.044e-7
   1           3527          12570           5093       7.459e-4       2.936e-1       1.759e-8
   1           4632           2975            123       6.666e-4       2.484e-1       1.810e-6
   1           2676          12951           5438       5.006e-4       2.865e-1       1.292e-7
   1           2106          11985           5373       9.914e-4       3.000e-1       7.364e-8
   1           4506          10373           5830       7.316e-4       2.735e-1       1.882e-7
   1           2848           8526           4292       4.814e-4       2.460e-1       8.792e-6
   1           3259           5413            356       9.089e-4       2.948e-1       3.651e-6
   1           4253           9978            442       6.221e-4       2.866e-1       8.622e-7
   1           3852          15108           3392       6.787e-4       2.983e-1       6.092e-7
   1           5322           9048           7673       5.620e-4       2.633e-1       3.838e-6
   1           4395          12598           5892       9.518e-4       2.690e-1       6.784e-7
   1           2592           9618           2229       8.955e-4       3.000e-1       7.534e-6
   1           3390          11693            986       7.636e-4       2.848e-1       1.110e-6
   1           5087          12566           7822       5.137e-4       3.000e-1       1.049e-7
   1           4683           7186           7175       5.311e-4       2.810e-1       2.223e-7
   1           3786          12426           4412       6.801e-4       2.408e-1       1.048e-7
   1           2262          15848            695       7.703e-4       2.979e-1       8.820e-8
   1           2628          17085           4436       6.701e-4       2.281e-1       5.015e-7
   1           3931          17966           1022       6.188e-4       3.000e-1       1.555e-6
   1           3929          14464           5528       9.120e-4       1.211e-1       1.852e-7
   1           3203           3754           3829       8.391e-4       2.036e-1       2.720e-7
   1           5381          11884           8479       5.200e-4       2.584e-1       6.684e-6
   1           4897          11885            553       6.022e-4       2.535e-1       5.191e-7
   1           3396           6255           8914       7.662e-4       2.459e-1       6.612e-6
   1           6593          17505          16695       3.674e-4       2.958e-1       1.322e-6
   1           3121           1523           4602       6.434e-4       2.173e-1       7.709e-8
   1           2870           7814           1606       9.213e-4       2.757e-1       1.564e-6
   1           2779          13164           7855       6.818e-4       2.942e-1       7.176e-8
   1           3694          14927           2567       5.682e-4       3.000e-1       2.416e-6
   1           2884          10577          13834       7.907e-4       2.914e-1       3.549e-6
