0 0.003950 0.096203
1 0.102370 0.316530
2 0.092879 0.351351
3 0.101450 0.340595
4 0.100130 0.341091
5 0.083178 0.410004
6 0.090839 0.378729
7 0.000000 -1.000000
8 0.000000 -1.000000
9 0.000000 -1.000000
10 0.000000 -1.000000
11 0.000000 -1.000000
12 0.202410 0.989772
13 0.000000 -1.000000
14 0.000000 -1.000000
15 0.000000 -1.000000
16 0.202710 0.992007
17 0.000000 -1.000000
18 0.000000 -1.000000
19 0.000000 -1.000000
20 0.001200 0.125000
21 0.001000 0.140000
22 0.003970 0.534005
23 0.001210 0.173554
24 0.001040 0.201923
25 0.000940 0.265957
26 0.009661 0.437888
27 0.000000 -1.000000
28 0.000000 -1.000000
29 0.001060 0.150943
