scenario   Ne/Mean(N)      t/Mean(N)       Na/Mean(N)   
   1           1.000          10.520           8.540
   1           1.000           1.632           8.540
   1           1.000          10.520           8.540
   1           1.000          10.520           8.540
   1           1.000           1.219           8.540
   1           1.000          10.520           8.540
   1           1.000          10.520           8.540
   1           1.000          10.520           8.540
   1           1.000          10.118           8.540
   1           1.000          10.520           8.540
   1           1.000          10.520           8.540
   1           1.000          10.520           8.540
   1           1.000          10.520           8.540
   1           1.000          10.520           8.540
   1           1.000           8.875           8.540
   1           1.000          10.262           8.540
   1           1.000          10.520           8.540
   1           1.000           8.675           8.540
   1           1.000          10.508           8.540
   1           1.000          10.520           8.540
   1           1.000          10.520           8.540
   1           1.000          10.520           8.540
   1           1.000        4.016e-1           8.540
   1           1.000          10.520           8.540
   1           1.000          10.520           8.540
   1           1.000           8.391           8.540
   1           1.000          10.520           8.540
   1           1.000           4.638           8.540
   1           1.000          10.520           8.540
   1           1.000          10.286           8.540
   1           1.000           7.117           8.540
   1           1.000          10.520           8.540
   1           1.000           9.846           8.540
   1           1.000           3.402           8.540
   1           1.000          10.520           8.540
   1           1.000          10.520           8.540
   1           1.000           2.563           8.540
   1           1.000          10.520           8.540
   1           1.000          10.520           8.540
   1           1.000          10.520           8.540
   1           1.000           2.636           8.540
   1           1.000           6.433           8.540
   1           1.000           8.179           8.540
   1           1.000          10.520           8.540
   1           1.000           6.184           8.540
   1           1.000          10.096           8.540
   1           1.000          10.520           8.540
   1           1.000           8.408           8.540
   1           1.000        1.836e-2           8.540
   1           1.000           8.466           8.540
   1           1.000          10.520           8.540
   1           1.000           9.229           8.540
   1           1.000          10.520           8.540
   1           1.000          10.520           8.540
   1           1.000           2.608           8.540
   1           1.000          10.520           8.540
   1           1.000           2.772           8.540
   1           1.000           5.953           8.540
   1           1.000          10.520           8.540
   1           1.000           9.307           8.540
   1           1.000           4.511           8.540
   1           1.000          10.520           8.540
   1           1.000        1.275e-1           8.540
   1           1.000          10.520           8.540
   1           1.000          10.520           8.540
   1           1.000           5.822           8.540
   1           1.000           9.265           8.540
   1           1.000           3.493           8.540
   1           1.000           7.614           8.540
   1           1.000        5.065e-1           8.540
   1           1.000          10.520           8.540
   1           1.000          10.205           8.540
   1           1.000        2.592e-1           8.540
   1           1.000          10.520           8.540
   1           1.000          10.520           8.540
   1           1.000        8.841e-1           8.540
   1           1.000           8.225           8.540
   1           1.000          10.520           8.540
   1           1.000        1.047e-1           8.540
   1           1.000        2.638e-2           8.540
   1           1.000           7.142           8.540
   1           1.000          10.494           8.540
   1           1.000           9.978           8.540
   1           1.000          10.520           8.540
   1           1.000           8.015           8.540
   1           1.000           8.158           8.540
   1           1.000          10.520           8.540
   1           1.000           4.419           8.540
   1           1.000        7.860e-1           8.540
   1           1.000           2.770           8.540
   1           1.000           3.022           8.540
   1           1.000        4.163e-1           8.540
   1           1.000          10.374           8.540
   1           1.000          10.520           8.540
