scenario  Ne(u+sni)_1     t(u+sni)_1      Na(u+sni)_1   
   1           1.060        1.232e-1          25.494
   1           1.060        1.600e-2          25.494
   1           1.060        6.198e-2          25.494
   1           1.060        1.868e-1          25.494
   1           1.060        8.102e-2          25.494
   1           1.060        2.015e-2          25.494
   1           1.060        5.096e-2          25.494
   1           1.060        1.300e-1          25.494
   1           6.508        1.625e-2          25.494
   1           1.060        4.278e-2          25.494
   1           1.060        1.693e-1          25.494
   1           1.060        5.192e-1          25.494
   1           1.060        5.074e-2          25.494
   1           1.060        1.771e-1          25.494
   1           1.060        1.794e-2          25.494
   1           1.060        1.897e-2          25.494
   1           1.060        2.556e-2          25.494
   1           1.060        2.903e-2          25.494
   1           1.060        2.111e-2          25.494
   1           1.060        1.142e-2          25.494
   1           1.060        3.750e-1          25.494
   1           1.060        4.468e-2          25.494
   1           1.060        1.944e-2          25.494
   1           1.060        2.610e-2          25.494
   1           1.060        3.248e-2          25.494
   1           1.060        4.098e-2          25.494
   1           1.060        1.142e-2          25.494
   1           1.060        4.106e-2          25.494
   1           1.060        9.339e-2          25.494
   1           1.060        1.162e-2          25.494
   1           1.060        3.889e-2          25.494
   1           1.060           3.358          25.494
   1           1.060        3.861e-2          25.494
   1           1.060        2.583e-2          25.494
   1           1.060        8.531e-2          25.494
   1           1.060        1.388e-1          25.494
   1           1.060        5.455e-1          25.494
   1           1.060        3.631e-2          25.494
   1           1.060        4.636e-2          25.494
   1           1.060        1.620e-2          25.494
   1           1.060        2.037e-2          25.494
   1           1.060        2.689e-2          25.494
   1           1.060        1.220e-1          25.494
   1           1.060        8.093e-2          25.494
   1           1.060        2.031e-1          25.494
   1           1.060        7.559e-2          25.494
   1           1.060        3.108e-2          25.494
   1           1.060        1.142e-2          25.494
   1           1.060        4.794e-1          25.494
   1           1.060        1.832e-1          25.494
   1           1.060        2.315e-1          25.494
   1           1.060        1.765e-2          25.494
   1           1.060        3.026e-2          25.494
   1           1.060        1.364e-1          25.494
   1           1.060        2.196e-1          25.494
   1           1.060        1.272e-2          25.494
   1           1.060        1.025e-1          25.494
   1           1.060        1.179e-1          25.494
   1           1.060        4.888e-2          25.494
   1           1.060        1.462e-2          25.494
   1           1.060        1.071e-1          25.494
   1           1.060        8.733e-2          25.494
   1           1.060        1.039e-1          25.494
   1           1.060        7.233e-2          25.494
   1           1.060        2.114e-1          25.494
   1           1.060        1.470e-2          25.494
   1           1.060        4.459e-2          25.494
   1           1.060        2.445e-2          25.494
   1           1.060        1.142e-2          25.494
   1           1.060        1.142e-2          25.494
   1           1.060        1.889e-1          25.494
   1           1.060        3.838e-2          25.494
   1           1.060        4.307e-2          25.494
   1           1.060        1.779e-2          25.494
   1           1.060        1.247e-2          25.494
   1           1.060        2.785e-2          25.494
   1           1.060        4.369e-1          25.494
   1           1.060        2.845e-2          25.494
   1           1.060        1.348e-2          25.494
   1           1.060        1.823e-2          25.494
   1           1.060        1.551e-2          25.494
   1           1.060        8.149e-1          25.494
   1           1.060        2.870e-2          25.494
   1           1.060        1.142e-2          25.494
   1           1.060        7.985e-2          25.494
   1           1.060        4.340e-1          25.494
   1           1.060           2.797          25.494
   1           1.060        5.156e-1          25.494
   1           1.060           1.091          25.494
   1           1.060        3.891e-2          25.494
   1           1.060        1.511e-2          25.494
   1           1.060        6.573e-2          25.494
   1           1.060        7.401e-2          25.494
   1           1.060        5.167e-2          25.494
   1           1.060        1.365e-1          25.494
   1           1.060        1.401e-2          25.494
   1           1.060        6.357e-2          25.494
   1           1.060        5.017e-1          25.494
   1           1.060        4.790e-2          25.494
   1           1.060        1.348e-1          25.494
   1           1.060        1.953e-1          25.494
   1           1.060        6.136e-2          25.494
   1           1.060        2.249e-2          25.494
   1           1.060        1.513e-2          25.494
   1           1.060        4.215e-2          25.494
   1           1.060        1.333e-2          25.494
   1           1.060        2.803e-1          25.494
   1           1.060        6.578e-2          25.494
   1           1.060        1.443e-1          25.494
   1           1.060        1.329e-1          25.494
   1           1.060        3.740e-2          25.494
   1           1.060        3.178e-1          25.494
   1           1.060        2.031e-2          25.494
   1           1.060        2.758e-2          25.494
   1           1.060        1.793e-1          25.494
   1           1.060        5.158e-2          25.494
   1           1.060        1.176e-2          25.494
   1           1.060        6.769e-2          25.494
   1           1.060          20.430          25.494
   1           1.060        3.175e-1          25.494
   1           1.060        2.361e-2          25.494
   1           1.060        1.169e-1          25.494
   1           1.060        7.056e-1          25.494
   1           1.060        2.880e-2          25.494
   1           1.060        3.469e-2          25.494
   1           1.060        1.595e-1          25.494
   1           1.060           1.063          25.494
   1           1.060        1.711e-1          25.494
   1           1.060        2.127e-2          25.494
   1           1.060        6.815e-2          25.494
   1           1.060        8.056e-2          25.494
   1           1.060           1.589          25.494
   1           1.060        2.962e-2          25.494
   1           1.060        2.356e-2          25.494
   1           1.060        4.843e-2          25.494
   1           1.060        1.095e-1          25.494
   1           1.060        2.522e-2          25.494
   1           1.060        1.210e-2          25.494
   1           1.060        4.124e-1          25.494
   1           1.060        4.132e-2          25.494
   1           1.060        4.126e-2          25.494
   1           1.060        3.292e-2          25.494
   1           1.060        4.233e-1          25.494
   1           1.060        3.748e-1          25.494
   1           1.077           6.005          25.494
   1           1.060        2.020e-2          25.494
   1           1.060        3.680e-2          25.494
   1           1.060        2.814e-2          25.494
   1           1.060        1.839e-2          25.494
   1           1.060           1.141          25.494
   1           1.060        3.252e-2          25.494
   1           1.060        1.991e-2          25.494
   1           1.060        3.245e-1          25.494
   1           1.060        1.365e-2          25.494
   1           1.060        6.789e-2          25.494
   1           1.060        6.175e-1          25.494
   1           1.060        4.442e-2          25.494
   1           1.060        2.324e-1          25.494
   1           1.060        1.847e-2          25.494
   1           1.060        4.678e-2        4.315e-2
   1           1.060        2.299e-2          25.494
   1           1.060        4.062e-2          25.494
   1           1.060        2.395e-1          25.494
   1           1.060        3.173e-1          25.494
   1           1.060        3.229e-2          25.494
   1           1.060        1.789e-2          25.494
   1           1.060        3.155e-1          25.494
   1           1.060        1.142e-2          25.494
   1           1.060        1.159e-2          25.494
   1           1.060        4.308e-1          25.494
   1           1.060        1.142e-2          25.494
   1           1.060        1.490e-2          25.494
   1           1.060        1.226e-2          25.494
   1           1.060        4.685e-1          25.494
   1           1.060        1.816e-2          25.494
   1           1.060        1.369e-2          25.494
   1           1.060        2.974e-2          25.494
   1           1.060        3.561e-2          25.494
   1           1.060        2.383e-2          25.494
   1           1.060        4.982e-2          25.494
   1           1.060        1.348e-1          25.494
   1           1.060        3.515e-1          25.494
   1           1.060        1.142e-2          25.494
   1           1.060        4.284e-2          25.494
   1           1.060        1.199e-2          25.494
   1           1.060        4.095e-2          25.494
   1           1.060        1.197e-2          25.494
   1           1.060        4.487e-2          25.494
   1           1.060        6.012e-1          25.494
   1           1.060        1.399e-2          25.494
   1           1.060        5.679e-2          25.494
   1           1.060        7.261e-1          25.494
   1           1.060        2.860e-2          25.494
   1           1.060        4.146e-2          25.494
   1           1.060        3.969e-2          25.494
   1           1.060        2.838e-2          25.494
   1           1.060        8.686e-2          25.494
   1           1.060        2.792e-2          25.494
   1           1.060        2.029e-2          25.494
   1           1.060        1.452e-1          25.494
   1           1.060           1.470          25.494
   1           1.060        2.023e-2          25.494
   1           1.060        3.679e-2          25.494
   1           1.060        1.176e-2          25.494
   1           1.060        7.385e-1          25.494
   1           1.060        3.514e-1          25.494
   1           1.060        5.213e-2          25.494
   1           1.060        2.482e-2          25.494
   1           1.060        1.934e-2          25.494
   1           1.060        1.524e-2          25.494
   1           1.060        2.783e-2          25.494
   1           1.060        1.602e-2          25.494
   1           1.060        9.977e-2          25.494
   1           1.060        1.406e-2          25.494
   1           1.060        8.087e-2          25.494
   1           1.060        5.930e-1          25.494
   1           1.060        2.706e-2          25.494
   1           1.060        6.006e-2          25.494
   1           1.060        1.142e-2          25.494
   1           1.060        1.852e-2          25.494
   1           1.060        2.588e-2          25.494
   1           1.060        4.698e-1          25.494
   1           1.060        6.714e-1          25.494
   1           1.060        4.665e-1          25.494
   1           1.060        1.201e-1          25.494
   1           1.060        1.476e-2          25.494
   1           1.060        5.266e-2          25.494
   1           1.060        2.151e-2          25.494
   1           1.060        3.350e-1          25.494
   1           1.060        1.108e-1          25.494
   1           1.060        2.695e-2          25.494
   1           1.060        5.459e-1          25.494
   1           1.060        2.619e-2          25.494
   1           1.060        1.115e-1          25.494
   1           1.060        2.876e-2          25.494
   1           1.060        1.561e-2          25.494
   1           1.060        1.409e-2          25.494
   1           1.060        2.181e-2          25.494
   1           1.060        1.863e-1          25.494
