scenario  Ne(u+sni)_1     t(u+sni)_1      Na(u+sni)_1   
   1           1.550        8.281e-2        1.403e-2
   1           4.121          11.086        1.403e-2
   1        7.390e-1        7.707e-2        1.403e-2
   1           2.244        8.491e-2        1.403e-2
   1           1.896           4.365        1.403e-2
   1           1.768        3.236e-1        1.403e-2
   1           4.702          16.273        1.403e-2
   1           3.716        6.387e-1        1.403e-2
   1           1.594        5.096e-2        1.403e-2
   1           2.087           2.005        1.403e-2
   1           1.479           1.015        1.403e-2
   1           2.566        9.983e-2        1.403e-2
   1           2.434           1.293        1.403e-2
   1           2.070        6.074e-2        1.403e-2
   1           1.384        1.162e-1        1.403e-2
   1           2.307        6.232e-2        1.403e-2
   1           1.233        6.015e-1        1.403e-2
   1           2.570        8.728e-1        1.403e-2
   1           1.095        5.937e-2        1.403e-2
   1           1.487        4.690e-2        1.403e-2
   1           1.176        4.549e-2        1.403e-2
   1           2.163        2.497e-1        1.403e-2
   1           2.536           1.039        1.403e-2
   1           3.789        5.721e-1        1.403e-2
   1           3.147           4.434        1.403e-2
   1           1.709           1.930        1.403e-2
   1           1.932        4.805e-1        1.403e-2
   1           2.476        1.438e-1        1.403e-2
   1           1.586        2.487e-1        1.403e-2
   1        8.470e-1        5.958e-2        1.403e-2
   1           3.359        3.572e-1        1.403e-2
   1           1.569        1.437e-1        1.403e-2
   1           2.320        7.584e-1        1.403e-2
   1        7.586e-1        3.051e-1        1.403e-2
   1           1.920        1.251e-1        1.403e-2
   1           1.046        9.594e-1        1.403e-2
   1           1.584        1.267e-1        1.403e-2
   1           2.381        2.394e-1        1.403e-2
   1           2.965        4.002e-1        1.403e-2
   1           2.809        7.278e-1        1.403e-2
   1           3.164           7.714        1.403e-2
   1           2.000           7.291        1.403e-2
   1        8.009e-1        4.109e-1        1.403e-2
   1           1.120           5.078        1.403e-2
   1           2.087        4.431e-2        1.403e-2
   1           4.760           1.238        1.403e-2
   1           3.255           3.060        1.403e-2
   1           2.003           1.176        1.403e-2
   1           1.954        3.132e-1        1.403e-2
   1           1.630        7.211e-1        1.403e-2
   1           1.806        8.066e-1        1.403e-2
   1           2.279        2.011e-1        1.403e-2
   1           2.027           4.247        1.403e-2
   1           1.082        1.989e-1        1.403e-2
   1           2.678        3.527e-1        1.403e-2
   1           1.818        3.644e-1        1.403e-2
   1           1.931        7.196e-2        1.403e-2
   1           1.229        4.513e-1        1.403e-2
   1           1.775           1.142        1.403e-2
   1           1.857           2.111        1.403e-2
   1           1.498           1.073        1.403e-2
   1           1.660        5.533e-1        1.403e-2
   1           1.028           1.428        1.403e-2
   1           2.918           1.819        1.403e-2
   1           1.495        1.983e-1        1.403e-2
   1           2.493        1.884e-1        1.403e-2
   1           2.445        2.399e-1        1.403e-2
   1           1.287        1.281e-1        1.403e-2
   1           2.968           5.166        1.403e-2
   1           1.627           1.876        1.403e-2
   1           2.524           1.547        1.403e-2
   1           2.621           2.016        1.403e-2
   1           2.559           3.501        1.403e-2
   1           2.630        7.688e-2        1.403e-2
   1           1.535          10.037        1.403e-2
   1           1.809        5.172e-2        1.403e-2
   1           1.394        2.391e-1        1.403e-2
   1        8.327e-1        1.458e-1        1.403e-2
   1           2.418        9.519e-1        1.403e-2
   1           2.875        2.690e-1        1.403e-2
   1           1.293        5.401e-2        1.403e-2
   1           1.058        3.724e-1        1.403e-2
   1           2.448           7.289        1.403e-2
   1           2.933           1.365        1.403e-2
   1           3.723        6.017e-1        1.403e-2
   1        9.911e-1        5.351e-2        1.403e-2
   1           2.653        3.575e-1        1.403e-2
   1           2.878           2.966        1.403e-2
   1           1.560        1.362e-1        1.403e-2
   1        9.247e-1        3.707e-1        1.403e-2
   1           2.112        3.849e-1        1.403e-2
   1           2.144        4.913e-1        1.403e-2
   1        7.071e-1        6.474e-1        1.403e-2
   1           1.710        5.751e-2        1.403e-2
   1           3.170          10.298        1.403e-2
   1           1.133        6.511e-2        1.403e-2
   1           3.984           2.160        1.403e-2
   1           2.151        9.629e-2        1.403e-2
   1           3.878           3.912        1.403e-2
   1           1.793        3.980e-1        1.403e-2
   1           3.582        3.411e-1        1.403e-2
   1           1.130        5.056e-1        1.403e-2
   1           1.180        8.070e-2        1.403e-2
   1           1.505          12.015        1.403e-2
   1           2.040        1.291e-1        1.403e-2
   1           4.020           2.906        1.403e-2
   1           1.354        2.263e-1        1.403e-2
   1           3.565           1.720        1.403e-2
   1           3.457        7.781e-2        1.403e-2
   1           1.566        8.721e-1        1.403e-2
   1           3.951        4.506e-1          22.362
   1           3.988           1.021        1.403e-2
   1           4.570        7.821e-1        1.403e-2
   1           1.045        4.249e-2        1.403e-2
   1           1.923           1.939        1.403e-2
   1           1.267        1.768e-1        1.403e-2
   1           1.249        3.690e-1        1.403e-2
   1           2.271        8.640e-1        1.403e-2
   1           2.800           2.176        1.403e-2
   1           2.613        1.617e-1        1.403e-2
   1        7.694e-1        7.766e-2        1.403e-2
   1           1.661        8.125e-2        1.403e-2
   1           1.005        1.373e-1        1.403e-2
   1           5.655        7.755e-2        1.403e-2
   1           3.039        3.919e-1        1.403e-2
   1           3.953           3.386        1.403e-2
   1           3.157        3.659e-1        1.403e-2
   1           1.013        6.258e-2        1.403e-2
   1           1.850        4.097e-1        1.403e-2
   1           3.313          14.178        1.403e-2
   1           3.127           1.083        1.403e-2
   1           1.598        3.634e-1        1.403e-2
   1           2.783        3.700e-1        1.403e-2
   1        8.558e-1        2.125e-1        1.403e-2
   1           3.321           1.428        1.403e-2
   1        9.870e-1        4.467e-2        1.403e-2
   1           2.494        2.210e-1        1.403e-2
   1           4.925           6.129        1.403e-2
   1           1.248        1.530e-1        1.403e-2
   1           2.082        3.407e-1        1.403e-2
   1           3.088           6.629        1.403e-2
   1           1.020        1.404e-1        1.403e-2
   1        5.618e-1        5.582e-2        1.403e-2
   1           1.286        1.255e-1        1.403e-2
   1           1.962           3.272        1.403e-2
   1           1.560        2.029e-1        1.403e-2
   1           2.192           1.034        1.403e-2
   1           1.454        6.040e-2        1.403e-2
   1           2.111        6.988e-1        1.403e-2
   1           1.402        3.037e-1        1.403e-2
   1           2.214           4.943        1.403e-2
   1           1.191        3.732e-1        1.403e-2
   1           1.526        9.280e-2        1.403e-2
   1           1.479        8.035e-2        1.403e-2
   1           1.933        2.037e-1        1.403e-2
   1           1.501        1.892e-1        1.403e-2
   1           2.122        8.179e-1        1.403e-2
   1           3.347        5.793e-1        1.403e-2
   1           1.153        8.425e-2        1.403e-2
   1           1.460        6.613e-2        1.403e-2
   1           1.820        4.865e-1        1.403e-2
   1           2.450        7.788e-1        1.403e-2
   1           2.789           2.074        1.403e-2
   1           1.217        5.317e-1        1.403e-2
   1           2.996           4.685        1.403e-2
   1           1.771           6.877        1.403e-2
   1           2.621        7.506e-1        1.403e-2
   1           3.246        7.063e-1        1.403e-2
   1           3.711           1.429        1.403e-2
   1           2.100        7.154e-1        1.403e-2
   1           1.879        9.587e-2        1.403e-2
   1           1.996        3.132e-1        1.403e-2
   1           2.050        5.674e-2        1.403e-2
   1           1.272        8.796e-2        1.403e-2
   1           1.459        1.213e-1        1.403e-2
   1           2.388        4.497e-1        1.403e-2
   1           2.718        2.908e-1        1.403e-2
   1        7.975e-1        4.122e-2        1.403e-2
   1           2.096           8.735        1.403e-2
   1           4.119           2.562        1.403e-2
   1           1.419        2.093e-1        1.403e-2
   1           1.612           1.960        1.403e-2
   1           1.465           1.901        1.403e-2
   1           1.414        3.290e-1        1.403e-2
   1           3.540        1.065e-1        1.403e-2
   1        6.608e-1        3.873e-2        1.403e-2
   1           2.088        2.009e-1        1.403e-2
   1           3.010        5.583e-1        1.403e-2
   1           1.683           2.241        1.403e-2
   1           3.051        5.229e-2        1.403e-2
   1           1.859        6.022e-2        1.403e-2
   1           1.675           1.824        1.403e-2
   1           1.946           3.741        1.403e-2
   1           1.756        9.440e-2        1.403e-2
   1           1.280        4.394e-2        1.403e-2
   1           1.496        2.194e-1        1.403e-2
   1           1.183        7.549e-1        1.403e-2
   1           3.674        1.578e-1        1.403e-2
   1           1.840        7.865e-2        1.403e-2
   1           3.332          11.905        1.403e-2
   1           1.229        3.566e-1        1.403e-2
   1           3.616        7.384e-1        1.403e-2
   1           2.577           1.816        1.403e-2
   1           2.125        3.815e-1        1.403e-2
   1           2.225           4.009        1.403e-2
   1           1.151        1.023e-1        1.403e-2
   1           1.059        8.113e-2        1.403e-2
   1           1.416        7.664e-2        1.403e-2
   1           2.448           3.994        1.403e-2
   1           1.355        1.304e-1        1.403e-2
   1           3.319        3.579e-1        1.403e-2
   1           1.038        4.914e-2        1.403e-2
   1        9.728e-1        2.989e-1        1.403e-2
   1        8.576e-1        4.315e-2        1.403e-2
   1           1.696        1.916e-1        1.403e-2
   1           2.468        1.466e-1        1.403e-2
   1           1.539        3.406e-1        1.403e-2
   1           2.649        8.810e-2        1.403e-2
   1           2.175        8.331e-1        1.403e-2
   1           1.683        7.957e-2        1.403e-2
   1           1.415        8.884e-2        1.403e-2
   1           2.319        6.368e-1        1.403e-2
   1        8.905e-1        1.976e-1        1.403e-2
   1        9.595e-1        9.386e-1        1.403e-2
   1           2.766        1.849e-1        1.403e-2
   1           2.256        8.838e-1        1.403e-2
   1           1.487        6.607e-2        1.403e-2
   1           2.316           2.060        1.403e-2
   1           1.320        2.377e-1        1.403e-2
   1           1.195        1.648e-1        1.403e-2
   1           1.557        4.284e-1        1.403e-2
   1           2.550           1.565        1.403e-2
   1           1.433           5.013        1.403e-2
   1           4.005        5.054e-1        1.403e-2
   1           1.891        1.934e-1        1.403e-2
   1        9.435e-1        6.880e-2        1.403e-2
   1           2.590        6.599e-1        1.403e-2
   1           2.111          15.093        1.403e-2
   1           2.991           1.226        1.403e-2
   1           2.688           2.110        1.403e-2
   1           1.150        1.666e-1        1.403e-2
   1        9.867e-1        8.788e-2        1.403e-2
   1           1.058        4.129e-2        1.403e-2
   1           1.491        2.540e-1        1.403e-2
   1           1.057           2.385        1.403e-2
   1           2.626           6.320        1.403e-2
   1           3.931        4.304e-1        1.403e-2
   1           1.588           1.492        1.403e-2
   1           1.966        1.585e-1        1.403e-2
   1           1.528        1.899e-1        1.403e-2
   1           3.358        7.266e-1        1.403e-2
   1           2.584           1.652        1.403e-2
   1           1.109        4.700e-1        1.403e-2
   1           3.498        6.013e-1        1.403e-2
   1           4.622           4.271        1.403e-2
   1           1.192        5.746e-2        1.403e-2
   1           2.304           3.007        1.403e-2
   1           2.712           2.061        1.403e-2
   1           3.495           2.395        1.403e-2
   1           1.045        3.873e-2        1.403e-2
   1           2.414           2.124        1.403e-2
   1           1.072        1.554e-1        1.403e-2
   1           1.982        2.538e-1        1.403e-2
   1           2.939        8.262e-1        1.403e-2
   1           1.816        1.238e-1        1.403e-2
   1           2.557        6.837e-1        1.403e-2
   1        8.574e-1        1.454e-1        1.403e-2
   1           1.995        3.895e-1        1.403e-2
   1           2.092        6.262e-2        1.403e-2
   1           1.395        3.327e-1        1.403e-2
   1           3.619           4.214        1.403e-2
   1           2.726           1.702        1.403e-2
   1           1.337        1.370e-1        1.403e-2
   1           1.354        2.891e-1        1.403e-2
   1           1.861        1.289e-1        1.403e-2
   1           1.571        1.768e-1        1.403e-2
   1           1.959        7.699e-1        1.403e-2
   1           2.230        2.806e-1        1.403e-2
   1        9.980e-1        4.194e-2        1.403e-2
   1           1.670           1.810        1.403e-2
   1           1.507        6.648e-2        1.403e-2
   1           1.826        6.931e-1        1.403e-2
   1           1.582        3.164e-1        1.403e-2
   1           1.743        7.396e-2        1.403e-2
   1           2.284        1.139e-1        1.403e-2
   1           1.372        7.533e-2        1.403e-2
   1           1.212        7.613e-2        1.403e-2
   1           1.728        1.470e-1        1.403e-2
   1           1.493        5.135e-1        1.403e-2
   1           1.884           5.369        1.403e-2
   1           2.187        2.260e-1        1.403e-2
   1           2.014        2.009e-1        1.403e-2
   1           2.047        5.631e-1        1.403e-2
   1           1.328           5.229        1.403e-2
   1           1.683        1.303e-1        1.403e-2
   1           1.786        4.692e-2        1.403e-2
   1           2.279           1.031        1.403e-2
   1           3.199           3.496        1.403e-2
   1           2.307           1.066        1.403e-2
   1           1.855           1.528        1.403e-2
   1           1.085        4.451e-2        1.403e-2
   1           1.303        2.242e-1        1.403e-2
   1           2.567           1.041        1.403e-2
   1        8.980e-1        8.254e-2        1.403e-2
   1           1.427        5.218e-2        1.403e-2
   1           1.469        9.956e-2        1.403e-2
   1           1.067           2.082        1.403e-2
   1           4.990           7.164        1.403e-2
   1           3.916        5.959e-1        1.403e-2
   1           1.376           2.385        1.403e-2
   1           1.968        6.150e-1        1.403e-2
   1           1.133        8.794e-1        1.403e-2
   1           2.903        9.899e-2        1.403e-2
   1           1.900        1.802e-1        1.403e-2
   1        7.875e-1        7.350e-2        1.403e-2
   1           1.118        1.108e-1        1.403e-2
   1        9.717e-1        1.648e-1        1.403e-2
   1           2.643        1.805e-1        1.403e-2
   1           1.685        6.976e-1        1.403e-2
   1           2.495        9.272e-2        1.403e-2
