scenario      Ne              t             Na           µmic_1        pmic_1        snimic_1    
   1           2235          10976            214       7.100e-4       2.604e-1       3.406e-7
   1           3176          15834           5886       5.633e-4       1.535e-1       4.149e-7
   1           3532           9108           7422       6.387e-4       2.810e-1       1.783e-7
   1           5456          15611           3347       3.437e-4       2.734e-1       3.632e-7
   1           5002          10203           7122       5.576e-4       2.593e-1       4.403e-6
   1           3189           8648           5706       3.762e-4       2.797e-1       2.386e-6
   1           3669          14394           9570       4.923e-4       2.805e-1       8.456e-6
   1           2673          16151          10888       5.562e-4       2.948e-1       9.599e-7
   1           2134          11544          12482       8.236e-4       2.940e-1       1.867e-6
   1           5713           9226           7315       2.312e-4       2.550e-1       1.666e-6
   1           3857          18767           4401       5.621e-4       2.887e-1       5.641e-6
   1           5727          11288           2152       6.660e-4       2.961e-1       3.190e-6
   1           3451            936           5807       8.686e-4       2.170e-1       6.878e-6
   1           4039          13043           8705       4.483e-4       2.473e-1       7.057e-6
   1           3672           8449           3537       4.511e-4       2.850e-1       1.473e-6
   1           5112          14054           8863       9.708e-4       2.770e-1       2.979e-7
   1           2842          11113           8470       7.194e-4       2.423e-1       2.489e-7
   1           3629          15635          10499       8.341e-4       1.402e-1       3.710e-7
   1           6177          14467           3165       1.720e-4       1.860e-1       2.258e-6
   1           4360           8329           8202       2.641e-4       1.700e-1       3.257e-7
   1           4643          17666           9235       1.272e-4       2.755e-1       8.863e-6
   1           2404           5641           4364       4.965e-4       3.000e-1       9.852e-6
   1           4843           6409          12640       4.270e-4       2.361e-1       6.731e-6
   1           5374          18077           6344       4.327e-4       2.748e-1       4.587e-7
   1           4640          12845           1831       3.424e-4       2.290e-1       5.906e-6
   1           3004          11217          13492       4.274e-4       2.742e-1       9.378e-6
   1           3196          15482            222       8.171e-4       2.861e-1       9.874e-7
   1           3044          12649           3490       8.995e-4       2.816e-1       5.872e-7
   1           4554          14871           1386       4.292e-4       2.887e-1       3.539e-7
   1           4199          16032           5348       8.191e-4       2.713e-1       4.510e-6
   1           4934          15113          11054       2.410e-4       2.996e-1       4.065e-7
   1           4590          14980           2290       8.457e-4       2.783e-1       7.724e-7
   1           5779          11803          10702       3.039e-4       2.696e-1       6.339e-6
   1           3754          10850           6214       5.169e-4       2.354e-1       2.038e-6
   1           5647          11473          11008       2.743e-4       2.880e-1       3.347e-8
   1           4989          17043          10702       4.538e-4       2.457e-1       8.553e-7
   1           3344          11734           5895       8.844e-4       2.961e-1       1.407e-6
   1           3840           7494           5659       8.324e-4       2.223e-1       1.531e-7
   1           3150           8327           5657       3.565e-4       2.977e-1       9.255e-7
   1           4241          12382          23297       3.464e-4       2.699e-1       8.782e-8
   1           4596          12685          12646       2.375e-4       3.000e-1       6.299e-6
   1           4733          15243            861       4.027e-4       2.855e-1       3.393e-6
   1           4739          14611           2757       5.126e-4       2.979e-1       7.348e-7
   1           2844          20275           9633       6.982e-4       3.000e-1       2.910e-7
