1	8	282	3
Cac03
Tmac06
Cac14
Cac18
Cyne20
Soc418
Soc423
Soc609
1	176180	134136	154154	241249	270270	250250	166168	255267
1	184188	134136	164168	241251	270270	250251	166166	251255
1	174194	134134	152168	247251	270270	251252	166168	259267
1	184190	134138	164166	251255	270270	250251	166166	255255
1	174176	134134	164166	237249	270270	251252	166168	259259
1	176176	134136	162164	247251	270270	250250	166166	255255
1	174178	134134	162170	241255	270274	250252	166166	259259
1	178178	134134	156166	237241	270270	250250	166166	255255
1	178178	134134	152166	237237	264270	251252	166168	255255
1	172178	134134	152158	237247	270270	246250	166166	255255
1	176182	134136	150168	239255	270270	251251	166168	255261
1	178182	134136	166170	243247	270270	250251	166166	255255
1	178180	134136	162166	241253	270270	246251	166166	255257
1	174178	134134	154166	237251	270270	250250	166168	255257
1	168176	134136	154156	243249	270270	246252	166166	249255
1	176178	134136	164166	241241	270270	246251	166166	249255
1	176190	136136	150166	237251	242274	250251	166168	255259
1	190190	134134	166168	237251	270270	251252	166166	259265
1	184188	134136	164168	241251	270270	250251	166166	251255
1	174188	134136	166178	239241	270270	250250	166168	249257
1	176196	134134	166168	241253	270270	250252	166166	255259
1	168174	134136	162168	237253	270270	250251	166166	255257
1	174182	134140	162170	241247	270274	251251	166168	255261
1	178190	134134	138138	237241	270270	250250	166166	259261
1	190190	134136	162182	241255	270270	250250	166166	259259
1	174178	134136	166166	241249	270270	250250	166166	257261
1	184196	134136	166168	237253	270270	250251	166166	249255
1	182188	134136	166166	237247	270270	251252	166168	255259
1	172212	136136	162166	237249	270270	250251	166166	257271
1	174182	134136	160166	241249	270270	250252	166166	255255
1	176182	134136	164164	241241	270270	250252	166168	249253
1	176192	134134	166166	241249	270272	250251	166166	255265
1	174182	134138	166166	241241	270270	251254	166166	255255
1	174184	134134	154184	241251	270270	250250	166166	255257
1	176178	134140	156168	237241	266270	250251	166168	255259
1	176178	134134	150170	237239	270274	251254	166168	251259
1	174190	134136	164166	237249	262270	250250	166166	255257
1	176178	134134	164168	237241	266270	250251	166168	255261
1	174178	134136	168170	241249	270270	250251	166168	255257
1	174178	134134	154172	237241	270270	250252	166166	255257
1	174176	134134	162172	237241	270270	250251	166166	255259
1	176176	134134	150168	237241	270282	251251	166166	253257
1	174176	134136	154164	237249	270274	251252	166166	253255
1	176190	134134	158168	237241	270274	250251	166168	255259
1	174188	134134	166168	241247	270270	251251	166168	259261
1	176180	134136	156168	241241	270270	251251	166166	253255
1	174178	134136	164166	249253	270270	250251	166168	255257
1	176190	134134	154168	253263	270270	250252	166168	255257
1	174214	134134	160170	237249	270278	250251	166166	255257
1	176188	134134	162168	241247	270270	250251	166168	253255
1	172178	134134	164174	241241	270270	250251	166166	255257
1	174176	134138	150156	237249	270270	250251	166166	257257
1	176180	134134	164166	237237	266270	250252	166166	255255
1	190192	134138	138168	239241	270270	250251	166168	255259
1	174188	134136	156162	237255	270270	251252	166168	257263
1	172178	134134	146184	237241	270270	250250	166166	247249
1	176176	134134	164168	237247	262270	251251	166166	257257
1	174176	134134	152170	237237	266270	250251	166166	257257
1	174184	134134	168168	237247	270274	250251	166166	255255
1	176178	134134	154162	237241	270270	246250	166166	257257
1	188190	134134	166170	247253	270270	252252	166166	249255
1	176178	134134	166170	249261	270270	250252	166166	255255
1	174178	134136	156164	249251	270270	250251	168168	241257
1	176176	134134	158166	241253	270270	251251	166166	257259
1	174176	136136	130166	237253	270274	250251	166166	255255
1	178192	134136	162168	237243	270270	250251	168168	257263
1	174174	134134	158166	251253	270270	251251	166166	255261
1	174176	134134	166166	237251	270270	251254	166166	251257
1	180204	134134	166182	237237	270270	250251	166166	255259
1	194194	134134	146166	237241	270270	251252	166166	257259
1	174176	134134	164166	247249	270270	250250	166166	255255
1	176184	134134	166168	241251	270270	250250	168168	257261
1	178178	136136	166166	249265	270274	250250	166168	255255
1	178188	132134	164170	249251	270270	250252	166166	255261
1	174184	134136	166168	249251	270270	251252	166166	253267
1	176188	134134	166166	247249	266270	246250	166166	255255
1	176178	134134	152166	237241	270270	251251	168168	255259
1	174176	134138	162166	239249	270270	250250	166168	257261
1	178188	134134	162166	237249	270270	251252	166168	249261
1	180188	134134	166168	249251	270270	250250	166166	251257
1	178196	134134	166170	237251	270270	250250	166166	253255
1	174178	134136	162166	239241	270274	250251	166168	257259
1	188192	134136	164164	237247	270270	250251	166166	255255
1	174176	134136	154162	245247	268274	250250	166166	255259
1	192206	134134	156170	237243	270270	250251	166166	249255
1	194198	134134	164166	247247	270270	251251	166168	249255
1	174176	134142	162166	243247	266270	250251	166168	257261
1	176192	136138	164168	237247	270270	250250	166166	253257
1	176176	134136	170170	237245	270270	246251	166166	255259
1	178178	134134	164168	237247	266270	250250	166166	251255
1	176194	134136	164168	237241	270270	250251	166166	255255
1	178190	134134	166168	241249	270270	250251	168168	255257
1	174190	136136	164170	241249	266270	250251	166168	255259
1	174188	134134	166168	251251	266270	251251	166168	255255
1	176178	134134	154166	237247	270274	251252	166166	255255
1	186188	134134	150164	239247	270270	250251	166166	255255
1	174178	134136	154156	239241	274274	250251	166166	253261
1	176178	134134	156168	237251	270270	250251	166166	257261
1	174174	134136	166172	237247	264270	250250	166166	255255
1	178180	134136	168168	247247	262270	251251	166168	251261
1	174176	134136	144152	237251	270270	250251	166168	255257
1	174178	134134	166168	249251	270270	250251	166166	249261
1	174180	134134	166180	237241	270270	250250	166166	255257
1	176190	134136	164166	241241	270270	250251	166168	251255
1	174200	134134	166168	237237	270274	250252	166166	255261
1	178178	136136	164166	249251	270270	251251	166166	249255
1	184190	134134	130168	241251	270270	246252	166166	265267
1	176188	134134	168168	237265	262270	250250	166166	255261
1	176182	134136	168168	241263	262270	251251	166168	249257
1	174176	134136	156168	237249	262270	250250	166168	255257
1	176182	134136	162170	237239	270270	250251	166166	255257
1	174176	134134	156166	237255	270274	250251	166168	249255
1	174178	136142	166176	241249	270274	250250	166166	249249
1	176188	134136	166166	237243	270270	250250	166166	255267
1	178188	134134	152152	237247	270270	251252	166166	253267
1	178188	134134	164168	251251	270270	250251	166166	255255
1	176190	136136	152166	241245	262270	250250	166166	255257
1	178184	134138	166168	237241	270274	252252	166168	253257
1	176192	134134	160160	241247	270270	250251	166166	253253
1	194198	132134	168170	237249	270270	250250	166168	255259
1	172176	134134	166166	243247	270270	250250	166168	251255
1	176192	134134	166166	237241	266270	246250	166168	261265
1	180190	134136	166170	239243	270270	246251	166166	255257
1	176186	134136	166166	237237	270270	251252	166166	253259
1	174192	134134	154170	247259	266274	250251	166166	255265
1	178184	134134	150156	237241	270270	250250	166168	255257
1	178188	134134	154168	239241	270274	250250	166166	257261
1	192192	134136	154166	241249	270270	250252	166168	241259
1	174178	134138	166166	237237	270270	250252	166166	255257
1	174178	134134	152170	241247	270270	242251	166166	255257
1	174192	134134	166166	237239	270270	250252	166166	255257
1	168176	134136	166172	237241	262270	250252	166166	253255
1	174174	134134	172172	241247	270274	251251	166166	255255
1	178182	134136	152166	249249	262270	250250	168168	253255
1	172176	134134	166166	241249	266270	246251	166168	261261
1	172180	134134	166166	237241	270270	250251	166168	253255
1	192200	134134	164166	237255	270270	250252	166166	257257
1	178196	134136	152168	237237	270270	250252	166166	255261
1	174198	134138	166168	237243	270270	250250	166168	257261
1	174176	134134	156166	241247	270270	250250	166166	253255
1	176186	132136	166168	237247	270270	250254	166166	255255
1	176184	134136	166184	241247	270270	250251	166168	259261
1	178204	130134	168168	241251	270270	250251	166166	253261
1	168176	134136	166174	237249	270270	250252	166168	255259
1	174178	134136	164166	237251	270274	250252	166168	255255
1	176178	136138	158166	241247	266270	250251	166168	253257
1	176178	134134	162162	243251	270270	250250	166168	255255
1	178200	134136	164168	237241	270270	251252	168168	255257
