187	8	0
Cac03
Tmac06
Cac14
Cac18
Cyne20
Soc418
Soc423
Soc609
1	176	180	134	136	154	154	241	249	270	270	250	250	166	168	255	267
2	184	188	134	136	164	168	241	251	270	270	250	251	166	166	251	255
3	174	194	134	134	152	168	247	251	270	270	251	252	166	168	259	267
4	184	190	134	138	164	166	251	255	270	270	250	251	166	166	255	255
5	174	176	134	134	164	166	237	249	270	270	251	252	166	168	259	259
6	176	176	134	136	162	164	247	251	270	270	250	250	166	166	255	255
7	174	178	134	134	162	170	241	255	270	274	250	252	166	166	259	259
8	178	178	134	134	156	166	237	241	270	270	250	250	166	166	255	255
9	178	178	134	134	152	166	237	237	264	270	251	252	166	168	255	255
10	172	178	134	134	152	158	237	247	270	270	246	250	166	166	255	255
11	176	182	134	136	150	168	239	255	270	270	251	251	166	168	255	261
12	178	182	134	136	166	170	243	247	270	270	250	251	166	166	255	255
13	178	180	134	136	162	166	241	253	270	270	246	251	166	166	255	257
14	174	178	134	134	154	166	237	251	270	270	250	250	166	168	255	257
15	168	176	134	136	154	156	243	249	270	270	246	252	166	166	249	255
16	176	178	134	136	164	166	241	241	270	270	246	251	166	166	249	255
17	176	190	136	136	150	166	237	251	242	274	250	251	166	168	255	259
18	190	190	134	134	166	168	237	251	270	270	251	252	166	166	259	265
19	184	188	134	136	164	168	241	251	270	270	250	251	166	166	251	255
20	174	188	134	136	166	178	239	241	270	270	250	250	166	168	249	257
21	176	196	134	134	166	168	241	253	270	270	250	252	166	166	255	259
22	168	174	134	136	162	168	237	253	270	270	250	251	166	166	255	257
23	174	182	134	140	162	170	241	247	270	274	251	251	166	168	255	261
24	178	190	134	134	138	138	237	241	270	270	250	250	166	166	259	261
25	190	190	134	136	162	182	241	255	270	270	250	250	166	166	259	259
26	174	178	134	136	166	166	241	249	270	270	250	250	166	166	257	261
27	184	196	134	136	166	168	237	253	270	270	250	251	166	166	249	255
28	182	188	134	136	166	166	237	247	270	270	251	252	166	168	255	259
29	172	212	136	136	162	166	237	249	270	270	250	251	166	166	257	271
30	174	182	134	136	160	166	241	249	270	270	250	252	166	166	255	255
31	176	182	134	136	164	164	241	241	270	270	250	252	166	168	249	253
32	176	192	134	134	166	166	241	249	270	272	250	251	166	166	255	265
33	174	182	134	138	166	166	241	241	270	270	251	254	166	166	255	255
34	174	184	134	134	154	184	241	251	270	270	250	250	166	166	255	257
35	176	178	134	140	156	168	237	241	266	270	250	251	166	168	255	259
36	176	178	134	134	150	170	237	239	270	274	251	254	166	168	251	259
37	174	190	134	136	164	166	237	249	262	270	250	250	166	166	255	257
38	176	178	134	134	164	168	237	241	266	270	250	251	166	168	255	261
39	174	178	134	136	168	170	241	249	270	270	250	251	166	168	255	257
40	174	178	134	134	154	172	237	241	270	270	250	252	166	166	255	257
41	174	176	134	134	162	172	237	241	270	270	250	251	166	166	255	259
42	176	176	134	134	150	168	237	241	270	282	251	251	166	166	253	257
43	174	176	134	136	154	164	237	249	270	274	251	252	166	166	253	255
44	176	190	134	134	158	168	237	241	270	274	250	251	166	168	255	259
45	174	188	134	134	166	168	241	247	270	270	251	251	166	168	259	261
46	176	180	134	136	156	168	241	241	270	270	251	251	166	166	253	255
47	174	178	134	136	164	166	249	253	270	270	250	251	166	168	255	257
48	176	190	134	134	154	168	253	263	270	270	250	252	166	168	255	257
49	174	214	134	134	160	170	237	249	270	278	250	251	166	166	255	257
50	176	188	134	134	162	168	241	247	270	270	250	251	166	168	253	255
51	172	178	134	134	164	174	241	241	270	270	250	251	166	166	255	257
52	174	176	134	138	150	156	237	249	270	270	250	251	166	166	257	257
53	176	180	134	134	164	166	237	237	266	270	250	252	166	166	255	255
54	190	192	134	138	138	168	239	241	270	270	250	251	166	168	255	259
55	174	188	134	136	156	162	237	255	270	270	251	252	166	168	257	263
56	172	178	134	134	146	184	237	241	270	270	250	250	166	166	247	249
57	176	176	134	134	164	168	237	247	262	270	251	251	166	166	257	257
58	174	176	134	134	152	170	237	237	266	270	250	251	166	166	257	257
59	174	184	134	134	168	168	237	247	270	274	250	251	166	166	255	255
60	176	178	134	134	154	162	237	241	270	270	246	250	166	166	257	257
61	188	190	134	134	166	170	247	253	270	270	252	252	166	166	249	255
62	176	178	134	134	166	170	249	261	270	270	250	252	166	166	255	255
63	174	178	134	136	156	164	249	251	270	270	250	251	168	168	241	257
64	176	176	134	134	158	166	241	253	270	270	251	251	166	166	257	259
65	174	176	136	136	130	166	237	253	270	274	250	251	166	166	255	255
66	178	192	134	136	162	168	237	243	270	270	250	251	168	168	257	263
67	174	174	134	134	158	166	251	253	270	270	251	251	166	166	255	261
68	174	176	134	134	166	166	237	251	270	270	251	254	166	166	251	257
69	180	204	134	134	166	182	237	237	270	270	250	251	166	166	255	259
70	194	194	134	134	146	166	237	241	270	270	251	252	166	166	257	259
71	174	176	134	134	164	166	247	249	270	270	250	250	166	166	255	255
72	176	184	134	134	166	168	241	251	270	270	250	250	168	168	257	261
73	178	178	136	136	166	166	249	265	270	274	250	250	166	168	255	255
74	178	188	132	134	164	170	249	251	270	270	250	252	166	166	255	261
75	174	184	134	136	166	168	249	251	270	270	251	252	166	166	253	267
76	176	188	134	134	166	166	247	249	266	270	246	250	166	166	255	255
77	176	178	134	134	152	166	237	241	270	270	251	251	168	168	255	259
78	174	176	134	138	162	166	239	249	270	270	250	250	166	168	257	261
79	178	188	134	134	162	166	237	249	270	270	251	252	166	168	249	261
80	180	188	134	134	166	168	249	251	270	270	250	250	166	166	251	257
81	178	196	134	134	166	170	237	251	270	270	250	250	166	166	253	255
82	174	178	134	136	162	166	239	241	270	274	250	251	166	168	257	259
83	188	192	134	136	164	164	237	247	270	270	250	251	166	166	255	255
84	174	176	134	136	154	162	245	247	268	274	250	250	166	166	255	259
85	192	206	134	134	156	170	237	243	270	270	250	251	166	166	249	255
86	194	198	134	134	164	166	247	247	270	270	251	251	166	168	249	255
87	174	176	134	142	162	166	243	247	266	270	250	251	166	168	257	261
88	176	192	136	138	164	168	237	247	270	270	250	250	166	166	253	257
89	176	176	134	136	170	170	237	245	270	270	246	251	166	166	255	259
90	178	178	134	134	164	168	237	247	266	270	250	250	166	166	251	255
91	176	194	134	136	164	168	237	241	270	270	250	251	166	166	255	255
92	178	190	134	134	166	168	241	249	270	270	250	251	168	168	255	257
93	174	190	136	136	164	170	241	249	266	270	250	251	166	168	255	259
94	174	188	134	134	166	168	251	251	266	270	251	251	166	168	255	255
95	176	178	134	134	154	166	237	247	270	274	251	252	166	166	255	255
96	186	188	134	134	150	164	239	247	270	270	250	251	166	166	255	255
97	174	178	134	136	154	156	239	241	274	274	250	251	166	166	253	261
98	176	178	134	134	156	168	237	251	270	270	250	251	166	166	257	261
99	174	174	134	136	166	172	237	247	264	270	250	250	166	166	255	255
100	178	180	134	136	168	168	247	247	262	270	251	251	166	168	251	261
101	174	176	134	136	144	152	237	251	270	270	250	251	166	168	255	257
102	174	178	134	134	166	168	249	251	270	270	250	251	166	166	249	261
103	174	180	134	134	166	180	237	241	270	270	250	250	166	166	255	257
104	176	190	134	136	164	166	241	241	270	270	250	251	166	168	251	255
105	174	200	134	134	166	168	237	237	270	274	250	252	166	166	255	261
106	178	178	136	136	164	166	249	251	270	270	251	251	166	166	249	255
107	184	190	134	134	130	168	241	251	270	270	246	252	166	166	265	267
108	176	188	134	134	168	168	237	265	262	270	250	250	166	166	255	261
109	176	182	134	136	168	168	241	263	262	270	251	251	166	168	249	257
110	174	176	134	136	156	168	237	249	262	270	250	250	166	168	255	257
111	176	182	134	136	162	170	237	239	270	270	250	251	166	166	255	257
112	174	176	134	134	156	166	237	255	270	274	250	251	166	168	249	255
113	174	178	136	142	166	176	241	249	270	274	250	250	166	166	249	249
114	176	188	134	136	166	166	237	243	270	270	250	250	166	166	255	267
115	178	188	134	134	152	152	237	247	270	270	251	252	166	166	253	267
116	178	188	134	134	164	168	251	251	270	270	250	251	166	166	255	255
117	176	190	136	136	152	166	241	245	262	270	250	250	166	166	255	257
