187	8	0
Cac03
Tmac06
Cac14
Cac18
Cyne20
Soc418
Soc423
Soc609
118	178	184	134	138	166	168	237	241	270	274	252	252	166	168	253	257
119	176	192	134	134	160	160	241	247	270	270	250	251	166	166	253	253
120	194	198	132	134	168	170	237	249	270	270	250	250	166	168	255	259
121	172	176	134	134	166	166	243	247	270	270	250	250	166	168	251	255
122	176	192	134	134	166	166	237	241	266	270	246	250	166	168	261	265
123	180	190	134	136	166	170	239	243	270	270	246	251	166	166	255	257
124	176	186	134	136	166	166	237	237	270	270	251	252	166	166	253	259
125	174	192	134	134	154	170	247	259	266	274	250	251	166	166	255	265
126	178	184	134	134	150	156	237	241	270	270	250	250	166	168	255	257
127	178	188	134	134	154	168	239	241	270	274	250	250	166	166	257	261
128	192	192	134	136	154	166	241	249	270	270	250	252	166	168	241	259
129	174	178	134	138	166	166	237	237	270	270	250	252	166	166	255	257
130	174	178	134	134	152	170	241	247	270	270	242	251	166	166	255	257
131	174	192	134	134	166	166	237	239	270	270	250	252	166	166	255	257
132	168	176	134	136	166	172	237	241	262	270	250	252	166	166	253	255
133	174	174	134	134	172	172	241	247	270	274	251	251	166	166	255	255
134	178	182	134	136	152	166	249	249	262	270	250	250	168	168	253	255
135	172	176	134	134	166	166	241	249	266	270	246	251	166	168	261	261
136	172	180	134	134	166	166	237	241	270	270	250	251	166	168	253	255
137	192	200	134	134	164	166	237	255	270	270	250	252	166	166	257	257
138	178	196	134	136	152	168	237	237	270	270	250	252	166	166	255	261
139	174	198	134	138	166	168	237	243	270	270	250	250	166	168	257	261
140	174	176	134	134	156	166	241	247	270	270	250	250	166	166	253	255
141	176	186	132	136	166	168	237	247	270	270	250	254	166	166	255	255
142	176	184	134	136	166	184	241	247	270	270	250	251	166	168	259	261
143	178	204	130	134	168	168	241	251	270	270	250	251	166	166	253	261
144	168	176	134	136	166	174	237	249	270	270	250	252	166	168	255	259
145	174	178	134	136	164	166	237	251	270	274	250	252	166	168	255	255
146	176	178	136	138	158	166	241	247	266	270	250	251	166	168	253	257
147	176	178	134	134	162	162	243	251	270	270	250	250	166	168	255	255
148	178	200	134	136	164	168	237	241	270	270	251	252	168	168	255	257
149	174	176	136	136	166	168	245	251	270	270	250	250	166	166	255	255
150	182	192	134	134	166	166	241	251	266	270	251	251	166	166	255	261
151	168	176	134	134	166	168	249	251	270	270	250	251	166	166	255	261
152	176	178	134	134	168	170	237	237	270	270	250	250	166	166	255	257
153	178	192	136	136	158	166	237	247	270	270	251	252	168	168	259	261
154	178	192	134	136	158	164	237	249	270	270	251	251	166	168	255	257
155	168	176	134	136	130	168	249	249	270	270	250	252	166	166	257	257
156	176	178	134	136	166	166	241	249	270	274	250	250	166	166	255	257
157	174	176	134	134	154	166	241	251	266	270	250	251	166	168	255	259
158	190	192	134	134	164	164	237	247	270	270	250	251	166	166	257	261
159	188	190	134	136	166	168	237	247	262	270	250	250	166	166	253	255
160	174	176	134	136	156	166	247	255	270	270	250	251	166	166	255	261
161	174	174	134	134	164	170	239	251	270	270	250	250	166	168	249	257
162	172	182	134	138	164	166	237	249	266	270	246	250	166	168	255	255
163	174	176	134	136	164	166	249	251	266	270	251	252	166	166	255	257
164	178	188	134	138	152	166	237	243	270	270	250	252	166	168	249	253
165	178	178	134	134	166	168	237	255	270	274	251	251	166	166	253	257
166	176	178	132	134	168	168	245	251	270	270	242	250	166	168	255	255
167	174	184	134	134	166	166	237	237	270	270	252	252	166	166	251	257
168	178	178	134	136	164	164	245	247	266	270	251	252	166	166	259	259
169	184	194	134	136	164	180	241	241	270	274	251	251	166	166	255	257
170	176	178	134	134	162	162	241	241	270	270	252	254	166	166	257	261
171	176	176	134	134	162	166	243	251	270	270	250	251	166	166	255	257
172	172	180	134	136	156	166	241	243	270	270	251	252	166	166	257	259
173	178	190	134	134	162	166	241	255	270	270	251	251	166	168	255	263
174	176	190	132	134	160	166	241	241	270	270	251	252	168	168	259	265
175	174	180	134	134	166	172	241	251	270	270	250	251	166	168	255	255
176	174	176	134	134	158	162	249	249	270	270	251	252	166	166	255	261
177	176	178	134	134	166	168	249	249	266	270	251	252	166	168	255	257
178	176	190	134	136	160	164	241	249	266	270	250	251	166	166	249	257
179	174	174	134	134	156	162	247	251	274	274	250	252	166	166	249	255
180	176	186	134	134	166	168	241	255	270	270	250	251	166	168	255	257
181	172	176	134	134	154	168	237	237	270	270	250	252	166	168	257	261
182	178	192	134	136	166	168	237	249	262	270	250	252	166	166	255	255
183	178	178	134	136	162	170	237	239	270	270	251	251	166	168	255	257
184	178	198	132	134	156	168	237	255	262	270	250	251	166	168	251	267
185	174	174	134	136	152	168	241	251	242	270	246	251	166	168	255	257
186	174	188	134	136	130	152	245	249	262	270	250	251	166	166	249	259
187	174	196	134	136	164	180	237	241	270	270	250	251	166	166	253	257

