State	Muts	LogL	Ne_Mean	Ne_SD	Na_Mean	Na_SD	Mu_Mean	Mu_SD	t_Mean	t_SD
8684	0.088496	-5263.517032	2.871616	1.276581	3.301449	0.506073	-2.655295	0.194461	3.704483	0.928237
8685	0.074468	-5083.649122	3.040312	1.127355	3.470145	0.487485	-2.82399	0.167304	3.873179	0.928237
8686	0.108911	-5434.49383	3.653333	1.265462	4.083166	0.514199	-3.437012	0.208547	4.464497	0.984279
8687	0.031579	-5872.999231	4.126158	1.265462	4.610164	0.5847	-3.926284	0.208547	4.949729	0.972904
8688	0.067961	-5388.471718	3.887615	1.265462	4.345426	0.474263	-3.661546	0.229945	4.684991	0.969554
8689	0.033708	-5623.786085	2.367317	1.265462	2.825128	0.486869	-2.141248	0.229945	3.164693	1.052749
8690	0.020408	-5634.472582	3.737293	1.265462	4.185699	0.486869	-3.511224	0.223599	4.534669	1.052749
8691	0.111111	-6071.823154	4.429507	1.209337	4.958856	0.528924	-4.284381	0.103357	5.314544	1.052749
8692	0.086022	-5718.989957	4.21503	1.209337	4.744379	0.428086	-3.992685	0.208133	5.100068	1.052749
8693	0.04902	-5439.825083	2.138262	1.209337	2.667611	0.400412	-1.915917	0.243148	3.0233	1.044004
8694	0.040404	-5545.006289	4.762435	1.209337	5.291784	0.405236	-4.54009	0.247234	5.657512	1.044004
8695	0.009434	-5339.017531	4.087675	1.209337	4.604742	0.405236	-3.86533	0.251381	4.982752	1.044004
8696	0.0625	-5318.276329	4.244258	1.209337	4.774106	0.435284	-4.021914	0.258619	5.139335	1.060781
8697	0.034483	-5193.691524	3.222915	1.18752	3.752762	0.391385	-3.00057	0.258619	4.117992	1.060781
8698	0.0625	-5332.322753	4.448369	1.206207	4.950728	0.371392	-4.226024	0.257286	5.343445	1.060781
8699	0.063063	-5034.461817	2.749228	0.959223	3.258198	0.238408	-2.533494	0.258567	3.650915	1.060781
8700	0.022989	-5020.885279	3.992926	0.959223	4.536477	0.238408	-3.777192	0.222012	4.894614	1.060781
8701	0.087912	-4743.495243	4.226087	0.924388	4.762431	0.240533	-4.010353	0.135504	5.127774	1.060781
