State	Muts	LogL	Ne_Mean	Ne_SD	Na_Mean	Na_SD	Mu_Mean	Mu_SD	t_Mean	t_SD
2360	0.329897	-3680.481505	3.252957	0.667762	4.753249	0.271466	-3.126025	0.285777	4.602846	0.005239
2361	0.390805	-3734.358019	3.163798	0.69153	4.644504	0.253867	-3.036866	0.328081	4.513688	0.086566
2362	0.186813	-3495.793983	3.757092	0.692855	5.237798	0.228323	-3.63016	0.371538	5.106982	0.233116
2363	0.242991	-3636.655951	3.103768	0.692855	4.749647	0.095464	-3.121063	0.307333	4.432711	0.24158
2364	0.247619	-3577.259501	4.237954	0.692855	5.737318	0.05961	-4.255249	0.247008	5.566897	0.437703
2365	0.234783	-3934.322319	2.467149	0.613001	4.082331	0.03826	-2.484444	0.246697	3.796092	0.370518
2366	0.37931	-3851.488107	5.030386	0.642121	6.577932	0.075396	-5.047681	0.100834	6.359329	0.308847
2367	0.339806	-3760.584506	4.205315	0.672616	5.752861	0.055948	-4.222609	0.127527	5.534258	0.15723
2368	0.3125	-3856.813694	4.223829	0.641995	5.771376	0.004361	-4.237422	0.112866	5.552772	0.201954
2369	0.352941	-4051.429076	3.342046	0.664448	5.074368	0.141266	-3.407663	0.143841	4.670989	0.082156
2370	0.316327	-3855.747817	3.967105	0.720365	5.76922	0.25134	-4.038525	0.113612	5.301851	0.112762
2371	0.220183	-4248.033807	2.536027	0.66418	4.110615	0.177523	-2.607446	0.152592	3.870773	0.083716
2372	0.247059	-4176.693051	3.201052	0.66418	4.948068	0.114909	-3.271704	0.181386	4.535798	0.129445
2373	0.304348	-4201.81254	4.619322	0.66418	6.35743	0.028193	-4.689975	0.188713	5.954068	0.086339
2374	0.228261	-4102.192515	2.460643	0.705136	4.19875	0.149407	-2.531295	0.230912	3.795388	0.160335
2375	0.25641	-4141.676906	1.774729	0.694192	3.397979	0.01923	-1.845381	0.230912	3.095382	0.150873
2376	0.321839	-3927.453435	2.097959	0.641339	3.683116	0.023695	-2.187496	0.177384	3.428006	0.256317
2377	0.34	-3891.059444	2.75375	0.641339	4.338907	0.091831	-2.889559	0.145462	4.083797	0.17157
2378	0.4375	-3834.713383	3.57603	0.642096	5.161187	0.145353	-3.711839	0.157915	4.906077	0.138854
2379	0.422414	-3639.844234	2.74655	0.674739	4.331707	0.157603	-2.882359	0.154111	4.130854	0.208686
2380	0.369565	-4007.678596	3.361931	0.638762	5.084084	0.301222	-3.49774	0.153121	4.746234	0.169722
2381	0.333333	-3788.798182	2.716993	0.616485	4.30358	0.289224	-2.810439	0.166438	4.101297	0.226668
2382	0.375	-3676.078752	4.607175	0.616485	6.193761	0.073038	-4.70062	0.160195	5.991478	0.294627
2383	0.368932	-3629.140454	5.638158	0.616485	7.191552	0.219483	-5.731604	0.169336	7.022462	0.234709
2384	0.349057	-3763.521666	4.1409	0.616485	5.729062	0.404637	-4.234346	0.197391	5.525204	0.169282
2385	0.215054	-3535.307754	4.192878	0.601582	5.829421	0.466801	-4.286324	0.199555	5.577182	0.251904
2386	0.348837	-3711.524458	3.77959	0.646873	5.522395	0.422086	-3.896417	0.241765	5.062503	0.1303
2387	0.333333	-3881.658732	2.765245	0.637814	4.473634	0.449305	-2.882072	0.201709	4.048158	0.033786
2388	0.26	-3760.298122	2.0361	0.491106	3.744489	0.424154	-2.15554	0.250286	3.321626	0.091603
2389	0.360656	-3777.599876	1.561431	0.617283	3.222619	0.361328	-1.676339	0.143292	2.846957	0.06226
2390	0.236559	-3925.834912	1.440068	0.594335	3.101257	0.241113	-1.564207	0.168535	2.734824	0.022732
