1 0.527473 -2892.562531 3.504422 0.450310 3.618450 0.928752 -3.037730 0.356722 3.743863 0.219353
2 0.354839 -3234.022940 2.666206 0.685370 2.780234 1.162149 -2.211036 0.394588 2.905646 0.230698
3 0.340426 -3089.879523 4.371562 0.659397 4.482234 1.168691 -3.913036 0.463923 4.607646 0.100974
4 0.322581 -2893.856440 3.726623 0.441657 3.837295 1.009896 -3.268097 0.504363 3.972497 1.316065
5 0.247525 -3076.634273 2.428632 0.439314 2.539304 0.586205 -1.970106 0.504363 2.674506 1.074651
6 0.192308 -2828.745771 3.721672 0.443117 3.862790 0.865821 -3.267992 0.512242 3.969627 1.077176
7 0.273684 -3030.951581 3.912036 0.396784 4.116848 1.024115 -3.488068 0.457542 4.126010 0.896466
8 0.151786 -3344.008330 3.231858 0.420298 3.469026 0.987392 -2.840247 0.493829 3.397762 0.846261
9 0.333333 -3088.106840 4.286354 0.294018 4.528607 0.832726 -3.876851 0.348133 4.432414 0.331445
10 0.287234 -3321.827645 3.683249 0.409223 3.925501 0.758378 -3.273746 0.289807 3.829309 0.534490
11 0.250000 -3125.764883 2.763175 0.319380 3.005427 1.071992 -2.256630 0.222209 2.920200 0.341465
12 0.305556 -3149.144070 3.958536 0.176610 4.205191 0.509789 -3.492975 0.189670 4.115560 0.244523
13 0.275510 -3329.859593 3.977037 0.259388 4.173586 0.544437 -3.461370 0.141711 4.134062 0.298637
14 0.223214 -3281.476952 4.334785 0.263474 4.564340 0.760711 -3.849671 0.170789 4.522363 0.591262
15 0.253012 -3333.691314 3.115596 0.179483 3.387305 0.741619 -2.672636 0.159073 3.283446 0.335611
16 0.448276 -3359.898283 4.255998 0.117539 4.527706 0.662711 -3.813038 0.065213 4.423848 0.403265
17 0.412371 -3421.618205 2.842113 0.202890 3.085483 0.601119 -2.431791 0.043758 3.042601 0.768027
18 0.395062 -3183.137256 2.908313 0.150459 3.100431 0.767508 -2.445651 0.110935 3.108801 0.111801
19 0.321839 -3218.024723 3.560950 0.156489 3.779421 0.765973 -3.132954 0.114285 3.761438 0.097182
20 0.245098 -3283.374522 3.662652 0.196277 3.907208 0.730998 -3.280940 0.129055 3.889225 0.226497
21 0.355556 -3410.022702 2.509504 0.152020 2.754059 0.803712 -2.164960 0.149296 2.736076 0.243177
22 0.337209 -3400.829077 1.963771 0.125150 2.262209 0.805609 -1.673110 0.136948 2.190343 0.311664
23 0.293578 -3516.284543 2.368609 0.179423 2.680121 0.635160 -2.078767 0.140774 2.596000 0.187026
24 0.333333 -3299.407892 3.024019 0.112677 3.176286 0.651704 -2.630244 0.219221 2.948783 0.289703
25 0.288462 -3292.863630 3.880998 0.042671 4.033266 0.604851 -3.480385 0.174095 3.805762 0.262717
26 0.400000 -3308.919542 4.318576 0.059950 4.530567 0.388912 -3.942145 0.176299 4.252925 0.301239
27 0.427083 -3091.954456 5.562142 0.191020 5.774134 0.419032 -5.185712 0.180495 5.496492 0.169284
28 0.326316 -3257.448536 4.673737 0.242334 4.885728 0.491057 -4.297306 0.165520 4.608087 0.336277
29 0.250000 -3244.096848 3.661305 0.040662 3.833048 0.436918 -3.283272 0.181312 3.595655 0.315763
30 0.389474 -2970.981512 4.501358 0.021134 4.560010 0.572148 -4.061738 0.182407 4.374122 0.410401
31 0.326923 -2955.711718 3.967931 0.015729 4.099101 0.557005 -3.528311 0.176305 3.840695 0.421326
32 0.340426 -3123.512362 4.622390 0.036919 4.797477 0.611545 -4.182770 0.134117 4.495153 0.495024
33 0.336364 -3354.898220 4.879103 0.096143 5.054190 0.601304 -4.435974 0.177095 4.751867 0.212751
34 0.330357 -3175.063567 4.460688 0.085089 4.635774 0.583731 -4.017558 0.173620 4.333451 0.257624
35 0.324324 -3205.079600 4.550428 0.112092 4.660585 0.660270 -4.066343 0.210488 4.515903 0.252721
36 0.258427 -3355.760856 2.721828 0.166613 2.831985 0.544121 -2.237743 0.248623 2.687303 0.200803
37 0.340426 -3183.321009 2.382478 0.144153 2.470882 0.531357 -1.845139 0.187910 2.347953 0.034156
38 0.325000 -3265.882968 3.243873 0.182065 3.313446 0.649008 -2.687703 0.213983 3.190517 0.260524
39 0.284091 -3029.427503 4.831555 0.112569 4.901129 0.638451 -4.275385 0.195206 4.778199 0.283357
