1 0.309091 -2190.827788 4.530986 0.887344 4.096319 2.101618 -3.713083 0.151719 4.493083 0.603270
2 0.247863 -2694.089757 5.795162 1.249496 5.673179 1.354000 -4.977259 0.153664 5.757259 1.268115
3 0.282051 -2461.512132 3.661559 0.916981 3.615482 0.908843 -2.843657 0.180355 2.815758 0.711736
4 0.394231 -2701.094789 3.108852 0.362097 3.062775 0.934536 -2.291649 0.144435 2.263051 0.195778
5 0.282353 -2966.455631 1.692195 0.749202 1.699520 1.192390 -0.928395 0.135641 1.013865 0.626339
6 0.250000 -3732.235695 3.926209 0.488016 4.026903 0.954546 -3.272580 0.142373 3.358051 0.311065
7 0.232323 -3552.591630 4.435692 0.467679 4.536386 0.862219 -3.790632 0.115264 3.867534 0.890909
8 0.193182 -3764.590130 2.837090 0.463106 2.986892 0.900108 -2.241139 0.135947 2.268932 0.660152
9 0.244186 -4035.954760 2.638189 0.377977 2.821108 0.853102 -2.042238 0.054143 2.070031 0.769467
10 0.281250 -3762.989536 5.312463 0.493826 5.455575 0.787167 -4.650504 0.081847 4.678297 0.551696
11 0.245283 -3679.417242 3.167799 0.577036 3.310911 1.096043 -2.505840 0.063547 2.533633 0.687316
12 0.192982 -4074.076298 5.849779 0.619240 6.007973 0.910451 -5.210368 0.139411 5.215613 0.532860
13 0.265823 -3867.243976 2.826839 0.461300 3.032128 0.910451 -2.234524 0.099443 2.192673 0.666527
14 0.122449 -3886.012898 1.895407 0.610472 2.115695 0.910451 -1.318090 0.133542 1.276239 0.754130
15 0.182796 -3426.570568 2.988793 0.702321 3.156305 0.963893 -2.358700 0.188858 2.369626 0.816585
16 0.109091 -3656.296949 4.265199 0.744008 4.432711 0.859037 -3.635106 0.182096 3.646592 0.816585
17 0.083333 -3917.404614 3.674358 0.782839 3.841870 0.859037 -3.044265 0.185747 3.055751 0.749476
18 0.114943 -4258.311877 5.170206 0.734109 5.449249 0.844826 -4.540113 0.155877 4.551599 0.841289
19 0.020202 -4390.682929 3.109595 0.734109 3.388637 0.844826 -2.479502 0.173024 2.747082 0.847545
20 0.108108 -4343.748454 3.079260 0.621598 3.362504 0.939460 -2.449167 0.175323 2.716747 0.610114
21 0.095652 -4175.640152 2.913251 0.668706 3.188578 0.958233 -2.283157 0.148384 2.550738 0.580360
22 0.097561 -4093.070056 2.778332 0.669791 3.053660 0.938826 -2.148239 0.122728 2.415820 0.577707
23 0.137615 -3662.086970 2.929722 0.581111 3.139633 1.036897 -2.229662 0.134882 2.497242 0.585951
24 0.088889 -4009.218233 2.903886 0.641361 3.140285 1.127090 -2.261516 0.168877 2.471407 0.585951
25 0.147368 -4060.170500 2.774072 0.619353 3.010471 1.127090 -2.139207 0.097437 2.349098 0.600031
26 0.138889 -3466.648642 3.761104 0.535578 3.997503 1.258047 -3.154842 0.097719 3.392606 0.660888
27 0.142857 -3444.901209 2.800051 0.535578 3.109865 1.240458 -2.184261 0.173136 2.422025 0.730081
28 0.190909 -3749.839291 4.198581 0.497302 4.508395 1.037588 -3.593897 0.149325 3.843661 0.588033
29 0.213592 -3525.164561 5.611796 0.435279 5.921610 1.301563 -5.007112 0.147331 5.256876 0.678945
30 0.121951 -3903.869873 5.511777 0.451481 5.821591 1.148273 -4.915473 0.132079 5.156857 0.572716
31 0.104651 -3691.888760 6.013137 0.362776 6.361421 1.148273 -5.455303 0.089120 5.691746 0.642736
32 0.066038 -3379.347821 3.317638 0.362776 3.615285 1.133682 -2.709166 0.121451 2.945610 0.717956
33 0.085470 -2681.065811 3.643650 0.362776 3.935612 1.304032 -3.035177 0.060120 3.271621 0.717956
34 0.217391 -3431.413133 3.355301 0.407401 3.647263 1.102274 -2.751456 0.086033 2.987899 0.743454
35 0.134021 -3335.071521 5.041567 0.372575 5.333529 1.189113 -4.437722 0.129063 4.674165 0.743454
36 0.125000 -3419.335678 4.653510 0.403812 4.973048 1.170394 -4.077241 0.068156 4.286109 0.804197
37 0.214286 -3588.862153 3.622462 0.363928 3.942000 1.144020 -3.068429 0.060965 3.255061 0.657987
38 0.138614 -3513.641748 3.109400 0.365674 3.428938 1.093466 -2.555367 0.109574 2.741999 0.558884
39 0.166667 -3528.944443 4.926966 0.422192 5.246504 1.161309 -4.372932 0.123857 4.559564 0.586133
40 0.144144 -3649.764893 3.338152 0.433393 3.657690 1.147454 -2.784119 0.141332 2.970751 0.594485
41 0.130000 -3757.703683 4.837948 0.330197 5.157486 0.987329 -4.283915 0.283818 4.470547 0.470204
42 0.112245 -3531.939192 3.663574 0.377469 3.983111 0.987329 -3.091622 0.228501 3.278254 0.476192
43 0.188679 -3751.761617 3.724334 0.349210 4.101666 0.879847 -3.225838 0.216056 3.412470 0.275593
44 0.118280 -3782.430196 4.392964 0.349210 4.785759 1.022917 -3.896593 0.218958 4.081100 0.502585
45 0.137255 -3760.493834 3.629269 0.338102 4.022064 1.109079 -3.132898 0.218958 3.317405 0.539807
46 0.144737 -3668.346544 3.680349 0.342370 4.060221 1.034792 -3.180344 0.272417 3.368485 0.438566
