0 0.003110 0.147910
1 0.101720 0.417068
2 0.085659 0.504028
3 0.103100 0.412940
4 0.103950 0.413027
5 0.086689 0.485118
6 0.081658 0.515493
7 0.000000 -1.000000
8 0.000000 -1.000000
9 0.000000 -1.000000
10 0.000000 -1.000000
11 0.000000 -1.000000
12 0.208341 0.987759
13 0.000000 -1.000000
14 0.000000 -1.000000
15 0.000000 -1.000000
16 0.206081 0.992624
17 0.000000 -1.000000
18 0.000000 -1.000000
19 0.000000 -1.000000
20 0.000930 0.096774
21 0.000830 0.096386
22 0.003800 0.652632
23 0.001090 0.302752
24 0.000890 0.157303
25 0.000970 0.309278
26 0.010181 0.520629
27 0.000000 -1.000000
28 0.000000 -1.000000
29 0.001000 0.120000
