0 0.003160 0.129747
1 0.105961 0.392921
2 0.082318 0.509659
3 0.106951 0.358425
4 0.106531 0.344630
5 0.074337 0.509485
6 0.074147 0.491503
7 0.000000 -1.000000
8 0.000000 -1.000000
9 0.000000 -1.000000
10 0.000000 -1.000000
11 0.000000 -1.000000
12 0.213151 0.987801
13 0.000000 -1.000000
14 0.000000 -1.000000
15 0.000000 -1.000000
16 0.212451 0.991762
17 0.000000 -1.000000
18 0.000000 -1.000000
19 0.000000 -1.000000
20 0.001020 0.205882
21 0.001050 0.142857
22 0.004160 0.709135
23 0.001060 0.245283
24 0.000870 0.264368
25 0.001170 0.213675
26 0.010601 0.642453
27 0.000000 -1.000000
28 0.000000 -1.000000
29 0.001060 0.132075
