1 0.436893 -2371.150874 4.224988 0.181192 3.777942 0.728293 -3.527762 0.599547 4.935304 0.181395
2 0.518182 -2583.717254 3.219707 0.123908 3.265818 0.223746 -2.589490 0.446304 3.930023 0.996105
3 0.627907 -2604.879291 3.976831 0.051498 4.949524 0.655694 -3.398476 0.634751 6.583223 0.467734
4 0.631068 -2751.887524 3.768847 0.023775 4.473527 0.315840 -3.282589 0.728993 6.332747 0.452095
5 0.626263 -2865.057292 3.919287 0.079319 4.399752 0.124552 -3.456436 0.473853 4.932901 0.102026
6 0.540230 -2658.510212 3.119732 0.019269 3.332063 0.065774 -2.586281 0.423685 3.374752 0.648623
7 0.545455 -2698.164735 4.158060 0.028311 4.386678 0.135296 -3.691275 0.432737 4.413080 0.774558
8 0.574074 -2947.688255 4.277098 0.004970 4.514082 0.034143 -3.818679 0.372981 4.780362 0.284035
9 0.568807 -2875.818066 3.896607 0.003638 4.139205 0.009292 -3.399327 0.422122 4.332827 0.301087
10 0.527273 -2791.213618 3.422747 0.021521 3.665345 0.110526 -2.925466 0.568879 3.826069 0.957268
11 0.529412 -2581.236281 2.164666 0.025299 2.407264 0.091696 -1.728964 0.485277 2.629567 0.250123
12 0.444444 -2787.411249 2.733493 0.122589 2.976091 0.234619 -2.305954 0.559067 3.236370 0.086440
13 0.539326 -2938.466123 4.581844 0.043887 4.824442 0.442523 -4.154305 0.431228 4.831183 0.074894
14 0.489130 -3054.942897 3.515753 0.069101 3.797627 0.440258 -3.126509 0.421209 3.765092 0.130331
15 0.378641 -3013.196804 2.285553 0.085574 2.563107 0.301845 -1.891990 0.410354 2.530573 0.253012
16 0.293478 -2931.986496 3.492289 0.095464 3.745925 0.307188 -3.098726 0.410354 3.707371 0.653238
17 0.556818 -2972.109174 2.972868 0.079067 3.235163 0.111300 -2.508593 0.404699 3.187949 0.466026
18 0.570093 -2937.557835 2.746539 0.132011 2.917492 0.256611 -2.318547 0.302986 2.999136 0.237930
19 0.348214 -2681.098193 3.611766 0.182095 3.782719 0.359511 -3.183775 0.344584 3.864363 0.773484
20 0.215054 -2586.987440 3.522891 0.200675 3.676122 0.506378 -3.077177 0.316547 3.775487 0.861621
21 0.261682 -2832.191939 4.081514 0.145162 4.274889 0.394937 -3.645477 0.416669 4.343787 0.853313
22 0.166667 -3039.787893 2.822055 0.170411 3.015430 0.385093 -2.430499 0.391288 3.128809 0.952547
23 0.279570 -2943.674359 2.882718 0.182012 3.076092 0.453174 -2.491161 0.383813 3.189471 0.600386
24 0.322581 -2995.368546 3.816332 0.152235 4.080915 0.353996 -3.424775 0.294725 4.123086 0.594194
25 0.252336 -2827.470628 4.267528 0.147725 4.532111 0.546605 -3.925836 0.481584 4.574282 1.161562
26 0.220183 -3061.703698 4.030623 0.228016 4.333375 0.362101 -3.727100 0.375273 4.375546 0.742735
27 0.220000 -3471.800494 4.539146 0.183805 4.945286 0.441403 -4.235623 0.376067 4.884069 0.674188
28 0.258621 -3077.877101 3.500453 0.180321 3.926330 0.865738 -3.210773 0.242471 3.865113 0.752553
29 0.238095 -3270.703092 1.927585 0.309019 2.366105 0.765264 -1.637905 0.202878 2.118360 0.556859
30 0.307692 -2948.918363 3.354012 0.169522 3.722273 0.559379 -3.019015 0.184115 3.544788 0.479500
31 0.163043 -3242.093686 3.916387 0.154588 4.321616 0.679223 -3.618358 0.199554 4.144131 0.383129
32 0.225225 -3507.868354 3.701335 0.230930 4.219447 0.448210 -3.545587 0.190663 3.929078 0.448323
