scenario      Ne              t             Na           µmic_1        pmic_1        snimic_1    
   1           2458           6300          12839       5.590e-4       2.988e-1       2.850e-7
   1           3478          10078          12241       8.419e-4       3.000e-1       4.771e-6
   1           3669           7010           6254       9.721e-4       2.773e-1       9.464e-8
   1           3739           8654           3879       6.081e-4       3.000e-1       9.222e-8
   1           4737           4243          16690       4.286e-4       2.935e-1       1.464e-6
   1           3633           6408           5771       6.530e-4       2.463e-1       2.270e-6
   1           4760          13690           1109       9.150e-4       3.000e-1       2.758e-7
   1           4332          10173            729       5.764e-4       2.573e-1       2.084e-6
   1           4151          12971           8165       6.437e-4       1.446e-1       1.151e-7
   1           4210          11249          14842       5.589e-4       2.750e-1       8.491e-6
   1           3816           2918          16032       1.000e-3       3.000e-1       8.837e-7
   1           5747           9644           4625       3.314e-4       2.984e-1       5.450e-7
   1           4366          13589           9105       5.427e-4       2.932e-1       2.008e-6
   1           4700           8293           8596       3.519e-4       2.627e-1       1.419e-6
   1           3916           3820           5477       2.944e-4       2.827e-1       2.706e-8
   1           5343           2367          15417       3.998e-4       2.760e-1       6.649e-6
   1           3693          14591           6519       6.976e-4       2.859e-1       3.812e-7
   1           4899          12498           2558       7.607e-4       2.974e-1       1.318e-7
   1           4052          12442          12223       7.674e-4       2.880e-1       1.128e-7
   1           3160           5850          12739       6.206e-4       2.817e-1       1.545e-8
   1           4623           9071          13654       6.931e-4       3.000e-1       2.013e-8
   1           5452           8458          11199       4.451e-4       2.896e-1       7.491e-8
   1           4815           6425          10291       6.352e-4       2.343e-1       2.589e-6
   1           3264           7066           2780       9.506e-4       2.788e-1       1.786e-6
   1           2824          10882          10550       8.924e-4       3.000e-1       3.117e-8
   1           5444           9881           6767       6.383e-4       2.496e-1       2.957e-6
   1           4961          14305          12196       2.418e-4       2.854e-1       4.685e-8
   1           4666           7712           3684       7.549e-4       2.700e-1       1.279e-8
   1           2808           9329           6795       8.650e-4       2.979e-1       1.974e-6
   1           4451          15175           4296       4.620e-4       3.000e-1       1.184e-7
   1           4028          19478          20325       8.241e-4       2.871e-1       3.838e-7
   1           4235          11333           5846       9.419e-4       3.000e-1       4.353e-7
   1           4194          11680           8130       7.943e-4       2.972e-1       2.364e-6
   1           2566          13585           5251       5.832e-4       2.925e-1       1.123e-6
   1           3634           7414          16905       9.467e-4       1.570e-1       3.416e-8
   1           2625          17290            747       8.408e-4       2.892e-1       7.121e-8
   1           5022          13851           6677       2.962e-4       2.966e-1       2.532e-8
   1           3285           4114           3930       5.251e-4       2.591e-1       7.536e-7
   1           3048           6135           5487       6.159e-4       2.994e-1       3.962e-6
   1           5445           6786          11708       1.839e-4       3.000e-1       3.369e-6
   1           6683          17944          12913       3.038e-4       2.827e-1       2.367e-7
   1           3371          17903           4129       4.797e-4       2.703e-1       9.190e-6
   1           5625          12830            966       4.995e-4       3.000e-1       3.987e-7
   1           5863           9878           8127       5.041e-4       2.032e-1       3.647e-6
   1           4467          14459           5986       7.305e-4       2.028e-1       5.233e-8
   1           4631           8953          13048       5.302e-4       2.952e-1       3.111e-6
   1           3648          19434          14567       5.374e-4       2.956e-1       6.976e-7
   1           4606          12542           6234       8.842e-4       3.000e-1       1.890e-6
   1           4908          15361            739       5.245e-4       2.319e-1       2.006e-7
   1           4756          11646          10526       3.018e-4       2.661e-1       1.100e-8
   1           4556          10744           9089       3.375e-4       3.000e-1       4.001e-7
