scenario   Ne/Mean(N)      t/Mean(N)       Na/Mean(N)   
   1           1.000           1.135        7.901e-1
   1           1.000           4.890        6.614e-1
   1           1.000           1.338        7.818e-1
   1           1.000           3.377        8.453e-1
   1           1.000           3.560           1.475
   1           1.000           1.084        4.656e-1
   1           1.000           7.571           2.170
   1           1.000           3.071           1.498
   1           1.000           1.366           1.314
   1           1.000           2.337           1.160
   1           1.000           2.725           1.207
   1           1.000           1.267        5.248e-1
   1           1.000           6.037           2.187
   1           1.000           4.366           3.205
   1           1.000           9.978           6.232
   1           1.000           9.297           1.658
   1           1.000           2.593           2.064
   1           1.000           2.112           1.321
   1           1.000           2.686           1.674
   1           1.000           2.251        8.867e-1
   1           1.000           5.712           3.642
   1           1.000           1.493        6.472e-1
   1           1.000           5.586        7.382e-1
   1           1.000           3.582           3.775
   1           1.000           3.033        7.525e-1
   1           1.000           2.489           2.524
   1           1.000           2.722        6.769e-1
   1           1.000           5.034           1.372
   1           1.000           2.689           2.994
   1           1.000           3.461           1.773
   1           1.000           3.890           1.018
   1           1.000           1.494        8.569e-1
   1           1.000           3.827           2.706
   1           1.000           2.692           1.611
   1           1.000           1.205           1.554
   1           1.000           1.743        5.286e-1
   1           1.000           2.254           2.152
   1           1.000        6.835e-1        7.082e-1
   1           1.000           5.016           3.001
   1           1.000           4.565           1.684
   1           1.000           3.793           1.398
   1           1.000           3.658           3.680
   1           1.000           2.059           2.480
   1           1.000           1.050        3.296e-1
   1           1.000           2.493           1.011
   1           1.000           2.478           1.055
   1           1.000           3.841        9.282e-2
   1           1.000           2.144           1.728
   1           1.000           3.101        9.314e-1
   1           1.000           5.863           1.506
   1           1.000           3.064           1.796
   1           1.000        9.962e-1           1.178
   1           1.000           2.531           1.031
   1           1.000           2.898        5.124e-1
   1           1.000           2.253           1.915
   1           1.000           1.554        5.527e-1
   1           1.000           2.640           2.731
   1           1.000           1.008           2.432
   1           1.000           5.735           1.788
   1           1.000        3.309e-1        8.967e-1
   1           1.000           5.959           2.979
   1           1.000           3.052           1.211
   1           1.000           3.297           2.084
   1           1.000           2.967        3.996e-1
   1           1.000           2.027           2.802
   1           1.000           2.368        7.097e-1
   1           1.000           2.415        7.519e-1
   1           1.000           3.958           2.032
   1           1.000           1.879        6.600e-1
   1           1.000           1.625        6.530e-1
   1           1.000           9.702        5.448e-1
   1           1.000           1.725        1.769e-1
   1           1.000           3.274           1.691
   1           1.000           3.457           1.415
   1           1.000           2.861        2.688e-1
   1           1.000        8.175e-1           1.332
   1           1.000           2.780           3.629
   1           1.000        5.008e-1           4.710
   1           1.000           5.096           1.679
   1           1.000           1.885           3.061
   1           1.000           2.305           2.352
   1           1.000           1.837           1.645
   1           1.000           4.913           1.278
   1           1.000           5.059        3.546e-1
   1           1.000           1.308        3.827e-1
   1           1.000           3.901        2.740e-1
   1           1.000           2.259           2.373
   1           1.000           2.248        9.975e-1
   1           1.000           3.058           1.912
   1           1.000           4.798           2.274
   1           1.000           4.867        1.921e-1
   1           1.000           3.061        7.874e-1
   1           1.000        8.681e-1        7.054e-1
   1           1.000           3.552           1.359
   1           1.000           2.265        7.958e-1
   1           1.000           5.681        5.438e-1
   1           1.000           2.502        2.115e-1
   1           1.000        4.362e-1           1.682
   1           1.000           4.494        6.917e-1
   1           1.000           3.127        9.969e-1
   1           1.000           2.019           1.158
   1           1.000           1.413           1.125
   1           1.000           1.616           1.505
   1           1.000           1.101           2.589
   1           1.000           7.789           2.808
   1           1.000           2.393           2.778
   1           1.000           3.125        7.099e-1
   1           1.000           4.934        5.639e-1
   1           1.000           3.404        6.515e-1
   1           1.000           1.377        7.095e-1
   1           1.000           1.614        1.781e-1
   1           1.000           4.353        4.801e-1
   1           1.000           1.482        3.966e-1
   1           1.000           1.947        6.074e-1
   1           1.000           3.162        8.240e-1
   1           1.000           3.494           2.549
   1           1.000           2.573           1.042
   1           1.000           1.262           1.616
   1           1.000           2.887        7.048e-1
   1           1.000           3.018        6.084e-1
   1           1.000           7.602           1.301
   1           1.000           3.248        6.813e-1
   1           1.000           1.601        5.464e-1
   1           1.000           2.429           1.629
   1           1.000           1.466        3.007e-1
   1           1.000           3.165        5.915e-1
   1           1.000           2.004           1.334
   1           1.000           1.826        6.113e-1
   1           1.000           2.575           1.347
   1           1.000           3.847           2.335
   1           1.000           1.384           2.830
   1           1.000           3.430           1.360
   1           1.000           1.543           4.979
   1           1.000           2.436           2.297
   1           1.000           1.981           1.254
   1           1.000           2.485        7.608e-1
   1           1.000           1.295        6.953e-1
   1           1.000           2.024           2.341
   1           1.000        8.081e-1        5.426e-2
   1           1.000           4.383           1.706
   1           1.000           3.145        9.757e-1
   1           1.000        9.098e-1        8.922e-1
   1           1.000        6.439e-1        3.480e-1
   1           1.000           1.773        1.924e-1
   1           1.000           3.896           2.363
   1           1.000           2.618        8.795e-1
   1           1.000           1.520        1.952e-1
   1           1.000           3.671           1.801
   1           1.000           5.041           1.357
   1           1.000           1.304        6.310e-1
   1           1.000        3.204e-1           1.349
   1           1.000           3.152           1.594
   1           1.000           4.454           3.179
   1           1.000           3.511           3.181
   1           1.000           2.514        6.971e-1
   1           1.000           4.923           2.171
   1           1.000           1.912        1.916e-1
   1           1.000           2.676           2.190
   1           1.000           3.528           1.249
   1           1.000           3.585        3.063e-1
   1           1.000           8.021           6.104
   1           1.000           2.483           1.132
   1           1.000           4.939        9.630e-1
   1           1.000           1.398           1.701
   1           1.000           6.495           1.161
   1           1.000           2.487        2.854e-1
   1           1.000        6.578e-1        4.549e-1
   1           1.000           1.898           1.663
   1           1.000           1.891           1.436
   1           1.000           5.225           3.173
   1           1.000           2.932           1.589
   1           1.000           5.133           1.537
   1           1.000           4.747        5.508e-1
   1           1.000           2.472           1.370
   1           1.000           3.636           1.629
   1           1.000           2.921           1.566
   1           1.000           1.784           1.807
   1           1.000           2.531        5.841e-1
   1           1.000           2.497           1.332
   1           1.000           4.337           1.163
   1           1.000           1.385        7.522e-1
   1           1.000          10.180          11.629
   1           1.000           2.610           2.009
   1           1.000           2.773           1.756
   1           1.000           1.950        5.065e-1
   1           1.000           1.939           1.797
   1           1.000           3.377           2.022
   1           1.000           3.297           1.822
   1           1.000           2.812        2.653e-1
   1           1.000           4.871        6.272e-1
   1           1.000           4.691           1.483
   1           1.000           1.224        3.533e-1
   1           1.000           4.321           2.861
   1           1.000           1.349        9.409e-1
   1           1.000           3.156        4.136e-1
   1           1.000           4.648           3.680
   1           1.000        7.860e-1           1.026
   1           1.000           2.684           1.867
   1           1.000           1.815        6.461e-1
   1           1.000           1.487           1.010
   1           1.000           1.756        9.670e-1
   1           1.000           2.898           2.683
   1           1.000           1.668        3.150e-1
   1           1.000           5.880        7.931e-1
   1           1.000           2.351        3.740e-1
   1           1.000           3.992        5.085e-1
   1           1.000           2.298           1.511
   1           1.000           1.533           1.006
   1           1.000           4.816        3.101e-1
   1           1.000           3.327        7.766e-1
   1           1.000           2.599           2.376
   1           1.000           2.118           1.041
   1           1.000           1.876           2.113
   1           1.000           3.860           2.095
   1           1.000           2.693        5.758e-1
   1           1.000           4.530        6.379e-1
   1           1.000        6.043e-1           2.447
   1           1.000           2.723        9.831e-1
   1           1.000           1.416        6.158e-1
   1           1.000           5.316           3.895
   1           1.000           5.052        8.403e-1
   1           1.000           1.808        8.433e-1
   1           1.000           2.393           2.465
   1           1.000           3.242           3.964
   1           1.000           1.588        4.580e-1
   1           1.000           2.674        5.983e-1
   1           1.000        8.732e-1        9.636e-1
   1           1.000           2.114        6.727e-1
   1           1.000           2.589           1.665
   1           1.000           1.471        7.113e-1
   1           1.000           2.735           1.921
   1           1.000           1.869           1.355
   1           1.000           5.194           1.016
   1           1.000           2.518           1.546
   1           1.000           3.903        7.254e-2
   1           1.000           2.052           1.026
   1           1.000           1.674        9.251e-1
   1           1.000           3.062           1.698
   1           1.000           2.873           3.116
   1           1.000           2.647           2.966
   1           1.000           3.798        4.447e-1
   1           1.000           4.385        8.370e-1
   1           1.000           1.987           1.433
   1           1.000           3.475           2.646
   1           1.000        9.420e-1        4.433e-1
   1           1.000           5.046           1.532
   1           1.000           1.214           1.246
   1           1.000           2.153        4.574e-1
   1           1.000           1.945        7.271e-1
   1           1.000           1.608           1.794
   1           1.000           2.404           3.385
   1           1.000           2.242           1.579
   1           1.000           2.953           1.433
   1           1.000        9.140e-1        2.830e-1
   1           1.000           1.442           2.655
   1           1.000           2.474        3.089e-1
   1           1.000           5.399        3.239e-1
   1           1.000           2.658           1.550
   1           1.000           3.835           1.320
   1           1.000           1.795        7.411e-1
   1           1.000           2.794           1.420
   1           1.000           2.760           1.497
   1           1.000           2.290           1.585
   1           1.000           3.394        6.870e-1
   1           1.000           2.268        8.165e-1
   1           1.000           2.810           1.569
   1           1.000           2.119           1.303
   1           1.000           1.225        9.219e-1
   1           1.000           5.069           1.983
   1           1.000           1.875        9.348e-1
   1           1.000           2.096        6.106e-1
   1           1.000           2.445        6.261e-1
   1           1.000           3.021        1.752e-2
   1           1.000        1.028e-1           1.589
   1           1.000           3.284           1.474
   1           1.000           1.658        6.304e-1
   1           1.000           1.679           1.578
   1           1.000           2.380           1.716
   1           1.000           7.383        6.207e-1
   1           1.000           2.868           1.814
   1           1.000           5.875           3.297
   1           1.000        9.580e-1           1.450
   1           1.000           4.543           2.056
   1           1.000           2.056        5.228e-1
   1           1.000           1.242        9.067e-1
   1           1.000           8.725           7.943
   1           1.000           2.724           1.355
   1           1.000           2.874        3.750e-1
   1           1.000           1.738        6.349e-1
   1           1.000           2.398           1.040
   1           1.000           7.164           4.107
   1           1.000           1.368           1.063
   1           1.000           2.141           1.086
   1           1.000           3.271        5.152e-1
   1           1.000           3.567        7.560e-1
   1           1.000           2.835           1.314
   1           1.000           5.246           1.570
   1           1.000           1.678        1.579e-1
   1           1.000           1.536           1.056
   1           1.000           3.893           2.143
   1           1.000           1.774           1.690
   1           1.000           3.334        3.427e-1
   1           1.000           1.955        9.178e-1
   1           1.000           1.262        9.920e-1
   1           1.000           1.557        1.328e-1
   1           1.000           4.381           1.935
   1           1.000           3.609        9.665e-1
   1           1.000           1.385           1.270
   1           1.000           1.121        9.660e-1
   1           1.000           1.956           1.350
   1           1.000           3.084           1.468
   1           1.000           2.760           2.655
   1           1.000           3.197           2.778
   1           1.000           2.509        6.304e-1
   1           1.000           2.971           1.007
   1           1.000           4.027        9.147e-1
   1           1.000           2.797        7.954e-1
   1           1.000           2.178           1.432
   1           1.000           2.335           1.291
   1           1.000        5.942e-1        5.939e-2
   1           1.000           1.889           1.443
   1           1.000           4.874           1.155
   1           1.000           3.507           1.246
   1           1.000           2.793           1.197
   1           1.000           3.180           3.941
   1           1.000           1.259           1.094
   1           1.000           2.300        5.941e-1
   1           1.000           2.425           1.676
   1           1.000           3.063        3.142e-1
   1           1.000           5.987           1.520
   1           1.000           1.410           4.487
   1           1.000           3.205        4.580e-1
   1           1.000           4.147        8.485e-1
   1           1.000           6.652           3.336
   1           1.000           4.170           2.147
   1           1.000           3.393        1.069e-1
   1           1.000           3.386        5.922e-1
   1           1.000           1.318        1.428e-1
   1           1.000           2.641           1.414
   1           1.000           2.509           2.651
   1           1.000           1.201        8.522e-1
   1           1.000           6.160           2.158
   1           1.000           3.372           2.405
   1           1.000           2.445        4.545e-1
   1           1.000        3.970e-1        3.910e-1
   1           1.000        7.197e-1           1.069
   1           1.000           2.777           1.335
   1           1.000           3.259           1.299
   1           1.000           2.106           1.901
   1           1.000        8.899e-1           1.047
   1           1.000           1.609           2.685
   1           1.000           1.884           2.828
   1           1.000           4.127           1.657
   1           1.000           1.406        5.210e-1
   1           1.000           1.126           2.227
   1           1.000           4.715           1.558
   1           1.000           1.415           2.361
   1           1.000           1.576           1.570
   1           1.000           2.484           1.605
   1           1.000           2.124        8.820e-1
   1           1.000           3.812           1.936
   1           1.000           5.302           2.466
   1           1.000        7.929e-2        3.133e-1
   1           1.000           2.884           3.089
   1           1.000           3.110        4.344e-1
   1           1.000           2.665           1.424
   1           1.000           3.078           1.702
   1           1.000           1.981        8.426e-1
   1           1.000           3.207           1.005
   1           1.000           3.948        1.869e-1
   1           1.000           4.128           1.226
   1           1.000           4.140           4.719
   1           1.000           1.561        8.740e-1
   1           1.000           2.029           1.808
   1           1.000           2.430           1.180
   1           1.000           3.377           2.896
   1           1.000           5.542           1.015
   1           1.000           3.997           2.607
   1           1.000           3.795           3.444
   1           1.000           1.464           1.076
   1           1.000           3.647           1.702
   1           1.000        9.601e-1        9.186e-1
   1           1.000           3.165           1.805
   1           1.000           2.228        6.005e-1
   1           1.000           3.736           2.560
   1           1.000           1.676        6.946e-1
   1           1.000        8.305e-1        4.272e-1
   1           1.000           1.360        1.207e-1
   1           1.000           3.724           1.459
   1           1.000           1.471           1.877
   1           1.000           1.585        3.045e-1
   1           1.000           8.712           3.492
   1           1.000           2.724        7.363e-1
   1           1.000           1.665        5.343e-1
   1           1.000           1.117        5.797e-1
   1           1.000           2.521           1.342
   1           1.000           3.530           1.378
   1           1.000           1.209        5.563e-1
   1           1.000           3.636        9.102e-1
   1           1.000           3.594           1.361
   1           1.000           1.674        2.471e-1
   1           1.000           3.004        6.489e-1
   1           1.000           2.982           3.069
   1           1.000           4.957           1.162
   1           1.000        5.272e-1        2.688e-1
   1           1.000           4.634           1.671
   1           1.000           1.087           1.705
   1           1.000           2.935        6.898e-1
   1           1.000           2.334        3.155e-1
   1           1.000           2.264        5.245e-1
   1           1.000           1.985           1.524
   1           1.000           1.874        4.201e-1
   1           1.000           2.121        3.266e-1
   1           1.000           2.859        7.071e-1
   1           1.000           7.110           4.152
   1           1.000           3.290           3.174
   1           1.000           1.532        9.070e-1
   1           1.000           2.488        7.969e-1
   1           1.000           2.119        9.824e-1
   1           1.000           1.263        5.994e-1
   1           1.000           1.660        8.762e-1
   1           1.000           4.251        7.605e-1
   1           1.000           3.223           1.280
   1           1.000           3.412           4.089
   1           1.000           3.450           1.257
   1           1.000           3.408           2.009
   1           1.000           2.014        6.795e-1
   1           1.000           4.662        4.181e-1
   1           1.000        7.462e-1           1.223
   1           1.000           3.181           1.853
   1           1.000           2.706        5.412e-1
   1           1.000           2.007        7.122e-1
   1           1.000           3.408           1.739
   1           1.000           5.225           4.220
   1           1.000        3.259e-1        3.633e-1
   1           1.000           1.953        1.525e-1
   1           1.000           4.487           2.403
   1           1.000           2.150        9.879e-1
   1           1.000           1.464           1.051
   1           1.000           1.577        8.667e-1
   1           1.000           6.040        6.898e-1
   1           1.000           1.894        5.011e-1
   1           1.000           1.537        2.260e-1
   1           1.000           2.274           1.355
   1           1.000           8.381           2.317
   1           1.000           3.297           2.231
   1           1.000           5.715           3.104
   1           1.000           4.721           1.640
   1           1.000           3.837        5.009e-1
   1           1.000           2.028        1.668e-1
   1           1.000           4.763           2.434
   1           1.000           1.236        9.330e-1
   1           1.000           3.114           2.198
   1           1.000           2.535           2.349
   1           1.000           1.076           1.608
   1           1.000           2.408           1.127
   1           1.000           1.719        8.273e-1
   1           1.000        5.097e-1        4.735e-1
   1           1.000           3.308           1.668
   1           1.000           3.744        7.091e-1
   1           1.000           6.962           2.730
   1           1.000           2.683        1.681e-1
   1           1.000           2.424        2.420e-1
   1           1.000           1.269        6.074e-1
   1           1.000           2.214           1.301
   1           1.000           2.110        8.534e-1
   1           1.000           2.152        9.614e-1
   1           1.000           6.227           1.830
   1           1.000           1.946           1.115
   1           1.000           4.229           1.906
   1           1.000           3.301           1.710
   1           1.000           1.228        5.582e-1
   1           1.000           4.695           3.534
   1           1.000           5.023           2.397
   1           1.000           1.555        5.539e-1
   1           1.000           2.757           1.848
   1           1.000           2.684           3.395
   1           1.000           2.585           1.205
   1           1.000           1.947        9.920e-1
   1           1.000           4.092        1.686e-1
   1           1.000           3.630        2.549e-1
   1           1.000           6.504           2.405
   1           1.000           2.979           1.245
   1           1.000           2.842           2.215
   1           1.000           1.632           1.303
   1           1.000           1.014           1.386
   1           1.000           2.453        4.520e-1
   1           1.000           7.330           2.626
   1           1.000           2.794        8.992e-1
   1           1.000           3.227           1.151
   1           1.000           1.706        5.768e-1
   1           1.000           3.028           1.018
   1           1.000        7.997e-1           1.076
   1           1.000           2.997        8.649e-1
   1           1.000           4.340           1.728
   1           1.000           2.149        4.880e-1
   1           1.000           2.926           1.767
   1           1.000           2.361           2.749
   1           1.000           2.565        7.276e-1
   1           1.000           2.336        7.166e-1
   1           1.000           3.610           3.723
   1           1.000           2.699        9.361e-1
   1           1.000           3.263           1.257
   1           1.000           4.370           1.825
   1           1.000           2.006           1.102
   1           1.000           3.477           1.799
   1           1.000           3.565           1.439
   1           1.000           1.406        1.842e-1
   1           1.000           2.495        7.856e-1
   1           1.000           1.816        4.794e-1
   1           1.000           2.792        8.382e-1
   1           1.000           4.132           1.790
   1           1.000           1.360           1.018
   1           1.000           1.833        6.735e-1
   1           1.000           3.429        2.462e-1
   1           1.000           5.660           2.039
   1           1.000           1.711        5.676e-1
   1           1.000           3.156           2.586
   1           1.000           3.553        7.340e-1
   1           1.000           4.426           3.624
   1           1.000           1.999        3.247e-1
   1           1.000           1.661        7.741e-1
   1           1.000           1.112           2.587
   1           1.000        8.969e-1        8.540e-1
   1           1.000           4.268        7.538e-1
   1           1.000           6.610        5.351e-1
   1           1.000           3.790           2.136
   1           1.000           4.578        3.998e-1
   1           1.000        9.753e-1           1.172
   1           1.000           3.850           5.297
   1           1.000           1.716        5.486e-1
   1           1.000           1.625        3.467e-1
   1           1.000           3.066           3.501
   1           1.000           4.121           2.061
   1           1.000           4.420           3.950
   1           1.000           4.955           2.052
   1           1.000           2.155        6.997e-1
   1           1.000           2.316        9.333e-1
   1           1.000           7.767           2.615
   1           1.000           5.460        2.064e-1
   1           1.000           3.040           1.652
   1           1.000           4.324        9.204e-2
   1           1.000           3.334           3.728
   1           1.000        8.074e-1        8.901e-1
   1           1.000        8.150e-1           2.253
   1           1.000           4.754           2.220
   1           1.000           3.305           1.826
   1           1.000           2.103        2.327e-1
   1           1.000           4.089           1.641
   1           1.000           7.795           1.624
   1           1.000           2.729        6.321e-1
   1           1.000           3.761           1.621
   1           1.000           2.433        6.234e-1
   1           1.000           1.138        6.706e-1
   1           1.000           2.950           2.427
   1           1.000           1.933           2.391
   1           1.000           3.361           1.497
   1           1.000           1.314        1.017e-1
   1           1.000           1.153           1.121
   1           1.000           3.306           1.928
   1           1.000           2.345        4.670e-1
   1           1.000           2.359           1.741
   1           1.000           3.254        6.115e-1
   1           1.000           2.737        7.489e-1
   1           1.000           1.448           2.010
   1           1.000           6.768           2.428
   1           1.000           1.264           1.262
   1           1.000           3.207           2.028
   1           1.000           1.820        3.434e-1
   1           1.000           2.795        9.147e-1
   1           1.000           2.603           1.455
   1           1.000           3.276        7.041e-1
   1           1.000           1.918           1.720
   1           1.000           1.816           3.106
   1           1.000           4.011        5.090e-1
   1           1.000           4.493        5.810e-1
   1           1.000           1.810        5.438e-1
   1           1.000           1.669           1.325
   1           1.000           1.283        3.736e-1
   1           1.000           2.514        5.834e-1
   1           1.000           5.719           2.212
   1           1.000           2.200           1.093
   1           1.000        8.948e-1        5.461e-1
   1           1.000           1.998           4.426
   1           1.000           1.806           1.196
   1           1.000           3.138           1.034
   1           1.000           2.232           1.117
   1           1.000           1.930        5.080e-1
   1           1.000           3.990           2.488
   1           1.000           1.514           1.467
   1           1.000           5.520           2.470
   1           1.000           3.684        6.492e-1
   1           1.000           1.740           1.801
   1           1.000           1.932        9.781e-1
   1           1.000           2.763           2.401
   1           1.000           4.994        1.816e-1
   1           1.000           1.331        8.939e-1
   1           1.000           4.027           1.095
   1           1.000           3.142           1.162
   1           1.000           2.284           2.171
   1           1.000           1.944        7.888e-1
   1           1.000           8.693        9.535e-2
   1           1.000           2.975        5.682e-1
   1           1.000           3.124           2.456
   1           1.000           1.992           1.054
   1           1.000           2.064           1.353
   1           1.000           2.267        5.514e-1
   1           1.000           1.626        7.004e-1
   1           1.000           3.882           3.507
   1           1.000           3.760           1.616
   1           1.000           2.542           1.280
   1           1.000           2.990           2.666
   1           1.000           1.610        8.597e-1
   1           1.000           2.075        6.964e-1
   1           1.000           1.619           2.651
   1           1.000           1.290        1.139e-1
   1           1.000        7.209e-1        2.755e-1
   1           1.000           1.051           1.167
   1           1.000           3.735        9.356e-1
   1           1.000           3.327        5.329e-1
   1           1.000           2.234        5.052e-1
   1           1.000           2.605        8.456e-1
   1           1.000           1.657           1.115
   1           1.000           2.707           1.144
   1           1.000           2.432        6.220e-1
   1           1.000           3.429           3.717
   1           1.000           3.963           1.522
   1           1.000           1.980        7.189e-1
   1           1.000           1.647           1.717
   1           1.000           5.409           2.241
   1           1.000           3.447           1.778
   1           1.000           1.231           1.756
   1           1.000           3.684        1.614e-1
   1           1.000           2.329        1.482e-1
   1           1.000        7.117e-1        2.280e-1
   1           1.000           1.473        4.715e-1
   1           1.000           1.866        9.300e-1
   1           1.000           2.715        1.282e-1
   1           1.000           1.340        3.989e-1
   1           1.000           6.764           1.098
   1           1.000           6.781        7.708e-1
   1           1.000           1.785        6.742e-1
   1           1.000           2.183        7.963e-1
   1           1.000           2.869           1.186
   1           1.000           3.049           1.466
   1           1.000           1.304        5.713e-1
   1           1.000           1.096        4.556e-1
   1           1.000        5.705e-1        5.730e-1
   1           1.000           4.326        8.461e-1
   1           1.000           2.866        8.035e-1
   1           1.000           1.180        5.607e-1
   1           1.000           1.883        9.543e-1
   1           1.000           1.532        8.366e-1
   1           1.000           1.786        5.613e-1
   1           1.000           1.765        5.839e-1
   1           1.000           2.322           1.110
   1           1.000           2.261           1.531
   1           1.000           2.981           2.196
   1           1.000           2.385        6.167e-1
   1           1.000           2.200           1.868
   1           1.000           1.979        8.211e-1
   1           1.000           1.678        4.151e-1
   1           1.000           1.030           1.048
   1           1.000           1.217        3.048e-1
   1           1.000           2.513        8.113e-1
   1           1.000           4.936           1.130
   1           1.000           2.736        9.472e-1
   1           1.000           2.014        9.189e-1
   1           1.000           4.086        4.503e-1
   1           1.000           4.046           1.344
   1           1.000           3.788           1.243
   1           1.000           1.266        8.042e-1
   1           1.000           1.555        8.024e-1
   1           1.000           2.055        8.848e-1
   1           1.000           1.196        6.921e-1
   1           1.000           5.964        1.953e-1
   1           1.000           2.037        9.316e-1
   1           1.000           3.013        4.917e-1
   1           1.000           2.205        2.672e-1
   1           1.000           1.976           2.643
   1           1.000           2.863        2.223e-1
   1           1.000           1.875           1.428
   1           1.000           2.705           1.200
   1           1.000           1.461           1.560
   1           1.000           5.453           1.680
   1           1.000           2.767        7.837e-1
   1           1.000           2.126        7.084e-1
   1           1.000           2.845        5.800e-1
   1           1.000           4.284        8.344e-1
   1           1.000           3.394           3.691
   1           1.000           2.925        8.143e-1
   1           1.000           1.716        7.988e-1
   1           1.000        7.260e-1           1.002
   1           1.000           1.207        8.045e-1
   1           1.000           1.354        6.600e-1
   1           1.000           3.207           1.454
   1           1.000           1.933           1.066
   1           1.000           1.680           1.679
   1           1.000        6.031e-1           1.227
   1           1.000        7.481e-1        2.291e-1
   1           1.000        8.397e-1        8.311e-1
   1           1.000           4.688        4.958e-1
   1           1.000           1.640           1.213
   1           1.000           4.082           1.818
   1           1.000           4.332           1.451
   1           1.000        9.928e-1           1.124
   1           1.000           1.571        3.652e-1
   1           1.000           4.197           2.236
   1           1.000           5.267        3.981e-1
   1           1.000           1.583        2.509e-2
   1           1.000           1.997           2.585
   1           1.000           2.080        4.424e-1
   1           1.000        7.828e-1           1.041
   1           1.000           3.399        5.609e-2
   1           1.000           1.506        2.634e-1
   1           1.000           3.023           2.406
   1           1.000           2.754        3.802e-1
   1           1.000           6.016           3.429
   1           1.000           1.123        4.180e-1
   1           1.000           3.590        2.331e-1
   1           1.000           2.705        8.256e-1
   1           1.000           4.468           2.041
   1           1.000        9.376e-1           1.220
   1           1.000           1.270        6.408e-1
   1           1.000        7.590e-1           1.444
   1           1.000           7.125        6.852e-1
   1           1.000           5.273           1.151
   1           1.000           1.458        6.952e-1
   1           1.000           1.902        8.162e-1
   1           1.000           7.883           1.074
   1           1.000           1.958           2.088
   1           1.000           2.097           1.911
   1           1.000           3.801        1.906e-1
   1           1.000           2.885           1.253
   1           1.000           3.795           1.737
   1           1.000           2.061           1.657
   1           1.000           1.604           1.438
   1           1.000           1.927        8.706e-1
   1           1.000           2.520        5.943e-1
   1           1.000           2.863        7.735e-1
   1           1.000           1.718           1.159
   1           1.000           3.641           1.500
   1           1.000           3.257        1.856e-1
   1           1.000           3.107           2.242
   1           1.000           3.096        2.116e-1
   1           1.000           2.025        5.617e-1
   1           1.000           1.576        4.723e-1
   1           1.000           4.756        8.480e-1
   1           1.000           2.418           1.038
   1           1.000           1.651           1.022
   1           1.000           1.658           1.758
   1           1.000           1.052        7.535e-1
   1           1.000           5.159           1.808
   1           1.000           2.283        9.453e-1
   1           1.000           3.474        8.092e-1
   1           1.000           3.386        4.945e-1
   1           1.000           5.962           4.237
   1           1.000           1.309        6.643e-1
   1           1.000           1.318           1.527
   1           1.000           2.765           1.199
   1           1.000           4.426           1.788
   1           1.000           6.578           1.639
   1           1.000           3.391        1.722e-1
   1           1.000           1.233        9.222e-1
   1           1.000           2.501        4.020e-1
   1           1.000           4.138        9.445e-1
   1           1.000           3.522        8.077e-1
   1           1.000           1.021           1.282
   1           1.000           3.236           1.525
   1           1.000           3.134        9.421e-1
   1           1.000           8.094           1.855
   1           1.000           2.799           1.806
   1           1.000           2.354        2.751e-1
   1           1.000           2.578           1.740
   1           1.000           2.014           1.580
   1           1.000           2.585           1.147
   1           1.000           2.025           1.745
   1           1.000           2.429           1.193
   1           1.000           2.506        4.289e-1
   1           1.000           4.025           2.786
   1           1.000           1.989           1.368
   1           1.000           4.869           1.236
   1           1.000        3.982e-1           1.509
   1           1.000           1.036        5.345e-1
   1           1.000        5.508e-1        2.980e-2
   1           1.000           1.029        7.713e-1
   1           1.000           4.161           3.463
   1           1.000           1.007        8.046e-2
   1           1.000           2.934        7.313e-1
   1           1.000           1.254           1.554
   1           1.000           4.057           2.035
   1           1.000           1.963           1.378
   1           1.000           5.828        2.905e-1
   1           1.000        9.944e-1           1.272
   1           1.000           5.116        6.267e-1
   1           1.000        3.899e-1        4.708e-1
   1           1.000           3.664           1.897
   1           1.000           2.860           2.957
   1           1.000           3.412           1.397
   1           1.000        9.986e-1        9.975e-1
   1           1.000           2.772        6.774e-1
   1           1.000        7.768e-1        6.042e-1
   1           1.000        7.819e-1           1.416
   1           1.000           2.970        8.975e-1
   1           1.000        2.000e-1           2.392
   1           1.000           2.789           1.483
   1           1.000           2.119        8.881e-1
   1           1.000           3.380           1.419
   1           1.000           2.131           1.150
   1           1.000           1.838        7.673e-1
   1           1.000           4.758           3.353
   1           1.000           1.294           1.181
   1           1.000           4.845           1.313
   1           1.000           1.109           1.012
   1           1.000           2.507           2.175
   1           1.000           1.670        7.410e-1
   1           1.000           2.382        5.285e-2
   1           1.000           1.418        6.745e-1
   1           1.000           4.537           3.821
   1           1.000           4.242           1.303
   1           1.000           1.498        7.108e-1
   1           1.000           3.337           3.670
   1           1.000        8.241e-1           1.229
   1           1.000           2.208        6.693e-1
   1           1.000           3.582           2.070
   1           1.000           1.652           2.093
   1           1.000        8.900e-1        7.661e-1
   1           1.000           2.865           1.158
   1           1.000           2.543           1.553
   1           1.000           1.446           1.076
   1           1.000        2.264e-1        6.934e-1
   1           1.000        9.966e-1        2.696e-1
   1           1.000           6.565           1.990
   1           1.000           3.425        9.207e-1
   1           1.000           2.658        6.874e-2
   1           1.000           1.558           1.300
   1           1.000           2.643           1.346
   1           1.000           4.957           3.781
   1           1.000           5.528           1.657
   1           1.000           1.381        5.555e-1
   1           1.000           2.096           1.311
   1           1.000           1.731           1.185
