scenario   Ne/Mean(N)      t/Mean(N)       Na/Mean(N)   
   1           1.000          12.228           1.154
   1           1.000          12.228        1.016e-1
   1           1.000           9.680        3.187e-1
   1           1.000          12.228        3.629e-1
   1           1.000          12.228           2.414
   1           1.000          10.715        9.275e-1
   1           1.000          12.228        4.770e-1
   1           1.000          12.228        7.039e-1
   1           1.000          11.639        8.880e-1
   1           1.000          11.567           1.844
   1           1.000          12.228        6.653e-1
   1           1.000          12.228        2.930e-1
   1           1.000          12.228           1.899
   1           1.000          11.569        2.477e-1
   1           1.000          12.228        6.783e-1
   1           1.000          12.228        3.202e-1
   1           1.000          10.433        2.140e-1
   1           1.000           8.522        3.913e-1
   1           1.000          12.228        4.141e-1
   1           1.000          11.094        5.718e-1
   1           1.000          12.228           1.412
   1           1.000          12.228        2.395e-1
   1           1.000          11.975        3.943e-1
   1           1.000          12.228        5.083e-1
   1           1.000          12.085        1.046e-1
   1           1.000          12.228        5.093e-1
   1           1.000          11.039        3.904e-1
   1           1.000          12.228        5.911e-2
   1           1.000          11.028        7.043e-1
   1           1.000          12.228        4.435e-1
   1           1.000          11.214        9.363e-1
   1           1.000          12.057        5.256e-1
   1           1.000          12.228        7.638e-1
   1           1.000          12.228        3.216e-1
   1           1.000          12.139        9.454e-1
   1           1.000          12.228        6.266e-1
   1           1.000          11.793        3.430e-1
   1           1.000          12.228        2.399e-1
   1           1.000          11.747        6.643e-1
   1           1.000          12.228        5.706e-1
   1           1.000          12.079        2.707e-1
   1           1.000          12.228        3.859e-1
   1           1.000          12.228        9.822e-1
   1           1.000          12.019        8.313e-1
   1           1.000          12.228        3.146e-1
   1           1.000          12.228        2.503e-1
   1           1.000          12.228        5.034e-1
   1           1.000          12.228        1.298e-1
   1           1.000          12.228        4.466e-2
   1           1.000          12.226        5.089e-1
   1           1.000          12.228        3.065e-1
   1           1.000          10.533        7.317e-1
   1           1.000          12.186        6.805e-1
   1           1.000          12.228        2.968e-1
   1           1.000          12.228        1.111e-1
   1           1.000          12.228           1.041
   1           1.000          12.228        2.564e-1
   1           1.000          12.228        5.805e-1
   1           1.000          12.228        6.925e-1
   1           1.000          11.965        9.166e-1
   1           1.000          12.228        2.600e-1
   1           1.000          12.228        4.227e-1
   1           1.000          12.228        2.099e-2
   1           1.000          12.228        2.074e-1
   1           1.000          12.228        1.599e-1
   1           1.000          12.228        2.674e-1
   1           1.000          12.228        4.850e-1
   1           1.000          11.755        2.378e-1
   1           1.000          12.228        4.969e-1
   1           1.000          12.228        2.809e-1
   1           1.000          12.228        1.361e-1
   1           1.000          12.228        4.001e-1
   1           1.000          12.018           1.277
   1           1.000          12.228        8.742e-2
   1           1.000          12.228        6.294e-1
   1           1.000          12.228        6.993e-1
   1           1.000          12.228        6.174e-1
   1           1.000          11.875        1.826e-2
   1           1.000          12.228        8.679e-1
   1           1.000          12.228        3.267e-1
   1           1.000          12.228        4.646e-1
   1           1.000          12.228        2.127e-1
   1           1.000           9.837        5.557e-1
   1           1.000          12.228        3.558e-1
   1           1.000          12.228        5.312e-1
   1           1.000          12.139        2.634e-1
   1           1.000          12.228        4.495e-1
   1           1.000          12.228        9.042e-2
   1           1.000          12.161        3.254e-1
   1           1.000          12.228        6.984e-1
   1           1.000          12.228        4.834e-1
   1           1.000          12.228        1.958e-1
   1           1.000          12.228        3.204e-1
   1           1.000          12.228        4.463e-1
   1           1.000          12.228        2.795e-1
   1           1.000          12.228        7.229e-1
   1           1.000          12.228           1.081
   1           1.000          12.228        3.762e-1
   1           1.000          12.179        2.723e-1
   1           1.000          12.228        1.949e-1
   1           1.000          11.379           1.218
   1           1.000          12.228        2.297e-1
   1           1.000          10.748        2.191e-1
   1           1.000          12.228        1.744e-1
   1           1.000          11.920        2.719e-2
   1           1.000          11.386        3.923e-1
   1           1.000          11.338           1.033
   1           1.000          12.228           1.026
   1           1.000          12.228        1.533e-2
   1           1.000          12.228        6.590e-1
   1           1.000          12.228        3.718e-1
   1           1.000          12.228        3.883e-1
   1           1.000          12.228        4.981e-1
   1           1.000          11.883           1.644
   1           1.000          12.228        7.116e-1
   1           1.000          12.228        5.613e-1
   1           1.000          12.228        4.146e-1
   1           1.000          12.228        7.937e-1
   1           1.000          12.228        4.257e-1
   1           1.000          12.228        5.123e-1
   1           1.000          12.228        2.672e-1
   1           1.000          12.228        3.249e-1
   1           1.000          12.228        1.488e-1
   1           1.000          12.228        1.711e-1
   1           1.000          12.228        1.271e-1
   1           1.000          12.228        2.712e-1
   1           1.000          12.228        2.534e-1
   1           1.000          12.228        2.857e-1
   1           1.000          12.228        2.932e-1
   1           1.000          12.194        5.166e-1
   1           1.000          11.136        9.475e-1
   1           1.000          11.799        3.341e-1
   1           1.000          12.228        4.731e-2
   1           1.000          12.228        2.358e-1
   1           1.000          12.228        5.807e-1
   1           1.000          12.228        6.312e-2
   1           1.000          12.228        3.575e-1
   1           1.000          12.228        7.563e-1
   1           1.000          10.976        5.094e-2
   1           1.000          12.228        5.518e-1
   1           1.000          12.228        1.420e-1
   1           1.000          11.374        1.496e-1
   1           1.000          12.228           2.037
   1           1.000          12.228        7.303e-1
   1           1.000          12.228        4.929e-1
   1           1.000          12.228        2.970e-1
   1           1.000          11.970        3.854e-1
   1           1.000          11.523           1.393
   1           1.000          12.228        2.378e-1
   1           1.000          12.228        7.427e-1
   1           1.000          12.228        1.830e-1
   1           1.000          12.228        5.017e-2
   1           1.000          12.228        6.312e-2
   1           1.000          12.228        5.919e-1
   1           1.000          11.857        5.665e-1
   1           1.000          12.194        4.801e-1
   1           1.000          12.228        9.528e-1
   1           1.000          12.228        2.066e-1
   1           1.000          12.228        7.930e-1
   1           1.000          12.228        5.502e-1
   1           1.000          12.026        3.645e-1
   1           1.000          12.228        2.474e-1
   1           1.000          12.228        3.488e-1
   1           1.000          11.936        6.184e-1
   1           1.000          12.228        2.221e-1
   1           1.000          11.309        2.977e-1
   1           1.000          11.856        7.893e-1
   1           1.000          12.228        1.565e-1
   1           1.000          12.228        6.376e-1
   1           1.000          12.186        2.481e-1
   1           1.000          12.228        5.676e-1
   1           1.000          12.228        2.441e-1
   1           1.000          12.228        4.976e-1
   1           1.000          11.765        5.572e-1
   1           1.000          12.228        4.377e-1
   1           1.000          12.201        3.401e-1
   1           1.000          12.228        7.557e-1
   1           1.000          12.228        3.170e-1
   1           1.000          12.228        3.791e-1
   1           1.000          12.228        1.015e-1
   1           1.000          10.855        1.490e-1
   1           1.000          12.228        2.854e-1
   1           1.000           7.232        2.248e-1
   1           1.000          12.228        2.184e-1
   1           1.000          12.228        3.781e-1
   1           1.000          12.228        5.833e-1
   1           1.000          11.990        2.497e-1
   1           1.000          12.117        4.506e-1
   1           1.000          12.228        1.102e-1
   1           1.000          12.228           1.155
   1           1.000          12.228        2.799e-1
   1           1.000          12.228        1.795e-1
   1           1.000          12.215        1.271e-1
   1           1.000          12.205        3.110e-1
   1           1.000          12.228        3.923e-1
   1           1.000          12.228        3.408e-1
   1           1.000          12.228        9.919e-2
   1           1.000          12.196        2.537e-1
   1           1.000          12.228        3.672e-2
   1           1.000          12.228        4.802e-1
   1           1.000          12.228        2.262e-1
   1           1.000          12.228        6.600e-1
   1           1.000          12.228        6.566e-1
   1           1.000          12.228        4.303e-1
   1           1.000          12.228        6.035e-1
   1           1.000          11.498        4.261e-1
   1           1.000          12.228        1.509e-1
   1           1.000          12.228        1.958e-1
   1           1.000          12.228        7.070e-2
   1           1.000          12.228        2.325e-1
   1           1.000          12.177        6.623e-1
   1           1.000          12.228        5.427e-1
   1           1.000          11.914        7.636e-1
   1           1.000           9.413        6.442e-1
   1           1.000          12.228        3.814e-1
   1           1.000          11.969        8.059e-1
   1           1.000          11.023        5.121e-1
   1           1.000          12.228        5.904e-1
   1           1.000          10.737        3.379e-1
   1           1.000          10.655        3.163e-1
   1           1.000          11.394        3.649e-1
   1           1.000          11.215        6.892e-1
   1           1.000          12.228        4.056e-1
   1           1.000          12.228        6.373e-2
   1           1.000          12.228        3.359e-1
   1           1.000          12.228        2.386e-1
   1           1.000          11.686        6.021e-2
   1           1.000          12.228        7.597e-1
   1           1.000          12.228        9.756e-2
   1           1.000          11.457        6.086e-1
   1           1.000          12.228        1.856e-1
   1           1.000          12.228        2.708e-1
   1           1.000          12.228           1.183
   1           1.000          12.228        4.738e-1
   1           1.000          12.228        1.603e-1
   1           1.000          12.228        1.262e-1
   1           1.000          11.321        2.916e-1
   1           1.000          11.431        5.567e-1
   1           1.000          11.915        1.486e-1
   1           1.000          12.228        4.792e-1
   1           1.000          12.228        6.482e-1
   1           1.000          12.228        9.464e-2
   1           1.000          11.952        2.112e-1
   1           1.000          12.228        1.203e-1
   1           1.000          11.939        3.719e-1
   1           1.000          12.228        1.200e-1
   1           1.000          12.228        1.224e-1
   1           1.000          12.176        4.623e-1
   1           1.000           8.394        2.396e-1
   1           1.000          12.228        9.625e-2
   1           1.000          11.114        6.756e-1
   1           1.000          11.156        3.784e-1
   1           1.000          12.228        6.151e-1
   1           1.000          11.176        2.769e-1
   1           1.000          12.228        1.626e-1
   1           1.000          12.228        4.656e-1
   1           1.000          12.228        9.260e-1
   1           1.000          12.228        4.176e-1
   1           1.000          12.228        3.108e-1
   1           1.000          11.860        1.420e-1
   1           1.000          10.608        6.700e-2
   1           1.000          12.228        5.331e-1
   1           1.000          11.842        2.855e-1
   1           1.000          12.228           1.244
   1           1.000          12.223        2.679e-1
   1           1.000          12.228        5.886e-1
   1           1.000          10.857        7.509e-1
   1           1.000          12.176        4.167e-1
   1           1.000          12.228           1.781
   1           1.000          12.228        1.680e-1
   1           1.000          12.228        4.918e-2
   1           1.000          11.879        2.042e-1
   1           1.000          12.228        3.629e-1
   1           1.000          12.228        4.564e-1
   1           1.000          12.228        3.954e-1
   1           1.000          12.228        2.192e-1
   1           1.000           9.710        8.031e-1
   1           1.000          12.228        3.731e-1
   1           1.000          12.228        1.132e-2
   1           1.000          12.228        4.068e-1
   1           1.000          12.228        5.273e-1
   1           1.000          11.944        3.044e-1
   1           1.000          11.836        9.416e-1
   1           1.000          12.228        2.771e-1
   1           1.000          12.228        9.686e-1
   1           1.000          12.228        1.857e-1
   1           1.000          12.228        8.450e-1
   1           1.000          12.228        3.293e-1
   1           1.000          12.228        1.953e-1
   1           1.000          12.228        8.938e-1
   1           1.000          12.163        6.579e-1
   1           1.000          12.218        8.974e-1
   1           1.000          10.582        4.166e-1
   1           1.000          12.228        1.811e-1
   1           1.000          12.228        1.391e-1
   1           1.000          11.965        6.695e-1
   1           1.000          12.228           1.059
   1           1.000          12.228        3.146e-1
   1           1.000          12.228        4.484e-1
   1           1.000          10.918        5.339e-1
   1           1.000          10.809           1.784
   1           1.000          12.228        4.208e-1
   1           1.000          11.866        6.671e-1
   1           1.000          10.521        9.282e-1
   1           1.000          10.472        1.308e-1
   1           1.000          12.228        3.524e-1
   1           1.000          12.228        7.938e-1
   1           1.000          12.228        4.959e-1
   1           1.000          12.192        3.006e-1
   1           1.000          12.228        9.936e-1
   1           1.000          12.228        3.279e-1
   1           1.000          12.228        7.469e-2
   1           1.000          12.228           1.241
   1           1.000          12.153        5.030e-1
   1           1.000          12.228           1.542
   1           1.000          12.228        2.244e-1
   1           1.000          12.228        1.798e-1
   1           1.000          12.228        3.300e-1
   1           1.000          12.228           1.496
   1           1.000          12.228        4.913e-1
   1           1.000          12.228        9.984e-1
   1           1.000          12.228        7.934e-1
   1           1.000          12.228        1.330e-1
   1           1.000           9.905        3.645e-1
   1           1.000          12.097        3.101e-1
   1           1.000          12.228        5.612e-1
   1           1.000          12.228        2.452e-1
   1           1.000          12.228        4.000e-1
   1           1.000          12.228        6.080e-1
   1           1.000          12.190        6.052e-1
   1           1.000          12.228        5.385e-1
   1           1.000          12.228        6.516e-1
   1           1.000          12.228        5.533e-1
   1           1.000          12.228        6.971e-1
   1           1.000          12.228        4.001e-1
   1           1.000          12.228        8.445e-1
   1           1.000          11.918        1.311e-1
   1           1.000          10.217        1.762e-1
   1           1.000          12.228        3.985e-1
   1           1.000          12.121        3.108e-1
   1           1.000          12.228        3.740e-2
   1           1.000          12.228        1.184e-1
   1           1.000          12.228        3.679e-1
   1           1.000          12.228        1.722e-1
   1           1.000          12.228        8.838e-1
   1           1.000          11.659        5.116e-1
   1           1.000          12.228        5.622e-1
   1           1.000          12.211           5.308
   1           1.000          12.228           1.098
   1           1.000           9.857        4.465e-1
   1           1.000          11.390        1.012e-1
   1           1.000          12.228        3.757e-1
   1           1.000          12.228        2.534e-1
   1           1.000          12.146        5.348e-1
   1           1.000          12.228           1.081
   1           1.000          12.104        3.318e-1
   1           1.000          12.034        1.406e-1
   1           1.000          12.228        4.971e-1
   1           1.000          12.228        3.616e-1
   1           1.000          12.228        1.565e-1
   1           1.000          12.102        8.554e-1
   1           1.000          12.228           1.517
   1           1.000          12.228        3.168e-1
   1           1.000          12.120        2.413e-1
   1           1.000          12.094        2.547e-1
   1           1.000          12.091        6.153e-1
   1           1.000          11.395        3.595e-1
   1           1.000          12.228        3.562e-1
   1           1.000          12.228        3.434e-1
   1           1.000           9.298        5.558e-1
   1           1.000          12.228        9.377e-1
   1           1.000          12.228        3.132e-1
   1           1.000          11.713        2.394e-1
   1           1.000           9.342        3.775e-1
   1           1.000          12.021        5.298e-1
   1           1.000          11.180        6.089e-1
   1           1.000          11.522        1.849e-1
   1           1.000          12.163        1.973e-1
   1           1.000          12.228        6.918e-1
   1           1.000          12.228        3.812e-1
   1           1.000          11.793        2.532e-1
   1           1.000          12.228        9.109e-1
   1           1.000          12.228        2.479e-1
   1           1.000          12.228        9.915e-2
   1           1.000          12.228        3.582e-1
   1           1.000          11.095        5.814e-1
   1           1.000          12.228        3.244e-1
   1           1.000          12.228        1.732e-2
   1           1.000          12.104        2.307e-1
   1           1.000           1.787        7.225e-1
   1           1.000          12.228        2.872e-1
   1           1.000          11.636        4.992e-1
   1           1.000          12.170        1.697e-1
   1           1.000          12.228        1.988e-1
   1           1.000          12.175        3.337e-1
   1           1.000          12.228        1.617e-1
   1           1.000           2.131           1.079
   1           1.000           9.409        1.453e-1
   1           1.000          10.099        2.361e-1
   1           1.000          12.228        3.308e-1
   1           1.000          12.228        3.827e-1
   1           1.000          12.228        4.637e-1
   1           1.000           7.180           1.718
   1           1.000          12.228        2.910e-1
   1           1.000          12.228        3.558e-1
   1           1.000          12.228        5.992e-1
   1           1.000          12.228        9.746e-1
   1           1.000          12.228        5.895e-2
   1           1.000          11.916        8.653e-1
   1           1.000          12.228        1.963e-1
   1           1.000          12.228        5.537e-1
   1           1.000          12.228        6.201e-1
   1           1.000          12.228        7.106e-2
   1           1.000          12.228        3.344e-1
   1           1.000          12.228        4.578e-1
   1           1.000          12.228        3.120e-1
   1           1.000          12.228        1.814e-1
   1           1.000          12.223        2.266e-1
   1           1.000          10.480        2.939e-1
   1           1.000          12.228        4.824e-1
   1           1.000          11.933        2.226e-1
   1           1.000          12.228        2.897e-1
   1           1.000           8.995        2.018e-1
   1           1.000          12.141        7.023e-1
   1           1.000          12.228        2.385e-1
   1           1.000          12.228        3.103e-1
   1           1.000          12.228        3.235e-1
   1           1.000          12.228           1.046
   1           1.000          11.138           1.055
   1           1.000          12.228        5.190e-1
   1           1.000           7.596           1.248
   1           1.000          12.228        6.087e-1
   1           1.000          12.019        4.039e-1
   1           1.000          12.151        4.301e-1
   1           1.000           7.871           1.167
   1           1.000          11.748        2.384e-1
   1           1.000          12.228        3.296e-1
   1           1.000          12.053        6.008e-1
   1           1.000          12.228        3.958e-1
   1           1.000          10.586           1.669
   1           1.000          12.228        8.184e-1
   1           1.000           1.248        5.010e-1
   1           1.000          11.637        3.647e-1
   1           1.000          12.131        3.958e-1
   1           1.000          12.228        5.601e-1
   1           1.000          11.461        4.943e-1
   1           1.000           9.794        2.796e-1
   1           1.000          12.228        5.192e-1
   1           1.000          11.841        6.409e-1
   1           1.000          11.859        3.836e-1
   1           1.000          12.228        3.957e-1
   1           1.000          11.729        2.096e-1
   1           1.000          12.228        3.514e-1
   1           1.000          12.228           1.058
   1           1.000          12.228        2.122e-1
   1           1.000          12.228        6.757e-1
   1           1.000          12.228        6.738e-1
   1           1.000          12.228        5.453e-1
   1           1.000          12.228        3.540e-1
   1           1.000          11.637        4.664e-1
   1           1.000          12.228        1.609e-1
   1           1.000          10.876        7.023e-1
   1           1.000          11.986        3.647e-1
   1           1.000          12.228           1.637
   1           1.000          12.228        3.503e-1
   1           1.000          12.228        6.135e-1
   1           1.000          12.228        1.298e-1
   1           1.000          11.812        4.799e-1
   1           1.000          12.228        9.329e-1
   1           1.000          12.228        5.073e-1
   1           1.000          12.228           1.013
   1           1.000          10.655        3.194e-1
   1           1.000          12.228        2.123e-1
   1           1.000          12.228        3.136e-1
   1           1.000          12.228        3.096e-1
   1           1.000          12.228        3.967e-1
   1           1.000          12.048        3.079e-1
   1           1.000          11.213        1.378e-1
   1           1.000          11.627        1.613e-1
   1           1.000          11.662        2.792e-1
   1           1.000          12.228        2.614e-1
   1           1.000          12.228        6.756e-1
   1           1.000          12.228        2.904e-1
   1           1.000          12.228        3.760e-1
   1           1.000          11.974           1.184
   1           1.000          12.228        4.433e-1
   1           1.000          12.228        5.760e-1
   1           1.000          12.228        2.529e-1
   1           1.000          12.228        4.609e-1
   1           1.000          12.166        3.933e-1
   1           1.000          12.228        4.661e-1
   1           1.000          12.228        4.094e-1
   1           1.000          12.228        4.924e-1
   1           1.000          12.228        7.009e-1
   1           1.000          12.074        6.974e-1
   1           1.000          11.717        4.228e-1
   1           1.000          11.451        5.863e-1
   1           1.000          12.228        6.070e-1
   1           1.000          11.889        2.398e-1
   1           1.000          12.228        2.557e-2
   1           1.000           7.802        7.790e-1
   1           1.000          12.143        2.290e-1
   1           1.000          11.036        1.921e-1
   1           1.000          11.389        7.185e-1
   1           1.000          11.753        4.087e-1
   1           1.000          12.228        2.926e-1
   1           1.000          11.718        4.168e-1
   1           1.000          12.228        8.507e-1
   1           1.000          10.572        2.340e-1
   1           1.000          12.228        2.443e-2
   1           1.000          12.228        9.242e-1
   1           1.000          12.228        1.828e-1
   1           1.000          10.348        9.369e-2
   1           1.000          12.228        6.263e-2
   1           1.000          12.228        6.505e-1
   1           1.000          12.228        5.351e-1
   1           1.000          12.228        3.278e-1
   1           1.000          12.228        2.514e-1
   1           1.000          12.228           1.183
   1           1.000          11.785        7.357e-1
   1           1.000          10.424           1.009
   1           1.000          12.228        3.651e-1
   1           1.000          12.228        1.736e-1
   1           1.000          11.907        7.986e-1
   1           1.000          12.228        6.004e-1
   1           1.000          12.228        7.451e-1
   1           1.000          12.228        4.016e-1
   1           1.000          12.228        3.488e-1
   1           1.000          12.228        8.777e-1
   1           1.000           6.216           1.637
   1           1.000          12.228        5.918e-1
   1           1.000          12.228        7.385e-1
   1           1.000          10.421        3.881e-1
   1           1.000          12.228        1.644e-1
   1           1.000          12.228        1.580e-1
   1           1.000          12.228           1.047
   1           1.000          12.228        2.590e-1
   1           1.000          12.228        3.984e-1
   1           1.000          12.228        1.676e-2
   1           1.000          12.210        3.922e-1
   1           1.000          12.133        3.532e-1
   1           1.000          12.228        5.053e-1
   1           1.000          12.228        7.670e-2
   1           1.000          11.323        5.269e-1
   1           1.000          12.228        6.968e-1
   1           1.000          10.942        2.894e-1
   1           1.000          12.228           1.131
   1           1.000          12.228        4.467e-1
   1           1.000          12.228        2.069e-1
   1           1.000          12.228           1.671
   1           1.000          12.228        3.846e-1
   1           1.000          12.228        1.766e-1
   1           1.000          12.228        1.469e-1
   1           1.000          12.228        4.849e-1
   1           1.000          10.618        5.413e-1
   1           1.000          12.228        2.640e-2
   1           1.000          12.228        9.900e-1
   1           1.000          12.228        3.149e-1
   1           1.000          12.228           1.413
   1           1.000          11.640        1.323e-1
   1           1.000          12.228        4.156e-1
   1           1.000          12.228        7.394e-1
   1           1.000          11.050        3.711e-1
   1           1.000          10.612        7.574e-2
   1           1.000          12.112        3.080e-1
   1           1.000          11.665        1.637e-1
   1           1.000          12.228        2.846e-1
   1           1.000          12.228           1.111
   1           1.000          12.228        2.817e-1
   1           1.000          12.171        3.960e-1
   1           1.000          12.228        3.354e-1
   1           1.000          12.070        5.314e-1
   1           1.000          12.228        9.158e-1
   1           1.000          12.228        4.072e-1
   1           1.000          11.973        7.973e-1
   1           1.000          11.085        2.523e-1
   1           1.000          12.166        3.722e-1
   1           1.000          12.228        4.630e-1
   1           1.000          12.228        2.338e-1
   1           1.000          11.356        4.736e-1
   1           1.000          12.228        2.307e-1
   1           1.000          11.558        6.574e-1
   1           1.000          10.033        5.813e-1
   1           1.000          10.504        4.874e-1
   1           1.000          12.228        7.573e-2
   1           1.000          12.228        1.815e-1
   1           1.000          12.228        2.393e-1
   1           1.000          12.228        4.879e-1
   1           1.000          12.228           1.003
   1           1.000          12.228        2.477e-1
   1           1.000          12.228        3.081e-1
   1           1.000          12.228        4.878e-1
   1           1.000          11.760        3.294e-1
   1           1.000          10.155        2.363e-1
   1           1.000          12.228        3.641e-1
   1           1.000          12.228        1.317e-1
   1           1.000          12.228        4.764e-1
   1           1.000          12.228        1.657e-1
   1           1.000          12.228        6.272e-1
   1           1.000          12.228           1.249
   1           1.000          12.186        4.438e-2
   1           1.000          12.228        2.009e-1
   1           1.000          12.228        2.119e-1
   1           1.000          12.228        1.867e-1
   1           1.000          12.228        6.510e-1
   1           1.000          12.228        3.923e-2
   1           1.000          11.939        4.720e-1
   1           1.000          12.228        3.190e-1
   1           1.000          12.228        3.307e-1
   1           1.000           8.161           2.469
   1           1.000          12.228        9.251e-2
   1           1.000          12.228        4.135e-1
   1           1.000           8.864        3.961e-1
   1           1.000          11.820        3.663e-1
   1           1.000          11.969        2.369e-1
   1           1.000          12.228        3.917e-1
   1           1.000          11.882        4.392e-1
   1           1.000          12.228        4.441e-1
   1           1.000          12.228        3.431e-1
   1           1.000          12.228        3.243e-1
   1           1.000          12.228        4.007e-1
   1           1.000          12.228        7.704e-1
   1           1.000          12.228        2.159e-2
   1           1.000          12.228        3.637e-1
   1           1.000          12.228        2.381e-1
   1           1.000          12.065        1.795e-1
   1           1.000          11.846        4.437e-1
   1           1.000          12.228        2.262e-1
   1           1.000          12.228           1.246
   1           1.000          11.943        8.117e-1
   1           1.000          12.228        8.282e-2
   1           1.000          12.182        8.881e-2
   1           1.000          12.228        7.278e-1
   1           1.000          12.228        4.164e-1
   1           1.000          11.231        4.680e-1
   1           1.000          12.228        7.518e-2
   1           1.000          12.053        3.274e-1
   1           1.000          11.335        2.465e-1
   1           1.000          11.529           1.101
   1           1.000          12.228           1.082
   1           1.000          12.083        4.247e-1
   1           1.000          12.228        1.908e-1
   1           1.000          12.228        4.516e-1
   1           1.000          12.228        3.158e-1
   1           1.000          12.204        1.042e-1
   1           1.000           6.161        4.992e-1
   1           1.000          12.228        4.461e-1
   1           1.000          11.842        5.194e-1
   1           1.000          11.726        9.049e-1
   1           1.000          12.228        3.495e-1
   1           1.000          12.228        1.587e-1
   1           1.000          12.031        2.994e-1
   1           1.000          12.228        2.374e-1
   1           1.000           4.724        6.825e-1
   1           1.000          12.201           1.467
   1           1.000          12.228        4.005e-1
   1           1.000          12.228        3.198e-1
   1           1.000          12.228        1.543e-1
   1           1.000          12.228        5.408e-1
   1           1.000          12.075        3.968e-1
   1           1.000          12.228        1.978e-1
   1           1.000          12.228        2.830e-1
   1           1.000          12.228        6.872e-1
   1           1.000          12.228        5.063e-1
   1           1.000          11.454        8.153e-1
   1           1.000          12.228        5.202e-1
   1           1.000          12.228        2.190e-1
   1           1.000          12.228        4.976e-1
   1           1.000          12.228        2.205e-1
   1           1.000          12.228        3.187e-1
   1           1.000           9.582        9.660e-1
   1           1.000          12.156           1.383
   1           1.000          11.322        5.193e-1
   1           1.000          12.228        6.740e-1
   1           1.000          12.228        1.604e-1
   1           1.000          12.228        3.246e-1
   1           1.000          12.228        5.293e-1
   1           1.000          10.821        3.766e-1
   1           1.000          12.228        8.222e-2
   1           1.000          11.462        1.181e-1
   1           1.000          12.228        4.655e-1
   1           1.000          12.228        3.108e-1
   1           1.000          12.228        1.447e-1
   1           1.000          12.228        3.416e-1
   1           1.000          12.228           1.234
   1           1.000          11.968        4.087e-1
   1           1.000          12.228        4.414e-1
   1           1.000          12.228        3.778e-1
   1           1.000          11.508        2.441e-1
   1           1.000          12.228        3.225e-1
   1           1.000          12.228        1.208e-1
   1           1.000          12.228        2.465e-1
   1           1.000          11.279           1.065
   1           1.000          12.228        1.671e-1
   1           1.000          12.228        7.057e-1
   1           1.000          12.212        4.976e-1
   1           1.000          12.210        2.655e-1
   1           1.000          11.958        1.597e-1
   1           1.000          12.228        2.546e-1
   1           1.000          12.228        2.514e-1
   1           1.000          11.227        2.298e-1
   1           1.000          12.228        8.803e-1
   1           1.000          12.228        1.847e-1
   1           1.000          12.228        4.786e-1
   1           1.000          11.501        3.295e-1
   1           1.000          12.228        2.521e-1
   1           1.000          12.228        3.881e-1
   1           1.000          12.228        4.842e-1
   1           1.000          12.100        3.470e-1
   1           1.000          12.228        4.657e-1
   1           1.000          12.172        1.430e-1
   1           1.000          12.228        3.001e-1
   1           1.000           8.571        2.229e-1
   1           1.000          12.091        4.575e-1
   1           1.000          12.228        2.591e-1
   1           1.000          11.770        2.542e-1
   1           1.000          12.228        3.010e-1
   1           1.000          12.228        2.202e-1
   1           1.000          12.228        3.040e-1
   1           1.000          12.228        3.947e-1
   1           1.000          12.228        2.508e-1
   1           1.000          11.248        8.425e-1
   1           1.000          12.228        1.018e-1
   1           1.000          12.155        5.723e-1
   1           1.000          12.228        3.743e-1
   1           1.000          12.228           1.365
   1           1.000          10.641        5.170e-1
   1           1.000          12.228        5.452e-1
   1           1.000          12.228        1.958e-1
   1           1.000          12.228        3.594e-1
   1           1.000          12.228        4.511e-1
   1           1.000          12.228        5.260e-1
   1           1.000          12.228        2.074e-1
   1           1.000          12.228        3.326e-1
   1           1.000          12.228        6.337e-1
   1           1.000          12.027        4.843e-1
   1           1.000          12.228        5.655e-1
   1           1.000          12.228        6.646e-1
   1           1.000          11.629           1.105
   1           1.000          12.228        2.007e-1
   1           1.000          11.655        8.975e-1
   1           1.000          11.918        7.199e-1
   1           1.000          12.228        3.189e-1
   1           1.000          12.228        1.109e-1
   1           1.000          12.228        1.464e-1
   1           1.000          11.461        4.262e-1
   1           1.000          12.228        4.021e-1
   1           1.000          12.228        3.786e-1
   1           1.000          12.228        2.966e-2
   1           1.000          12.228        6.922e-1
   1           1.000          12.228        9.462e-2
   1           1.000          11.626        5.891e-1
   1           1.000          12.228        8.939e-1
   1           1.000          12.228        2.839e-1
   1           1.000          12.228           2.610
   1           1.000          12.228        1.046e-1
   1           1.000          12.009        1.047e-1
   1           1.000          12.228        2.871e-1
   1           1.000          12.157        5.474e-1
   1           1.000          12.228        1.980e-1
   1           1.000          12.155        6.007e-1
   1           1.000          12.228        3.393e-1
   1           1.000          12.228        1.366e-1
   1           1.000          12.228        2.733e-1
   1           1.000          12.228        1.912e-1
   1           1.000          12.228           1.182
   1           1.000          12.228        6.276e-2
   1           1.000          12.228        9.067e-1
   1           1.000          12.228        5.133e-1
   1           1.000          12.228        9.855e-1
   1           1.000          12.228        1.963e-1
   1           1.000          11.496        1.546e-1
   1           1.000          10.856        3.278e-1
   1           1.000          12.228        1.047e-1
   1           1.000          12.228        5.214e-1
   1           1.000          11.981        1.936e-1
   1           1.000          12.002           1.276
   1           1.000          12.228        6.372e-1
   1           1.000          12.228        3.339e-1
   1           1.000          12.228        4.587e-1
   1           1.000          12.228        6.736e-1
   1           1.000          12.228        5.330e-1
   1           1.000          12.228        4.197e-1
   1           1.000          12.228        3.886e-1
   1           1.000          12.215        9.384e-1
   1           1.000          12.228        1.544e-1
