scenario  Ne(u+sni)_1     t(u+sni)_1      Na(u+sni)_1   
   1           1.476           2.468          28.079
   1           3.478           4.860          28.079
   1           2.885           4.437          27.940
   1           3.057           4.357          28.079
   1           2.163           1.713          28.079
   1           2.140           6.621          28.079
   1           2.853          10.006          28.079
   1           1.959           4.995          25.686
   1           2.526           3.711          27.686
   1           3.508           5.228          28.079
   1           2.485           1.121          26.575
   1           1.766           3.260          28.079
   1           3.339           2.889          28.079
   1           2.758           3.467          28.079
   1           1.854           1.406          28.079
   1           2.172        2.998e-1          28.079
   1           4.155           5.328          27.435
   1           2.042        7.042e-1          28.079
   1           3.024           3.236          12.192
   1           2.148           3.099          28.079
   1           2.187           5.165          28.079
   1           1.934           4.329          27.683
   1           1.930           2.527          28.079
   1           3.017           2.542          28.079
   1           3.263           6.989          28.079
   1           4.089           6.514          28.079
   1           1.754        2.157e-1          28.079
   1           2.817           4.496          28.079
   1           2.876           7.730          28.079
   1           2.497           8.987          28.079
   1           1.801           2.409          28.079
   1           3.006           2.011          28.079
   1           2.320           2.458          27.954
   1           1.459           3.577          26.740
   1           2.668           1.029          28.079
   1           1.713           1.832          28.079
   1           2.025           3.299          28.079
   1           2.710           2.468          28.079
   1           2.651           2.600          28.079
   1           2.503           1.811          28.079
   1           2.793           4.623          28.079
   1           2.979           4.753          28.079
   1           3.168        9.326e-1          28.079
   1           2.852           1.618          28.079
   1           2.443           1.033          28.079
   1           3.139          13.431          28.079
   1           2.062        4.753e-1          28.079
   1           3.410           1.942          28.079
   1           2.053           8.295          28.079
   1           2.277        9.962e-1          28.079
   1           3.162           3.837          23.872
   1           2.500           3.564          24.845
   1           2.326           3.376          28.079
   1           3.938           6.443          28.079
   1           2.862           4.775          28.079
   1           2.343           2.790          27.710
   1           1.618           2.013          26.883
   1           3.800           5.050          28.079
   1           1.433           1.933          28.079
   1           3.221           3.259          28.079
   1           3.836           4.465          28.079
   1           4.090           4.012          27.903
   1           3.330           5.037          28.079
   1           2.004           2.154          28.041
   1           3.044           5.505          28.079
   1           3.805           3.262          28.079
   1           2.051           3.827          28.079
   1           2.752           1.412          28.079
   1           1.592           2.723          27.277
   1           2.402           4.958          28.079
   1           1.890           2.032          28.079
   1           2.212           4.311          28.079
   1           2.501           8.381          27.342
   1           2.342           2.906          28.079
   1           3.404           6.047          28.021
   1           3.430           5.826          28.079
   1           2.470           6.787          28.079
   1           3.286           3.591          28.079
   1           1.615           1.419          26.125
   1           2.595           4.465          28.079
   1           1.791           2.296          28.079
   1           3.824          10.408          21.285
   1           2.985           1.823          27.796
   1           2.872          10.827          28.079
   1           3.692           2.504          24.971
   1           3.110           6.483          23.257
   1           2.223           8.559          28.079
   1           2.291        9.098e-1          28.079
   1           2.333           7.118          28.079
   1           3.382           4.285          28.079
   1           2.691           1.569          21.563
   1           2.103           3.210          28.079
   1           4.727           8.754          28.079
   1           2.293           4.306          28.079
   1           2.036           3.187          28.079
   1           2.967           3.813          16.629
   1           2.567           1.938          28.079
   1           2.534           4.670          25.628
   1           3.482           2.589          28.079
   1           2.582           2.199          28.079
   1           4.637           3.777          28.079
   1           2.875           2.517          27.132
   1           4.205           5.708          28.079
   1           3.485           4.336          27.219
   1           2.131           5.180          27.746
   1           4.580           8.061          28.079
   1           2.943           8.217          28.079
   1           2.434           8.220          28.079
   1           1.627           7.640          28.079
   1           2.067           6.166          28.079
   1           2.612           3.725          24.292
   1           3.486           9.075          28.079
   1           2.455           7.954          28.079
   1           2.794           2.656          28.079
   1           2.905           4.086          28.079
   1           3.074           5.151          28.079
   1           2.532           4.699          28.079
   1           1.659           2.875          28.073
   1           4.338           3.829          28.079
   1           1.185           1.398          28.079
   1           1.794           7.217          28.079
   1           2.997        9.177e-1          28.079
   1           2.292           1.428          28.079
   1           1.708           8.599          28.031
   1           3.797           6.753          28.079
   1           2.490           3.657          28.079
   1           2.312        4.592e-1          28.077
   1           3.452           2.063          28.079
   1           1.870           1.772          28.079
   1           2.997           3.757          28.079
   1           3.151           4.574          28.079
   1           2.868           7.620          28.079
   1           1.808           1.531          28.079
   1           2.256           5.620          28.079
   1           3.662           4.387          28.079
   1           3.654           4.758          28.079
   1           3.514           4.244          28.079
   1           3.489           5.761          28.079
   1           2.438           1.948          28.079
   1           2.956           7.884          28.079
   1           3.977           4.179          28.079
   1           2.677           4.397          28.079
   1           1.987           2.504          28.079
   1           2.384           1.530          28.079
   1           2.207           1.881          28.079
   1           3.397           3.004          27.447
   1           1.798           3.014          27.571
   1           2.611           2.836          28.079
   1           1.805           3.116          24.576
   1           4.271           4.034          28.079
   1           3.353           6.255          28.079
   1           2.246           2.116          28.079
   1           2.295           2.501          28.079
   1           3.031           6.805          28.079
   1           2.191           2.496          28.079
   1           2.348           7.746          27.864
   1           2.946        6.169e-1          28.079
   1           2.622        8.462e-1          28.079
   1           2.189           4.527          28.079
   1           2.713           4.864          28.079
   1           1.883           8.115          28.079
   1           2.869           3.410          27.316
   1           3.289          12.915          28.079
   1           2.923           7.546          28.079
   1           2.208           4.968          28.079
   1           1.555           2.050          28.079
   1           2.182           1.789          28.079
   1           1.675           3.620          28.079
   1           3.509           4.392          28.079
   1           3.550           3.540          28.079
   1           4.100           4.949          28.079
   1           2.464           5.034          28.079
   1           2.670           5.758          28.079
   1           2.236           2.059          23.733
   1           2.084           4.733          28.079
   1           1.430        2.267e-1          28.079
   1           4.145           1.989          28.079
   1           2.548           4.225          28.079
   1           2.098           5.367          28.079
   1           3.253          10.734          28.079
   1           2.627           4.379          28.079
   1           2.349           2.351          28.079
   1           3.564           3.353          28.079
   1           2.679           5.005          28.079
   1           1.844           6.377          28.079
   1           2.389           1.917          28.079
   1           2.739           6.106          27.446
   1           3.328           6.519          27.497
   1           2.309           3.035          28.079
   1           3.091           2.424          27.357
   1           2.964           3.902          28.079
   1           2.565           2.770          27.953
   1           3.688           4.174          28.079
   1           3.365          13.711          11.750
   1           2.954          14.516          28.079
   1           1.821           2.843          28.079
   1           2.345           3.766          28.079
   1           3.099           3.802          28.079
   1           1.675           1.708          28.079
   1           3.283           1.198          28.079
   1           2.667           3.861          28.079
   1           2.901           6.122          28.079
   1           2.924           1.234          28.079
   1           2.080           4.617          26.665
   1           3.184           4.268          22.359
   1           1.724           2.400          28.079
   1           3.957           2.400          28.079
   1           1.737           6.649          28.079
   1           3.359           8.668          27.389
   1           2.496           5.367          28.079
   1           2.075           4.324          28.079
   1           3.269           6.367          28.079
   1           2.271        3.621e-1          28.079
   1           2.660           5.430          28.079
   1           3.252          10.370          27.824
   1           3.990           4.513          25.882
   1           2.278           1.786          28.013
   1           1.729           2.049          28.079
   1           3.593           8.466          27.398
   1           4.131           6.581          28.079
   1           3.848           8.086          28.079
   1           2.091           1.523          28.079
   1           2.234           4.444          28.079
   1           2.687           6.633          28.079
   1           1.581           3.452          28.079
   1           2.538        9.839e-1          28.079
   1           3.085           6.358          25.996
   1           1.379           4.204          28.079
   1           1.765        9.182e-1          27.941
   1           3.067           5.916          28.079
   1           2.842           5.914          28.079
   1           3.685           3.598          26.928
   1           2.620           6.369          28.079
   1           2.792           6.978          28.079
   1           1.973           2.860          28.079
   1           2.222           3.719          28.079
   1           2.826           1.508          28.079
   1           2.827           7.604          28.079
   1           5.655           4.343          28.079
   1           3.812          10.051          28.079
   1           3.963           9.020          28.079
   1           2.557           3.129          28.079
   1           3.599           7.893          28.079
   1           2.425           1.605          24.999
   1           3.890           1.738          27.813
   1           3.333           8.810          28.079
   1           2.768           1.817          28.079
   1           2.226           2.139          26.803
   1           1.882           6.451          28.079
   1           5.246          10.838          28.079
   1           3.557           3.571          28.079
   1           2.984           3.005          28.079
   1           2.747        5.538e-1          28.079
   1           4.419           5.234          28.079
   1           4.498           4.268          28.079
   1           2.565           7.626          26.253
   1           2.719           5.622          28.079
   1           2.992           1.937          28.079
   1           3.703           3.358          28.079
   1           2.655           2.369          28.079
   1           2.706           6.985          28.079
   1           2.039           2.664          28.079
   1           3.632        7.975e-1          28.079
   1           1.735           2.965          28.079
   1           3.733           2.529          28.079
   1           3.825           3.383          28.079
   1           1.664           3.315          28.079
   1           2.871           1.797          28.079
   1           2.006        7.507e-1          28.079
   1           2.206           2.033          28.079
   1           2.980           4.588          28.079
   1           2.028           5.394          28.079
   1           3.444           6.386          27.937
   1           4.063           8.104          28.079
   1           3.870           4.076          28.079
   1           2.472           3.167          27.475
   1           2.436           4.410          28.079
   1           3.151           3.272          28.079
   1           2.927          10.645          22.230
   1           2.699           5.179          28.079
   1           2.348           3.469          28.079
   1           4.197           3.691          28.079
   1           3.192           3.863          28.079
   1           2.930           7.886          26.675
   1           2.696           4.713          28.079
   1           2.435           4.217          28.079
   1           3.056           2.405          28.079
   1           3.911           5.779          28.079
   1           3.315           1.552          27.393
   1           2.003           4.071          28.079
   1           2.776           5.176          28.079
   1           1.826           3.535          27.876
   1           1.532           4.881          28.079
   1           2.702           6.191          27.447
   1           2.093           1.690          27.863
   1           3.235           1.996          28.079
   1           2.548           2.391          28.079
   1           2.196           7.210          28.079
   1           2.740           4.758          28.079
   1           1.997           3.213          27.306
   1           2.564           1.561          28.079
   1           3.292           2.049          28.079
   1           2.960           3.154          27.975
   1           4.364           8.726          28.079
   1           5.614           4.054          25.180
   1           2.281           1.978          28.079
   1           2.338           1.561          28.079
   1           1.856           5.594          28.079
   1           2.940           3.570          28.079
   1           3.659           5.543          28.079
   1           2.408           4.528          27.385
   1           1.991           2.320          27.800
   1           5.070           2.947          28.079
   1           1.892           6.589          28.079
   1           2.836           7.254          28.079
   1           2.641           2.259          28.079
   1           2.541           8.926          27.918
   1           3.341           1.710          28.079
   1           4.152           3.742          28.079
   1           1.831           1.639          28.079
   1           2.176           1.340          27.879
   1           3.170           6.236          28.079
   1           1.573        7.274e-1          27.310
   1           3.158           5.655          28.079
   1           1.887           6.258          28.079
   1           2.396           3.812          28.079
   1           2.487           2.809          27.976
   1           3.252           3.056          11.943
   1           2.214           3.117          28.079
   1           2.774           3.671          28.079
   1           2.377           1.784          28.079
   1           3.123           5.813          27.826
   1           2.847           3.367          28.079
   1           1.593           3.576          28.079
   1           3.117           4.968          26.813
   1           1.670           1.027          28.079
   1           3.306           6.700          21.454
   1           2.059           7.120          28.079
   1           2.549           6.564          28.079
   1           2.525           5.963          23.411
   1           2.417           7.977          28.079
   1           1.897           3.520          27.351
   1           2.747           4.361          28.079
   1           2.708           3.392          26.527
   1           4.237           2.907          28.079
   1           1.999        9.339e-1          28.079
   1           2.714           6.727          28.079
   1        8.850e-1        8.273e-2          27.450
   1           1.488        7.547e-1          28.079
   1           3.645           5.517          28.079
   1           3.287           4.306          28.079
   1           3.706           6.622          28.079
   1           3.827           5.606          28.079
   1           3.066           3.749          28.079
   1           3.150           2.762          28.079
   1           2.565           8.748          28.079
   1           4.398           2.904          28.079
   1           2.195           1.729          28.079
   1           4.023           5.634          28.079
   1           2.481           1.552          28.079
   1           3.140           7.842          28.079
   1           4.219           6.856          28.079
   1           2.751           6.072          28.079
   1           1.598           2.030          28.079
   1           3.945          10.583          27.573
   1           2.528           5.062          27.476
   1           4.544           6.143          28.079
   1           2.574           9.659          28.079
   1           2.417           2.178          28.079
   1           3.672           4.655          28.079
   1           1.758           1.703          28.079
   1           5.595           3.027          28.079
   1           2.853           2.327          28.079
   1           3.334           3.930          28.079
   1           2.087           3.033          28.079
   1           3.292           5.678          28.079
   1           3.026           5.420          28.079
   1           2.621           7.797          28.079
   1           1.813           1.164          27.281
   1           5.890           3.258          28.079
   1           3.686           1.957          28.079
   1           2.421           3.044          28.079
   1           3.100           4.866          28.079
   1           3.076           3.343          28.079
   1           3.359           2.463          27.685
   1           2.312           4.151          28.079
   1           2.480           5.757          28.079
   1           2.395           8.718          28.079
   1           1.713          10.765          28.079
   1           1.065        1.020e-1          28.079
   1           3.402           4.428          28.079
   1           2.672           5.705          21.868
   1           1.852           1.112          28.079
   1           1.213           2.555          28.079
   1           2.518           4.076          28.079
   1           2.802           8.760          27.874
   1           2.497          11.414          28.079
   1           5.179           3.319          28.079
   1           2.071           1.122          28.079
   1           2.271           6.742          27.841
   1           2.655           4.274          28.079
   1           2.330           4.704          28.079
   1           5.854           3.863          28.079
   1           4.320           7.242          28.079
   1           3.421           4.364          27.982
   1           3.329           4.101          28.079
   1           2.329           3.017          28.079
   1           2.451           4.309          28.079
   1           1.947           7.156          28.079
   1           2.960           3.969          28.079
   1           4.037           4.680          28.079
   1           3.015           7.865          28.079
   1           1.955           1.467          28.079
   1           2.386           3.738          28.079
   1           2.199           5.606          28.079
   1           2.680           4.235          28.079
   1           4.597           9.334          26.779
   1           2.519           2.538          26.178
   1           2.804           4.405          28.079
   1           3.394           3.969          28.079
   1           2.896           5.640          28.079
   1           2.646           8.431          22.904
   1           3.003           5.238          26.943
   1           2.310        3.406e-1          28.079
   1           2.318           3.054          28.079
   1           2.511           6.016          26.208
   1           3.808           5.720          28.079
   1           1.372           3.211          27.636
   1           3.746           3.949          28.079
   1           2.979           3.192          28.079
   1           2.065           2.762          28.079
   1           2.251           1.178          28.079
   1           1.929           2.285          27.449
   1           1.858           9.592          25.102
   1           2.167           1.518          28.079
   1           3.012           5.923          27.615
   1           2.599           1.457          27.391
   1           2.267           3.138          28.079
   1           2.247           5.710          28.079
   1           1.754           2.778          27.807
   1        9.491e-1          10.122          28.079
   1           2.016           5.277          28.061
   1           3.104           6.876          27.189
   1           2.984           6.284          28.079
   1           2.868           4.285          28.079
   1           2.473           7.450          23.449
   1           4.153          10.543          28.079
   1           5.430           7.276          28.079
   1           2.652           2.916          28.079
   1           2.669           2.931          28.079
   1           2.469           6.856          28.079
   1           2.200           2.322          28.079
   1           3.253           6.592          28.079
   1           4.894           7.323          22.780
   1           3.739           3.423          28.079
   1           1.545           2.098          26.084
   1           2.531           5.069          19.317
   1           2.506        4.238e-1          28.079
   1           2.816           6.710          27.952
   1           1.896           2.557          17.479
   1           2.203           3.019          28.079
   1           2.869           1.621          28.079
   1           4.273          11.137          28.079
   1           3.719        8.088e-1          28.079
   1           3.022           3.971          28.079
   1           2.781           5.360          26.854
   1           1.929           2.483          26.119
   1           2.319           5.051          28.079
   1           1.988           1.522          27.171
   1           3.073           5.093          28.079
   1           2.301           8.551          28.079
   1           2.037           5.427          28.079
   1           3.085           2.020          27.606
   1           1.880           2.672          27.131
   1           1.790          13.552          28.079
   1           2.157           2.442          28.073
   1           3.451           4.879          28.079
   1           2.285        7.673e-1          28.079
   1           2.798           6.402          28.079
   1           2.911           1.885          28.079
   1           1.973           2.403          28.079
   1           2.714           3.851          28.079
   1           3.067           1.607          27.389
   1           2.630           2.119          28.079
   1           1.992           3.220          28.079
   1           2.594           2.344          27.747
   1           2.111           2.446          28.079
   1           2.403           3.094          28.079
   1           3.675           4.709          27.523
   1           1.799           5.582          28.079
   1           2.158           5.202          28.079
   1           2.681           2.374          28.079
   1           3.807           3.611          28.079
   1           3.413           4.176          28.079
   1           4.226           8.421          28.079
   1           3.953           6.774          28.079
   1           1.747           2.182          23.637
   1           2.980           1.331          28.079
   1           2.156           1.626          28.079
   1           2.581           2.251          28.079
   1           3.028           4.694          27.641
   1           1.107           3.615          28.079
   1           1.653           2.556          25.207
   1           2.114           6.883          28.079
   1           1.816           3.910          28.079
   1           2.423        7.766e-2          28.079
   1           5.483           8.384          28.079
   1           1.799           1.741          28.079
   1           3.584           5.967          28.079
   1           3.340           8.027          26.855
   1           3.094           2.137          28.079
   1           2.095           4.361          28.079
   1           3.126           3.707          28.079
   1           1.450           2.231          28.079
   1           1.772           1.417          28.079
   1           2.220           4.807          28.079
   1           2.045           4.631          28.079
   1           1.558           4.925          28.079
   1           1.871           4.685          28.079
   1           1.757           1.569          25.894
   1           2.593           6.628          28.079
   1           3.397           1.452          28.079
   1           1.300           1.616          28.079
   1           2.310           5.900          28.079
   1           2.483           2.547          28.079
   1           2.423           2.648          21.815
   1           2.110           3.592          28.075
   1           2.705           4.880          28.079
   1           3.278           1.440          28.079
   1           2.887           1.489          28.079
   1           2.976           3.308          26.646
   1           2.013           2.650          28.079
   1           2.562           1.568          28.079
   1           3.425           6.988          27.155
   1           4.105           6.170          24.063
   1           2.677           3.910          28.079
   1           3.777           2.249          28.079
   1           3.252           3.367          28.079
   1           3.591           4.046          28.079
   1           3.762          13.001          28.079
   1           2.674           4.067          28.079
   1           3.072           7.098          28.079
   1           4.368           2.417          28.079
   1           3.840           7.147          28.079
   1           2.975          10.616          28.079
   1           4.984           6.815          28.079
   1           3.228           7.287          28.079
   1           2.003           8.151          26.491
   1           2.389           5.273          28.079
   1           4.378           5.864          28.079
   1           1.703           4.199          28.079
   1           2.544           3.184          28.079
   1           2.695          10.749          28.079
   1           3.481           3.776          28.079
   1           1.404           2.536          28.079
   1           3.426           5.177          28.079
   1           2.548           2.250          28.079
   1           4.129           6.203          28.079
   1           2.337           7.501          28.079
   1           1.685           1.959          24.151
   1           5.198           4.072          28.079
   1           2.507           9.914          28.079
   1           3.552           7.983          26.824
   1           2.642          13.640          28.079
   1           1.238           1.305          28.079
   1           2.750           2.091          28.079
   1           3.689           6.153          28.079
   1           2.132           2.044          26.507
   1           1.769           2.476          27.386
   1           3.118           1.962          28.079
   1           2.694           8.459          28.079
   1           1.814           2.731          26.414
   1           1.764           2.241          28.079
   1           2.711           7.148          28.079
   1           4.808           2.533          28.079
   1           2.778        6.562e-1          28.079
   1           3.869          10.461          28.079
   1           4.121           9.786          28.079
   1           2.518           5.186          28.079
   1           4.500           8.032          28.079
   1           3.492           4.210          28.079
   1           2.980           5.657          28.079
   1           2.177        9.526e-1          28.079
   1           4.348          11.645          26.186
   1           4.507           3.377          27.413
   1           2.174           5.136          28.079
   1           3.400           4.837          28.079
   1           6.105           3.256          28.079
   1           2.889           3.272          26.558
   1           3.026           2.609          27.353
   1           5.114           6.008          28.079
   1           2.716           2.056          28.079
   1           3.433           3.359          28.079
   1           2.546           1.487          28.079
   1           2.847           2.857          28.079
   1           2.252          11.521          28.079
   1           3.130           7.894          28.079
   1           4.019           4.420          27.526
   1           2.685           6.257          26.719
   1           2.967          14.825          28.079
   1           3.351           2.242          28.079
   1           1.649           2.170          28.079
   1           4.329           4.370          28.079
   1           1.973           1.621          28.079
   1           1.914           3.246          28.079
   1           3.613           6.133          28.079
   1           2.431           3.793          27.455
   1           1.295           9.870          21.879
   1           2.142           4.030          21.621
   1           3.456           1.530          28.079
   1           2.301           1.758          28.079
   1           3.216           9.014          25.869
   1           1.882           3.106          19.387
   1           2.897           1.256          28.079
   1           1.749        8.970e-1          28.079
   1           6.751           6.308          28.079
   1           5.751           3.538          28.079
   1           2.765           7.137          28.079
   1           2.474           7.608          28.079
   1           2.343        9.068e-1          28.079
   1           2.567           6.198          28.079
   1           2.728        2.793e-1          28.079
   1           3.056           2.198          28.079
   1           2.356           4.400          28.079
   1           2.607           2.533          28.079
   1           2.196           4.416          28.079
   1           2.478           1.957          28.079
   1           3.134           4.333          28.079
   1           3.513           7.549          28.079
   1           3.248           2.100          28.079
   1           3.073           1.889          28.079
   1           2.986           4.840          27.942
   1           2.258           7.141          28.079
   1           1.467           2.311          25.866
   1           4.387           2.085          28.079
   1           2.063           3.950          18.103
   1           3.151           5.512          28.079
   1           2.747           2.055          28.079
   1           2.906           5.681          28.079
   1           3.773           4.905          28.079
   1           1.958           2.993          27.972
   1           3.314           1.596          28.079
   1           1.950        3.796e-1          28.079
   1           3.772           2.932          28.079
   1           2.633           1.104          28.079
   1           3.682           5.899          15.444
   1           3.965          10.693          28.079
   1           3.923           1.409          28.079
   1           2.240        7.880e-1          28.079
   1           2.837           2.463          28.079
   1           1.857           4.767          28.079
   1           3.382           6.943          28.023
   1           3.413           6.015          28.079
   1           2.232           3.071          26.862
   1           2.009           1.129          28.079
   1           2.796           4.524          28.079
   1           2.868           2.182          27.275
   1           2.567           3.028          28.079
   1           1.364           1.395          28.079
   1           3.345           2.713          28.079
   1           3.949          13.349          27.917
   1           2.769           3.712          28.079
   1           2.023           2.218          28.079
   1           2.265           7.136          28.079
   1           1.966           5.730          28.079
   1           3.827           6.347          28.079
   1           3.393           7.093          28.079
   1           1.594           1.958          28.079
   1           3.111           4.758          28.079
   1           1.946        7.539e-1          28.079
   1           3.385           5.783          28.079
   1           3.089           2.752          28.079
   1           2.381           3.766          28.079
   1           2.018           6.711          28.079
   1           2.153           2.194          26.963
   1           1.575        4.751e-1          28.079
   1           3.125           1.401          28.079
   1           1.713           1.755          28.079
   1           1.767           2.994          27.700
   1           3.037           3.441          25.521
   1           2.353           4.166          28.079
   1           2.457           4.486          28.079
   1           2.952           3.777          27.846
   1           4.212          12.107          28.079
   1           2.851           3.596          28.079
   1           3.251           2.444          27.565
   1           2.926           4.324          28.079
   1           3.230           3.619          28.079
   1           1.964           7.913          24.916
   1           2.050           1.649          28.079
   1           2.654           6.235          28.079
   1           2.487           9.441          25.982
   1           2.045           5.173          28.079
   1           3.193        3.690e-1          28.079
   1           3.201           3.755          28.079
   1           3.615           5.581          28.079
   1           3.610           1.797          28.079
   1        8.137e-1           1.616          26.958
   1           2.581           3.561          27.042
   1           2.389           3.603          28.079
   1           2.915           2.622          28.079
   1           2.180           3.657          28.079
   1           2.590           2.791          28.079
   1           2.523           6.104          28.079
   1           1.772           7.619          28.079
   1           4.048           4.425          28.079
   1           1.287           3.443          27.886
   1           1.756           3.598          28.079
   1           1.933           3.467          28.079
   1           2.052        6.669e-1          28.079
   1           3.790           6.117          28.079
   1           3.388           3.604          28.079
   1           3.717           7.541          28.079
   1           1.644           5.058          28.079
   1           4.302           7.788          23.768
   1           3.951           9.619          28.079
   1           2.975           6.265          28.079
   1           4.469           5.939          28.079
   1           3.029           5.612          28.079
   1           3.057           5.468          28.079
   1           4.663           4.660          15.359
   1           1.718           5.199          28.079
   1           3.763           2.758          25.811
   1           4.819           9.315          28.079
   1           2.506           1.273          28.079
   1           2.707           3.137          26.693
   1           1.858           2.798          27.535
   1           2.886           2.643          28.079
   1           4.611           7.459          28.079
   1           1.982           6.032          26.100
   1           1.691           2.307          28.079
   1           2.458           3.249          28.079
   1           1.774        7.164e-1          27.327
   1           4.436           6.923          28.079
   1           2.127           5.279          28.079
   1           2.157           2.899          28.079
   1           1.756        5.593e-1          28.079
   1           1.018           2.633          28.032
   1           3.011           3.080          28.079
   1           2.517           3.359          28.079
   1           3.374           3.618          28.079
   1           2.312           2.006          28.079
   1           2.513           6.803          28.079
   1           1.705           1.945          28.079
   1           2.904           1.825          28.079
   1           4.094           4.451          28.079
   1           1.680           2.004          28.079
   1           2.216           1.875          28.079
   1           2.768           8.389          25.296
   1           2.578           2.948          27.139
   1           3.014           2.510          28.079
   1           5.163           3.056          28.079
   1           2.293           4.116          28.079
   1           2.444           1.291          28.079
   1           3.564           5.269          26.534
   1           2.481        2.978e-1          28.079
   1           3.622           4.314          27.756
   1           4.360           2.859          28.079
   1           4.254           5.727          28.079
   1           1.952          10.218          28.079
   1           1.297           2.609          26.640
   1           2.439          11.767          28.079
   1           2.987           8.538          28.079
   1           2.400           4.611          28.079
   1           4.299           2.149          28.079
   1           2.020           2.376          28.079
   1           4.744          10.874          28.079
   1           2.290           3.923          28.079
   1           3.559           6.019          28.079
   1           4.146           2.859          28.079
   1           2.621           2.113          28.079
   1           1.447           1.983          27.785
   1           3.325           3.957          28.079
   1           2.806           1.637          28.079
   1           2.937           3.951          28.079
   1           2.992           5.474          26.780
   1           2.372        9.624e-1          28.079
   1           2.637           2.872          28.079
   1           2.957           1.949          28.079
   1           1.736           2.808          28.079
   1           2.066           2.553          28.079
   1           3.412           5.133          28.079
   1           2.593           3.046          28.079
   1           1.920           4.800          28.079
   1           3.051           2.641          28.079
   1           1.563        7.212e-3          28.079
   1           2.041           8.754          28.079
   1           2.188           2.271          28.079
   1           3.168           2.999          28.079
   1           3.347           4.887          28.079
   1           3.066           2.322          27.084
   1           3.974           8.102          25.186
   1           1.514        9.827e-1          28.079
   1           2.634           2.381          28.079
   1           1.559        7.079e-1          28.079
   1           3.081           9.509          28.079
   1           1.678           3.616          27.848
   1           2.525           3.235          27.843
   1           2.739           3.468          26.027
   1           1.790           2.496          27.235
   1           2.255           2.434          28.079
   1           3.249           9.175          28.079
   1           1.713        1.629e-1          28.079
   1           2.653        4.473e-1          28.079
   1           2.080           5.923          28.079
   1           2.719           5.883          28.079
   1           2.362           1.294          27.604
   1           1.981           1.148          28.079
   1           2.700           3.734          28.079
   1           3.827           6.389          28.079
   1           3.990           4.450          28.079
   1           2.847           3.889          28.079
   1           2.524           6.485          28.079
   1           2.565           6.619          25.673
   1           2.519           2.665          28.079
   1           3.403          12.861          27.789
   1           3.760           2.243          28.079
   1           4.100           7.406          28.079
   1           2.243           1.691          28.079
   1           2.658           4.189          28.079
   1           2.531           1.965          27.975
   1           4.027           6.129          26.993
   1           2.741           5.843          28.020
   1           2.500           3.026          28.079
   1           3.619           1.926          28.079
   1           2.821           4.779          28.079
   1           2.172           2.759          28.079
   1           2.707           6.221          28.079
   1           2.043           2.946          28.079
   1           1.881           4.691          28.079
   1           2.681        7.051e-1          28.079
   1           2.364           3.928          28.079
   1           3.382           1.776          28.079
   1           2.435           8.757          28.079
   1           4.147          10.547          28.079
   1           2.804           4.628          28.079
   1           1.801        6.752e-1          27.897
   1           2.313           2.652          28.079
   1           3.355           2.704          27.961
   1           4.159           7.646          28.079
   1           2.251           4.197          27.087
   1           3.414           1.583          28.079
   1           2.946           2.215          28.079
   1           2.698           1.943          28.079
   1           2.199           6.210          28.079
   1           1.922           9.470          28.079
   1           2.128           4.343          28.079
   1           2.596           1.600          23.206
   1           1.584           7.435          27.130
   1           2.448           4.878          28.079
