1	11	282	3
Cac03
Tmac03
Tmac06
Cac13
Cac14
Cac18
Cyne20
Soc418
Soc423
Soc554
Soc609
1	176180	147147	134136	184184	154154	241249	270270	250250	166168	196200	255267
1	184188	141145	134136	182184	164168	241251	270270	250251	166166	198200	251255
1	174194	153160	134134	188192	152168	247251	270270	251252	166168	192223	259267
1	184190	151158	134138	190216	164166	251255	270270	250251	166166	192192	255255
1	174176	158162	134134	180208	164166	237249	270270	251252	166168	186200	259259
1	176176	156158	134136	180194	162164	247251	270270	250250	166166	188192	255255
1	174178	156158	134134	200200	162170	241255	270274	250252	166166	192194	259259
1	178178	156160	134134	180222	156166	237241	270270	250250	166166	192205	255255
1	178178	145162	134134	160170	152166	237237	264270	251252	166168	192192	255255
1	172178	156160	134134	168200	152158	237247	270270	246250	166166	192202	255255
1	176182	155158	134136	176176	150168	239255	270270	251251	166168	186198	255261
1	178182	156162	134136	186214	166170	243247	270270	250251	166166	196209	255255
1	178180	156158	134136	186192	162166	241253	270270	246251	166166	196205	255257
1	174178	155160	134134	180194	154166	237251	270270	250250	166168	188198	255257
1	168176	153176	134136	178192	154156	243249	270270	246252	166166	192205	249255
1	176178	143162	134136	178186	164166	241241	270270	246251	166166	184184	249255
1	176190	151156	136136	178180	150166	237251	242274	250251	166168	192205	255259
1	190190	156158	134134	192226	166168	237251	270270	251252	166166	194227	259265
1	184188	143145	134136	182184	164168	241251	270270	250251	166166	198198	251255
1	174188	156168	134136	180196	166178	239241	270270	250250	166168	192192	249257
1	176196	155158	134134	186186	166168	241253	270270	250252	166166	192198	255259
1	168174	153155	134136	180186	162168	237253	270270	250251	166166	184196	255257
1	174182	155158	134140	172240	162170	241247	270274	251251	166168	200205	255261
1	178190	145156	134134	168184	138138	237241	270270	250250	166166	182194	259261
1	190190	162164	134136	184192	162182	241255	270270	250250	166166	180190	259259
1	174178	156158	134136	172192	166166	241249	270270	250250	166166	186192	257261
1	184196	153160	134136	168188	166168	237253	270270	250251	166166	192194	249255
1	182188	145158	134136	192222	166166	237247	270270	251252	166168	190194	255259
1	172212	153156	136136	180192	162166	237249	270270	250251	166166	192198	257271
1	174182	156176	134136	180200	160166	241249	270270	250252	166166	194202	255255
1	176182	149156	134136	186216	164164	241241	270270	250252	166168	192217	249253
1	176192	162176	134134	172192	166166	241249	270272	250251	166166	192196	255265
1	174182	168174	134138	180188	166166	241241	270270	251254	166166	182194	255255
1	174184	162166	134134	186190	154184	241251	270270	250250	166166	198225	255257
1	176178	162162	134140	186192	156168	237241	266270	250251	166168	192192	255259
1	176178	160162	134134	186198	150170	237239	270274	251254	166168	202213	251259
1	174190	153160	134136	192192	164166	237249	262270	250250	166166	192194	255257
1	176178	162164	134134	180192	164168	237241	266270	250251	166168	184192	255261
1	174178	153156	134136	174180	168170	241249	270270	250251	166168	192194	255257
1	174178	164168	134134	192192	154172	237241	270270	250252	166166	192198	255257
1	174176	156166	134134	164172	162172	237241	270270	250251	166166	192194	255259
1	176176	160160	134134	172180	150168	237241	270282	251251	166166	190194	253257
1	174176	156158	134136	168184	154164	237249	270274	251252	166166	182209	253255
1	176190	151168	134134	184184	158168	237241	270274	250251	166168	184192	255259
1	174188	160160	134134	188194	166168	241247	270270	251251	166168	192200	259261
1	176180	156164	134136	184204	156168	241241	270270	251251	166166	192194	253255
1	174178	156162	134136	172180	164166	249253	270270	250251	166168	184184	255257
1	176190	156164	134134	190192	154168	253263	270270	250252	166168	194194	255257
1	174214	149155	134134	180212	160170	237249	270278	250251	166166	192198	255257
1	176188	149170	134134	186202	162168	241247	270270	250251	166168	180192	253255
1	172178	156162	134134	180194	164174	241241	270270	250251	166166	207251	255257
1	174176	151151	134138	192208	150156	237249	270270	250251	166166	192211	257257
1	176180	133160	134134	192206	164166	237237	266270	250252	166166	184196	255255
1	190192	151160	134138	180198	138168	239241	270270	250251	166168	192196	255259
1	174188	151162	134136	186190	156162	237255	270270	251252	166168	200265	257263
1	172178	164168	134134	186206	146184	237241	270270	250250	166166	192225	247249
1	176176	160166	134134	224228	164168	237247	262270	251251	166166	196202	257257
1	174176	160164	134134	184188	152170	237237	266270	250251	166166	184198	257257
1	174184	156162	134134	172192	168168	237247	270274	250251	166166	190192	255255
1	176178	160160	134134	180190	154162	237241	270270	246250	166166	192200	257257
1	188190	149164	134134	186192	166170	247253	270270	252252	166166	178178	249255
1	176178	149156	134134	186186	166170	249261	270270	250252	166166	196200	255255
1	174178	155178	134136	186190	156164	249251	270270	250251	168168	192192	241257
1	176176	145160	134134	168172	158166	241253	270270	251251	166166	184192	257259
1	174176	160160	136136	192192	130166	237253	270274	250251	166166	186192	255255
1	178192	155170	134136	184220	162168	237243	270270	250251	168168	180200	257263
1	174174	151162	134134	184192	158166	251253	270270	251251	166166	188215	255261
1	174176	158158	134134	172184	166166	237251	270270	251254	166166	196223	251257
1	180204	166166	134134	192192	166182	237237	270270	250251	166166	192196	255259
1	194194	151155	134134	192212	146166	237241	270270	251252	166166	198202	257259
1	174176	153156	134134	176176	164166	247249	270270	250250	166166	190215	255255
1	176184	156164	134134	166184	166168	241251	270270	250250	168168	200202	257261
1	178178	158160	136136	178192	166166	249265	270274	250250	166168	192192	255255
1	178188	151158	132134	192206	164170	249251	270270	250252	166166	188192	255261
1	174184	160160	134136	180180	166168	249251	270270	251252	166166	184192	253267
1	176188	153168	134134	182184	166166	247249	266270	246250	166166	188200	255255
1	176178	156168	134134	180192	152166	237241	270270	251251	168168	186194	255259
1	174176	155158	134138	184186	162166	239249	270270	250250	166168	190190	257261
1	178188	164178	134134	182184	162166	237249	270270	251252	166168	182192	249261
1	180188	166168	134134	186186	166168	249251	270270	250250	166166	190198	251257
1	178196	145155	134134	202224	166170	237251	270270	250250	166166	192194	253255
1	174178	158158	134136	186230	162166	239241	270274	250251	166168	192198	257259
1	188192	133145	134136	180190	164164	237247	270270	250251	166166	190192	255255
1	174176	145151	134136	172184	154162	245247	268274	250250	166166	194211	255259
1	192206	155162	134134	172194	156170	237243	270270	250251	166166	192196	249255
1	194198	143151	134134	168192	164166	247247	270270	251251	166168	186213	249255
1	174176	155176	134142	180180	162166	243247	266270	250251	166168	192192	257261
1	176192	156178	136138	176188	164168	237247	270270	250250	166166	192227	253257
