scenario      Ne            t             Na          µmic_1        pmic_1       snimic_1      NAL_1_1       HET_1_1       VAR_1_1       MGW_1_1    
  1            3533          9926          3317    7.277e-004    1.511e-001    4.362e-007      7.636364      0.754118      2.345280      1.018182
  1            4719         13637          3507    8.729e-004    2.147e-001    2.746e-007     12.363636      0.819622     13.073074      0.934708
  1            2302          9214          6008    2.144e-004    2.274e-001    3.634e-008      5.818182      0.605862      2.110949      0.853333
  1            2899          3893          3510    1.586e-004    2.230e-001    1.101e-008      5.636364      0.587384      2.873841      0.892086
  1            1834         13397         21135    2.321e-004    2.035e-001    7.869e-007      5.636364      0.604531      1.744465      0.968750
  1             711          7814          4481    9.225e-004    1.332e-001    1.197e-008      5.727273      0.616111      2.131272      0.940298
  1            6091         11266          8609    5.465e-004    1.142e-001    1.095e-007      7.636364      0.716416      5.710510      0.746667
  1            4408         17422         15633    1.024e-004    1.990e-001    1.710e-006      6.000000      0.528256      3.136626      0.874172
  1            5651          7335         15149    3.741e-004    1.088e-001    3.413e-007      8.818182      0.701400      8.254102      0.950980
  1            3982         15019          6468    5.289e-004    2.342e-001    2.512e-007      9.727273      0.670323     10.966471      0.852590
  1            1316         12292         11003    2.782e-004    2.584e-001    7.443e-007      4.272727      0.390321      2.485789      0.796610
  1            2186         10114           219    9.090e-004    2.734e-001    1.984e-008      8.000000      0.741851      3.909169      0.936170
  1            3641         13814         10006    9.895e-004    1.611e-001    1.891e-006     10.545455      0.792975      6.167696      0.946939
  1            5238          7340         13093    9.139e-004    2.811e-001    5.407e-006     16.000000      0.837525     22.333803      0.956522
  1            1949         11724           903    4.113e-004    2.066e-001    7.219e-008      6.909091      0.661542      5.577508      0.830601
  1            2430          9166          1300    4.376e-004    1.127e-001    5.943e-008      6.272727      0.598517      3.055062      0.965035
  1            4015         13250          1453    8.176e-004    2.045e-001    2.758e-007     11.727273      0.829608     16.504704      0.851485
  1            4446         10676         15952    1.137e-004    1.135e-001    1.236e-006      4.181818      0.487126      0.598287      0.989247
  1            2957         12709         15119    2.741e-004    2.710e-001    2.413e-007      5.636364      0.594512      3.790905      0.855172
  1            4097         10498         11434    1.731e-004    1.107e-001    2.700e-008      4.454545      0.539185      1.905320      0.844828
  1            2369         12181          8336    1.358e-004    1.056e-001    5.548e-006      4.181818      0.374119      0.956416      1.033708
  1            2484         13640          2092    4.218e-004    2.474e-001    2.323e-006      8.272727      0.672473      7.315713      0.910000
  1            4204          8290         14097    7.227e-004    1.987e-001    1.094e-008      8.090909      0.734325      4.536425      0.951872
  1            4035          9621          9891    6.373e-004    1.996e-001    5.030e-008      9.000000      0.743996      6.314651      0.947368
  1            1960          8092         16231    3.159e-004    1.671e-001    2.723e-006      6.545455      0.663788      4.070776      0.953642
  1            3823         13843         13197    8.350e-004    2.585e-001    1.276e-006     10.636364      0.776079      8.646641      0.962963
  1            4295         10470          8256    3.628e-004    1.306e-001    9.349e-007      8.000000      0.664295      4.889627      0.946237
  1            2718          5809         10202    1.054e-004    1.555e-001    1.795e-008      4.090909      0.358407      2.324106      0.810811
  1            4222         13775         11105    3.056e-004    2.471e-001    2.051e-007      7.636364      0.641842      5.852374      0.852792
  1            5384         11684         23203    3.901e-004    1.970e-001    1.873e-008     10.636364      0.745387     13.250062      0.795918
  1            3157          6314         19645    7.983e-004    2.432e-001    2.372e-007      8.454545      0.754756      5.534105      0.861111
  1            6873          4223         13694    4.036e-004    2.911e-001    1.191e-006     10.454545      0.801171      9.900210      0.833333
