0 0.003860 0.090674
1 0.100020 0.362864
2 0.094079 0.384714
3 0.099430 0.332428
4 0.099540 0.331458
5 0.091719 0.355468
6 0.091609 0.363428
7 0.000000 -1.000000
8 0.000000 -1.000000
9 0.000000 -1.000000
10 0.000000 -1.000000
11 0.000000 -1.000000
12 0.200120 0.987056
13 0.000000 -1.000000
14 0.000000 -1.000000
15 0.000000 -1.000000
16 0.200340 0.990365
17 0.000000 -1.000000
18 0.000000 -1.000000
19 0.000000 -1.000000
20 0.001030 0.155340
21 0.000950 0.147368
22 0.003640 0.695055
23 0.000900 0.188889
24 0.001010 0.168317
25 0.001080 0.157407
26 0.009761 0.347336
27 0.000000 -1.000000
28 0.000000 -1.000000
29 0.000910 0.142857
