0 0.003290 0.206687
1 0.106191 0.374647
2 0.079928 0.504004
3 0.107711 0.331662
4 0.107211 0.326959
5 0.077208 0.455699
6 0.069537 0.505681
7 0.000000 -1.000000
8 0.000000 -1.000000
9 0.000000 -1.000000
10 0.000000 -1.000000
11 0.000000 -1.000000
12 0.215152 0.988472
13 0.000000 -1.000000
14 0.000000 -1.000000
15 0.000000 -1.000000
16 0.213841 0.992751
17 0.000000 -1.000000
18 0.000000 -1.000000
19 0.000000 -1.000000
20 0.001120 0.151786
21 0.001030 0.135922
22 0.004170 0.671463
23 0.000900 0.322222
24 0.000880 0.193182
25 0.000880 0.250000
26 0.009861 0.606491
27 0.000000 -1.000000
28 0.000000 -1.000000
29 0.001090 0.229358
