0 0.003380 0.106509
1 0.105111 0.382778
2 0.087509 0.475886
3 0.105691 0.337528
4 0.104380 0.336783
5 0.075468 0.461834
6 0.080038 0.430713
7 0.000000 -1.000000
8 0.000000 -1.000000
9 0.000000 -1.000000
10 0.000000 -1.000000
11 0.000000 -1.000000
12 0.209471 0.988780
13 0.000000 -1.000000
14 0.000000 -1.000000
15 0.000000 -1.000000
16 0.208881 0.991478
17 0.000000 -1.000000
18 0.000000 -1.000000
19 0.000000 -1.000000
20 0.000860 0.209302
21 0.001000 0.160000
22 0.003730 0.780161
23 0.000920 0.282609
24 0.001110 0.270270
25 0.001110 0.243243
26 0.010201 0.570588
27 0.000000 -1.000000
28 0.000000 -1.000000
29 0.001140 0.175439
